Name,id,average,baverage,avgweight,numwish,numowned,numplays,numplays_month,numfans,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime,minage,num_listings,median_price,customizable,family,strategy,thematic,Abstract Strategy,Action / Dexterity,Adventure,Age of Reason,American Indian Wars,American West,Ancient,Animals,Arabian,Aviation / Flight,Bluffing,Book,Card Game,Children's Game,City Building,Civil War,Civilization,Collectible Components,Comic Book / Strip,Deduction,Dice,Economic,Educational,Electronic,Environmental,Expansion for Base-game,Exploration,Fantasy,Farming,Fighting,Game System,Horror,Humor,Industry / Manufacturing,Korean War,Mafia,Math,Mature / Adult,Maze,Medical,Medieval,Memory,Miniatures,Movies / TV / Radio theme,Murder/Mystery,Music,Mythology,Napoleonic,Nautical,Negotiation,Novel-based,Number,Party Game,Pike and Shot,Pirates,Political,Post-Napoleonic,Prehistoric,Print & Play,Puzzle,Racing,Real-time,Religious,Renaissance,Science Fiction,Spies/Secret Agents,Sports,Territory Building,Trains,Transportation,Travel,Trivia,Video Game Theme,Wargame,Word Game,Zombies
Squad Leader,1035,7.50975,6.76181,4.0368,259.0,5989.0,3939.0,1.0,300.0,1977.0,2.0,2.0,60.0,60.0,14.0,16,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Combat Commander: Pacific,28181,8.09684,6.76069,3.2346,849.0,3172.0,3583.0,8.0,231.0,2008.0,2.0,2.0,180.0,180.0,12.0,13,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spyfall,166384,6.88769,6.76016,1.2451,2651.0,25260.0,96194.0,131.0,370.0,2014.0,3.0,8.0,15.0,15.0,13.0,28,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jambo,12002,7.0135,6.76038,2.0706,1548.0,9833.0,27171.0,17.0,180.0,2004.0,2.0,2.0,45.0,45.0,12.0,16,55.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandemic Legacy: Season 0,314040,8.76544,6.77798,3.069,2266.0,4036.0,11120.0,1819.0,145.0,2020.0,2.0,4.0,45.0,60.0,14.0,4,61.985,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
XCOM: The Board Game,163602,7.05842,6.7599,2.9017,2338.0,12279.0,14864.0,15.0,568.0,2015.0,1.0,4.0,60.0,120.0,14.0,36,30.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FUSE,171273,7.05832,6.75719,1.6562,1581.0,10449.0,52087.0,211.0,192.0,2015.0,1.0,5.0,10.0,10.0,10.0,13,15.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blokus,2453,6.88413,6.75638,1.7714,1537.0,30306.0,63993.0,212.0,398.0,2000.0,2.0,4.0,20.0,20.0,7.0,24,13.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZÈRTZ,528,7.294,6.75432,2.738,893.0,5543.0,14285.0,11.0,106.0,1999.0,2.0,2.0,30.0,60.0,9.0,9,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lords of Xidit,156566,7.13841,6.75395,2.618,1009.0,8417.0,9336.0,25.0,181.0,2014.0,3.0,5.0,90.0,90.0,14.0,21,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tinners' Trail,35570,7.26243,6.75322,2.828,615.0,3897.0,7718.0,8.0,89.0,2008.0,3.0,4.0,60.0,90.0,13.0,12,62.475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reef Encounter,12962,7.13961,6.75297,3.6778,1255.0,5490.0,14348.0,3.0,115.0,2004.0,2.0,4.0,60.0,120.0,10.0,9,90.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
City of the Big Shoulders,214880,7.9785,6.75163,4.041,1302.0,2185.0,4947.0,79.0,214.0,2019.0,2.0,4.0,120.0,180.0,14.0,4,140.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disney Villainous,256382,7.06364,6.74957,2.4087,2260.0,20638.0,29054.0,506.0,520.0,2018.0,2.0,6.0,50.0,50.0,10.0,14,26.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scoville,145659,7.16706,6.74793,2.7831,1256.0,6968.0,11430.0,26.0,272.0,2014.0,2.0,6.0,60.0,90.0,13.0,24,33.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pursuit of Happiness,181687,7.23835,6.74807,2.48,1557.0,6772.0,10585.0,73.0,228.0,2015.0,1.0,4.0,60.0,90.0,12.0,1,47.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summoner Wars: Phoenix Elves vs Tundra Orcs,82421,7.52893,6.74654,2.3165,241.0,5622.0,3173.0,61.0,61.0,2009.0,2.0,4.0,30.0,30.0,9.0,3,34.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars: The Card Game,103886,7.19735,6.74702,2.9596,791.0,9976.0,32735.0,17.0,775.0,2012.0,2.0,2.0,30.0,60.0,10.0,9,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red7,161417,6.92539,6.74617,1.7018,1264.0,18127.0,89804.0,348.0,245.0,2014.0,2.0,4.0,5.0,30.0,9.0,12,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Fake Artist Goes to New York,135779,7.17043,6.74585,1.1647,1744.0,8056.0,22665.0,96.0,140.0,2012.0,5.0,10.0,20.0,20.0,8.0,2,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Civilization: A New Dawn,233247,7.31118,6.74578,3.0548,1845.0,7476.0,8201.0,87.0,276.0,2017.0,2.0,4.0,60.0,120.0,14.0,30,29.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spyrium,137269,7.08017,6.74521,2.8951,985.0,7023.0,12785.0,19.0,160.0,2013.0,2.0,5.0,75.0,75.0,12.0,17,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Virgin Queen,41066,8.04813,6.74549,4.3939,1086.0,2986.0,2628.0,7.0,283.0,2012.0,2.0,6.0,420.0,420.0,12.0,13,85.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Brew Crafters,139898,7.45677,6.74485,3.5786,1135.0,4474.0,6176.0,9.0,233.0,2013.0,2.0,5.0,90.0,90.0,12.0,16,35.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),132028,7.97298,6.74425,3.2628,827.0,3582.0,4251.0,5.0,268.0,2012.0,2.0,4.0,60.0,180.0,13.0,2,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Friedrich,12891,7.55167,6.7442,3.1524,1066.0,3288.0,4090.0,9.0,164.0,2004.0,3.0,4.0,210.0,210.0,12.0,16,58.975,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Union Pacific,94,7.21275,6.74371,2.5508,603.0,4313.0,9071.0,1.0,78.0,1999.0,2.0,6.0,90.0,90.0,12.0,6,49.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Black Angel,230244,7.44075,6.74339,3.8125,2558.0,4922.0,6858.0,68.0,337.0,2019.0,1.0,4.0,60.0,120.0,12.0,17,50.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Century: A New World,270970,7.49151,6.73929,2.12,1190.0,6500.0,8263.0,70.0,140.0,2019.0,2.0,4.0,30.0,45.0,8.0,7,28.99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AuZtralia,231581,7.41296,6.73893,2.9316,1206.0,5121.0,8252.0,55.0,411.0,2018.0,1.0,4.0,30.0,120.0,13.0,8,46.995000000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outlive,191051,7.36961,6.73819,2.9911,1648.0,5867.0,6675.0,14.0,427.0,2017.0,2.0,4.0,40.0,110.0,14.0,13,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Estates,249381,7.49973,6.7366,2.3421,1052.0,3496.0,7405.0,66.0,118.0,2018.0,2.0,5.0,40.0,60.0,10.0,10,26.97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyperborea,119788,7.21758,6.73652,3.1774,1211.0,6349.0,8657.0,8.0,313.0,2014.0,2.0,6.0,50.0,150.0,14.0,20,42.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The King's Dilemma,245655,8.10749,6.73911,2.25,4068.0,3554.0,11249.0,358.0,392.0,2019.0,3.0,5.0,45.0,60.0,14.0,11,80.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitehall Mystery,190082,7.59949,6.7366,2.1579,1516.0,4566.0,5933.0,32.0,127.0,2017.0,2.0,4.0,45.0,60.0,13.0,1,39.99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carcassonne: The City,12902,7.20614,6.73558,2.2628,1260.0,6324.0,6766.0,2.0,108.0,2004.0,2.0,4.0,30.0,45.0,8.0,7,99.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legendary: A Marvel Deck Building Game – Villains,156689,7.59255,6.73462,2.6974,789.0,5717.0,6527.0,9.0,257.0,2014.0,1.0,5.0,45.0,45.0,14.0,2,125.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summoner Wars: Guild Dwarves vs Cave Goblins,82420,7.57799,6.73185,2.2353,222.0,5324.0,2462.0,2.0,54.0,2009.0,2.0,4.0,30.0,30.0,9.0,5,15.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dogs of War,158435,7.52552,6.73056,2.6517,922.0,3620.0,4575.0,9.0,185.0,2014.0,3.0,5.0,75.0,75.0,14.0,1,80.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Dune: Imperium,316554,8.48954,6.74525,2.8571,4136.0,3237.0,3084.0,1357.0,379.0,2020.0,1.0,4.0,60.0,120.0,14.0,5,60.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Not Alone,194879,7.02045,6.72795,1.96,1693.0,12056.0,22781.0,150.0,245.0,2016.0,2.0,7.0,30.0,45.0,10.0,8,17.475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
New Frontiers,255692,7.62428,6.72845,2.8615,1789.0,3086.0,7737.0,55.0,161.0,2018.0,2.0,5.0,45.0,75.0,14.0,8,45.495000000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Perudo,45,6.90506,6.72786,1.2618,941.0,15973.0,87018.0,179.0,198.0,1800.0,2.0,6.0,15.0,30.0,8.0,21,13.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasure Island,242639,7.30342,6.72751,2.2679,3020.0,6512.0,7591.0,69.0,198.0,2018.0,2.0,5.0,45.0,45.0,10.0,7,33.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca$h 'n Guns (Second Edition),155362,6.89876,6.72577,1.2602,2035.0,18220.0,29498.0,52.0,246.0,2014.0,4.0,8.0,30.0,30.0,10.0,18,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridge,2181,7.46069,6.72586,3.8552,121.0,1844.0,21066.0,33.0,138.0,1925.0,4.0,4.0,60.0,60.0,12.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Marco,1041,7.17352,6.72305,2.6834,880.0,4463.0,6799.0,4.0,77.0,2001.0,3.0,4.0,90.0,90.0,10.0,3,59.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smash Up: Science Fiction Double Feature,151004,7.30316,6.72296,2.3026,608.0,11632.0,2432.0,1.0,107.0,2014.0,2.0,2.0,30.0,45.0,12.0,2,45.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Celestia,175117,6.99069,6.72316,1.338,1885.0,10964.0,34732.0,235.0,225.0,2015.0,2.0,6.0,30.0,30.0,8.0,7,19.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fugitive,197443,7.22661,6.72231,1.6825,1657.0,7579.0,19151.0,101.0,164.0,2017.0,2.0,2.0,5.0,20.0,10.0,8,22.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Genoa,1345,7.07542,6.72177,3.0843,1077.0,7266.0,7513.0,5.0,118.0,2001.0,2.0,5.0,60.0,120.0,12.0,16,30.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maharaja: The Game of Palace Building in India,9440,7.12952,6.72201,3.174,726.0,5491.0,7127.0,3.0,81.0,2004.0,2.0,5.0,90.0,90.0,12.0,9,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homesteaders,26566,7.24661,6.72095,3.0441,831.0,4034.0,8651.0,12.0,141.0,2009.0,2.0,4.0,60.0,90.0,14.0,32,39.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thunderstone,53953,6.94223,6.72057,2.5008,1462.0,10586.0,38024.0,11.0,685.0,2009.0,1.0,5.0,60.0,60.0,12.0,22,45.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago,8125,7.11822,6.71964,2.4908,788.0,4387.0,12419.0,8.0,82.0,2003.0,3.0,5.0,75.0,75.0,10.0,6,59.245000000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
