Name,id,average,baverage,avgweight,numwish,numowned,numplays,numplays_month,numfans,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime,minage,num_listings,median_price,customizable,family,strategy,thematic,Abstract Strategy,Action / Dexterity,Adventure,Age of Reason,American Indian Wars,American West,Ancient,Animals,Arabian,Aviation / Flight,Bluffing,Book,Card Game,Children's Game,City Building,Civil War,Civilization,Collectible Components,Comic Book / Strip,Deduction,Dice,Economic,Educational,Electronic,Environmental,Expansion for Base-game,Exploration,Fantasy,Farming,Fighting,Game System,Horror,Humor,Industry / Manufacturing,Korean War,Mafia,Math,Mature / Adult,Maze,Medical,Medieval,Memory,Miniatures,Movies / TV / Radio theme,Murder/Mystery,Music,Mythology,Napoleonic,Nautical,Negotiation,Novel-based,Number,Party Game,Pike and Shot,Pirates,Political,Post-Napoleonic,Prehistoric,Print & Play,Puzzle,Racing,Real-time,Religious,Renaissance,Science Fiction,Spies/Secret Agents,Sports,Territory Building,Trains,Transportation,Travel,Trivia,Video Game Theme,Wargame,Word Game,Zombies
Gloomhaven,174430,8.79923,8.55546,3.8549,15900.0,66360.0,332850.0,3066.0,7003.0,2017.0,1.0,4.0,60.0,120.0,14.0,52,120.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandemic Legacy: Season 1,161936,8.61526,8.46581,2.84,10696.0,64193.0,228424.0,1134.0,2779.0,2015.0,2.0,4.0,60.0,60.0,13.0,27,62.99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brass: Birmingham,224517,8.66068,8.3636,3.917,9226.0,27062.0,43737.0,801.0,1459.0,2018.0,2.0,4.0,60.0,120.0,14.0,15,120.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Terraforming Mars,167791,8.43238,8.28551,3.2388,17193.0,84252.0,349382.0,4080.0,5550.0,2016.0,1.0,5.0,120.0,120.0,12.0,29,48.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Twilight Imperium: Fourth Edition,233078,8.69556,8.24081,4.2224,7813.0,16328.0,18830.0,232.0,1582.0,2017.0,3.0,6.0,240.0,480.0,14.0,10,142.495,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Through the Ages: A New Story of Civilization,182028,8.4313,8.19222,4.4077,7725.0,26395.0,79438.0,626.0,1560.0,2015.0,2.0,4.0,120.0,120.0,14.0,28,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaia Project,220308,8.49147,8.16752,4.341,8823.0,19473.0,52314.0,475.0,1328.0,2017.0,1.0,4.0,60.0,150.0,12.0,9,86.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Star Wars: Rebellion,187645,8.42038,8.16295,3.7054,10098.0,34130.0,33752.0,231.0,2129.0,2016.0,2.0,4.0,180.0,240.0,14.0,14,78.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Twilight Struggle,12333,8.29412,8.13653,3.584,10212.0,55472.0,105486.0,317.0,4107.0,2005.0,2.0,2.0,120.0,180.0,13.0,48,44.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Great Western Trail,193738,8.29398,8.11715,3.7049,9490.0,34737.0,91125.0,715.0,1497.0,2016.0,2.0,4.0,75.0,150.0,12.0,8,69.975,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gloomhaven: Jaws of the Lion,291457,8.92384,8.11687,3.5134,4919.0,17513.0,32721.0,3209.0,1084.0,2020.0,1.0,4.0,30.0,120.0,14.0,10,54.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
War of the Ring: Second Edition,115746,8.48279,8.09676,4.133,7835.0,21733.0,19930.0,161.0,1594.0,2012.0,2.0,4.0,150.0,180.0,13.0,19,120.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Spirit Island,162886,8.33847,8.09085,4.006,13093.0,36229.0,108662.0,2090.0,2410.0,2017.0,1.0,4.0,90.0,120.0,13.0,12,51.995000000000005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scythe,169786,8.23939,8.0824,3.4088,17316.0,73724.0,193802.0,1259.0,5844.0,2016.0,1.0,5.0,90.0,115.0,14.0,49,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Castles of Burgundy,84876,8.12976,8.01094,3.0004,9349.0,62203.0,205294.0,1107.0,2461.0,2011.0,2.0,4.0,30.0,90.0,12.0,22,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Terra Mystica,120677,8.14669,7.99229,3.9625,12138.0,42218.0,121343.0,613.0,3116.0,2012.0,2.0,5.0,60.0,150.0,12.0,48,50.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7 Wonders Duel,173346,8.10435,7.97726,2.2215,7958.0,91468.0,241206.0,3400.0,2561.0,2015.0,2.0,2.0,30.0,30.0,10.0,15,24.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Concordia,124361,8.12138,7.96253,3.0293,8406.0,31436.0,90501.0,424.0,1322.0,2013.0,2.0,5.0,100.0,100.0,13.0,9,48.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brass: Lancashire,28720,8.17103,7.95805,3.8643,5119.0,25034.0,58914.0,167.0,1583.0,2007.0,2.0,4.0,60.0,120.0,14.0,56,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wingspan,266192,8.10911,7.93371,2.4165,12242.0,57767.0,228117.0,5761.0,3159.0,2019.0,1.0,5.0,40.0,70.0,10.0,13,59.99,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkham Horror: The Card Game,205637,8.18062,7.92768,3.4233,7411.0,49399.0,159396.0,1432.0,3297.0,2016.0,1.0,2.0,60.0,120.0,14.0,25,30.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Feast for Odin,177736,8.19336,7.92655,3.8374,9466.0,22188.0,53774.0,548.0,1082.0,2016.0,1.0,4.0,30.0,120.0,12.0,13,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viticulture Essential Edition,183394,8.08439,7.90867,2.9145,8793.0,38391.0,87222.0,868.0,1455.0,2015.0,1.0,6.0,45.0,90.0,13.0,12,47.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orléans,164928,8.08323,7.88962,3.0528,6668.0,26397.0,64977.0,479.0,1044.0,2014.0,2.0,4.0,90.0,90.0,12.0,14,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Nemesis,167355,8.40955,7.88584,3.3576,6887.0,16602.0,24634.0,500.0,2214.0,2018.0,1.0,5.0,90.0,180.0,12.0,8,134.995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mage Knight Board Game,96848,8.10253,7.88429,4.3077,10214.0,39103.0,63751.0,167.0,3960.0,2011.0,1.0,4.0,60.0,240.0,14.0,70,50.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puerto Rico,3076,7.99326,7.8685,3.2799,9078.0,72885.0,168346.0,369.0,3724.0,2002.0,3.0,5.0,90.0,150.0,12.0,70,22.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Root,237182,8.10225,7.85963,3.663,12183.0,35665.0,67404.0,1244.0,2423.0,2018.0,2.0,4.0,60.0,90.0,10.0,23,60.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Caverna: The Cave Farmers,102794,8.02411,7.85238,3.7867,10220.0,35008.0,60787.0,237.0,1776.0,2013.0,1.0,7.0,30.0,210.0,12.0,39,69.49,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Food Chain Magnate,175914,8.1403,7.8515,4.2,7460.0,16132.0,34026.0,185.0,952.0,2015.0,2.0,5.0,120.0,240.0,14.0,17,130.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agricola,31260,7.94708,7.83578,3.6395,10417.0,75143.0,242792.0,336.0,5759.0,2007.0,1.0,5.0,30.0,150.0,12.0,51,40.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mansions of Madness: Second Edition,205059,8.0674,7.8179,2.6825,9686.0,37949.0,60670.0,461.0,2075.0,2016.0,1.0,5.0,120.0,180.0,14.0,37,77.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Rage,170216,7.99713,7.81805,2.8794,10076.0,39783.0,65903.0,292.0,2407.0,2015.0,2.0,4.0,60.0,90.0,14.0,17,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandemic Legacy: Season 2,221107,8.15886,7.81773,3.2621,4061.0,23764.0,92305.0,624.0,567.0,2017.0,2.0,4.0,60.0,60.0,14.0,19,63.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everdell,199792,8.07513,7.79562,2.8153,11304.0,27580.0,65109.0,1621.0,1964.0,2018.0,1.0,4.0,40.0,80.0,13.0,9,100.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingdom Death: Monster,55690,8.67385,7.78088,4.2446,5438.0,9943.0,33726.0,204.0,2546.0,2015.0,1.0,4.0,60.0,180.0,17.0,28,249.99,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power Grid,2651,7.85771,7.75821,3.2726,10062.0,65847.0,130503.0,218.0,3018.0,2004.0,2.0,6.0,120.0,120.0,12.0,43,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tzolk'in: The Mayan Calendar,126163,7.90606,7.7571,3.6644,7926.0,34895.0,86215.0,480.0,1480.0,2012.0,2.0,4.0,90.0,90.0,13.0,7,45.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maracaibo,276025,8.3019,7.74924,3.8764,4824.0,10979.0,23116.0,701.0,599.0,2019.0,1.0,4.0,30.0,120.0,12.0,16,57.495000000000005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechs vs. Minions,209010,8.05327,7.74662,2.4176,6767.0,19919.0,49551.0,245.0,931.0,2016.0,2.0,4.0,60.0,120.0,14.0,14,150.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Star Wars: Imperial Assault,164153,8.02048,7.74251,3.3021,6249.0,34614.0,75147.0,264.0,2703.0,2014.0,1.0,5.0,60.0,120.0,14.0,45,75.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Clans of Caledonia,216132,8.00929,7.73644,3.459,5083.0,17234.0,44710.0,419.0,890.0,2017.0,1.0,4.0,30.0,120.0,12.0,13,60.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Crew: The Quest for Planet Nine,284083,8.03178,7.72523,2.0035,4394.0,27726.0,210043.0,9751.0,492.0,2019.0,2.0,5.0,20.0,20.0,10.0,5,20.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Through the Ages: A Story of Civilization,25613,7.93243,7.72055,4.1749,4234.0,17390.0,67798.0,24.0,1470.0,2006.0,2.0,4.0,120.0,120.0,12.0,66,29.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Underwater Cities,247763,8.12072,7.71843,3.5824,4886.0,12786.0,31875.0,818.0,533.0,2018.0,1.0,4.0,80.0,150.0,12.0,4,51.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Le Havre,35677,7.86805,7.71834,3.7434,8348.0,29217.0,67940.0,172.0,1534.0,2008.0,1.0,5.0,30.0,150.0,12.0,19,49.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azul,230802,7.83278,7.71291,1.7707,9665.0,76561.0,311939.0,3312.0,2072.0,2017.0,2.0,4.0,30.0,45.0,8.0,9,38.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eclipse,72125,7.89639,7.71062,3.6988,7123.0,26651.0,50111.0,44.0,2860.0,2011.0,2.0,6.0,60.0,180.0,14.0,56,75.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Too Many Bones,192135,8.45294,7.70894,3.8365,6347.0,8785.0,23500.0,349.0,1780.0,2017.0,1.0,4.0,60.0,120.0,12.0,8,20.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anachrony,185343,8.08638,7.70789,3.9919,5846.0,15017.0,23226.0,632.0,2331.0,2017.0,1.0,4.0,30.0,120.0,15.0,15,99.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marvel Champions: The Card Game,285774,8.19757,7.67686,2.7842,3144.0,15534.0,102367.0,2668.0,1227.0,2019.0,1.0,4.0,45.0,90.0,14.0,16,52.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Voyages of Marco Polo,171623,7.87572,7.67662,3.1894,4552.0,22277.0,70141.0,386.0,898.0,2015.0,2.0,4.0,40.0,100.0,12.0,26,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Android: Netrunner,124742,7.87444,7.67531,3.3825,4538.0,41109.0,306914.0,291.0,3903.0,2012.0,2.0,2.0,45.0,45.0,14.0,39,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Robinson Crusoe: Adventures on the Cursed Island,121921,7.84334,7.67521,3.7774,10972.0,51798.0,86127.0,480.0,3094.0,2012.0,1.0,4.0,60.0,120.0,14.0,55,44.99,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gallerist,125153,8.04245,7.66238,4.2803,5045.0,12723.0,21865.0,142.0,762.0,2015.0,1.0,4.0,60.0,150.0,13.0,17,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
