num_listings,median_price
22,13.495000000000001
21,80.0
13,25.0
9,35.0
12,40.0
18,35.475
0,0.0
8,34.995000000000005
6,47.49
4,35.995
21,18.0
19,30.0
31,45.39
15,30.0
14,35.0
16,60.0
14,48.0
38,40.5
29,35.0
25,60.0
8,21.0
4,98.75
16,32.5
11,44.97
15,150.0
18,265.0
8,26.244999999999997
7,150.0
38,80.0
5,120.0
19,150.0
11,70.0
46,25.5
4,39.995000000000005
10,23.89
27,55.0
14,26.0
14,30.990000000000002
23,14.98
20,52.5
26,14.95
4,82.5
7,25.0
13,61.99
0,0.0
3,74.0
3,90.0
31,35.0
92,35.0
32,25.0
14,13.5
20,30.0
3,35.0
16,43.5
16,107.0
10,80.0
5,112.47
4,41.995000000000005
40,25.0
25,30.0
25,35.0
13,40.0
2,29.990000000000002
14,39.2
28,25.0
5,59.0
21,150.0
5,78.99
12,150.0
20,75.0
12,40.0
11,35.0
59,50.0
16,30.994999999999997
15,40.0
0,0.0
11,100.0
3,28.0
12,60.0
15,60.0
31,40.0
4,89.5
7,44.99
11,15.0
6,62.495
8,114.99
18,29.0
11,55.0
4,23.994999999999997
41,109.96
11,25.0
2,64.995
27,15.0
3,30.0
1,110.0
9,13.25
3,50.0
6,25.0
31,45.0
8,50.99
11,80.0
22,25.0
17,40.0
20,35.5
38,7.245
0,0.0
23,25.0
16,70.0
6,45.995000000000005
