Name,id,usersrated,average,baverage,avgweight,numweights,numgeeklists,numtrading,numwanting,numwish,numowned,numplays,numplays_month,numfans,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime,minage,categories,types
Ophir,151275,270.0,6.81778,5.68406,2.2,25.0,196.0,34.0,43.0,170.0,512.0,606.0,45.0,45.0,2015.0,2.0,4.0,45.0,60.0,10.0,"[2072, 1021, 2011, 1008, 2007, 2004, 2015]","['strategy', 'family']"
The Speed of Heat,7251,190.0,7.42438,5.68402,3.8679,53.0,84.0,22.0,18.0,59.0,544.0,101.0,29.0,29.0,1992.0,2.0,2.0,150.0,150.0,12.0,"[2650, 2072, 2026, 1091, 1069, 2079, 1109, 1019]",['war']
Mister X,55763,335.0,6.63824,5.68384,2.0667,15.0,114.0,18.0,36.0,102.0,628.0,506.0,23.0,23.0,2009.0,2.0,6.0,60.0,60.0,10.0,"[1023, 1039, 2040, 2967, 2078, 2019]","['thematic', 'family']"
Valor & Villainy: Minions of Mordak,228602,166.0,8.19919,5.68543,2.3636,11.0,33.0,23.0,19.0,149.0,888.0,252.0,28.0,130.0,2020.0,2.0,6.0,90.0,150.0,12.0,"[2001, 1022, 1017, 2072, 1020, 1010, 1046, 2676, 2040, 1035, 2011, 2028, 2019, 2079, 2015]",[]
Dark Horse,98443,275.0,6.73836,5.68369,2.6667,21.0,362.0,40.0,60.0,185.0,520.0,534.0,36.0,36.0,2012.0,1.0,4.0,90.0,90.0,10.0,"[1055, 1017, 2072, 2081, 1086, 1034, 2015, 2082, 2935]",['strategy']
4 Gods,187104,831.0,6.04124,5.68341,2.1905,21.0,450.0,120.0,24.0,219.0,1572.0,1743.0,2.0,31.0,2016.0,2.0,4.0,15.0,30.0,8.0,"[2080, 1028, 1037, 2002]",['strategy']
Ausgebremst,459,240.0,6.90204,5.68336,1.5862,29.0,193.0,17.0,31.0,61.0,344.0,350.0,3.0,60.0,1993.0,3.0,6.0,45.0,45.0,10.0,"[2011, 1031, 1038]","['strategy', 'family']"
The Hunters A.D. 2114,175973,161.0,8.62621,5.6833,3.4,20.0,64.0,5.0,29.0,221.0,497.0,247.0,3.0,424.0,2019.0,1.0,4.0,30.0,90.0,13.0,"[1022, 2023, 1046, 2676, 1047, 2011, 2028, 1016, 2015]",['thematic']
The Red Dragon Inn 7: The Tavern Crew,244258,140.0,7.98729,5.68284,2.0,2.0,17.0,3.0,29.0,122.0,819.0,120.0,5.0,91.0,2018.0,2.0,4.0,30.0,60.0,13.0,"[2014, 1002, 1010, 2040, 1079, 1030, 2685, 2015]",[]
Santa Fe,308,227.0,6.96395,5.68316,2.2143,14.0,118.0,12.0,22.0,60.0,298.0,193.0,5.0,50.0,1992.0,2.0,5.0,70.0,70.0,10.0,"[2041, 2081, 1034]",['strategy']
Game of Thrones: Oathbreaker,275530,192.0,7.21532,5.68314,2.0,4.0,37.0,16.0,24.0,204.0,446.0,521.0,2.0,12.0,2019.0,5.0,8.0,30.0,45.0,14.0,"[1023, 1002, 1039, 2040, 1030, 1001, 2019, 2015]",[]
Final Fantasy Trading Card Game,93287,203.0,7.2101,5.68304,2.0,1.0,61.0,14.0,13.0,55.0,492.0,1150.0,28.0,28.0,2011.0,2.0,2.0,15.0,30.0,12.0,"[1002, 1044, 1010, 2040, 2015, 1101]",[]
BrilliAnts,181265,288.0,7.01485,5.68303,2.3333,6.0,142.0,42.0,20.0,119.0,733.0,510.0,1.0,92.0,2017.0,1.0,6.0,30.0,80.0,14.0,"[2689, 1089, 2080, 1002, 1084, 2676, 2040, 1086, 2015]",[]
Three Battles of Manassas,13403,140.0,7.86803,5.68292,3.375,24.0,196.0,25.0,29.0,78.0,593.0,118.0,19.0,19.0,2004.0,2.0,2.0,180.0,180.0,14.0,"[1048, 2026, 1019]",['war']
Hero of Weehawken,100169,153.0,7.55009,5.68286,2.1579,19.0,175.0,9.0,82.0,189.0,353.0,648.0,29.0,29.0,2011.0,1.0,1.0,45.0,45.0,13.0,"[2046, 1015, 1039, 1094, 1051, 1001, 2819]",['thematic']
Yogi,224271,372.0,6.62381,5.68284,1.0,8.0,69.0,17.0,14.0,77.0,795.0,1289.0,5.0,17.0,2017.0,3.0,12.0,15.0,20.0,8.0,"[1032, 1002, 1030, 2685, 2686, 2019]",['party']
Rise of the Necromancers,227002,213.0,7.48592,5.68276,2.375,8.0,49.0,7.0,46.0,236.0,370.0,375.0,199.0,199.0,2018.0,2.0,5.0,45.0,120.0,13.0,"[2080, 2072, 1010, 1024, 2015, 2481]",[]
Yokohama Duel,264637,149.0,7.64489,5.68307,2.6667,6.0,65.0,12.0,96.0,333.0,527.0,424.0,10.0,37.0,2018.0,2.0,2.0,45.0,45.0,12.0,"[1021, 2004, 2082]",[]
Timeline: British History,210342,263.0,6.74868,5.68272,1.0,8.0,26.0,3.0,35.0,122.0,534.0,1599.0,4.0,70.0,2016.0,2.0,8.0,15.0,30.0,8.0,"[1002, 1094]",[]
None But Heroes,62922,128.0,8.28047,5.68266,3.7143,14.0,95.0,5.0,65.0,143.0,616.0,116.0,48.0,48.0,2011.0,2.0,2.0,60.0,60.0,15.0,"[1048, 1102, 2072, 2026, 2070, 1019]",['war']
Assassinorum: Execution Force,176817,332.0,6.70979,5.68262,2.1667,18.0,123.0,14.0,38.0,140.0,914.0,383.0,86.0,86.0,2015.0,1.0,4.0,60.0,60.0,12.0,"[2023, 2072, 1047, 1016, 2015]",['thematic']
Check Your 6!,30958,134.0,7.8791,5.68256,2.6818,22.0,66.0,6.0,23.0,77.0,244.0,434.0,33.0,33.0,2007.0,2.0,12.0,120.0,120.0,12.0,"[2650, 1047, 2070, 2020, 1019, 1049]",['war']
Penny Papers Adventures: The Temple of Apikhabou,230358,397.0,6.40739,5.68242,1.4286,7.0,85.0,14.0,20.0,114.0,837.0,1964.0,15.0,62.0,2018.0,1.0,99.0,20.0,20.0,7.0,"[1017, 2072, 2055, 2004, 2020]",[]
Affentennis,26148,198.0,7.10677,5.6823,1.5714,28.0,138.0,9.0,39.0,118.0,224.0,340.0,5.0,50.0,2006.0,2.0,2.0,60.0,60.0,0.0,"[1032, 1038]",[]
Loonacy,154892,504.0,6.34603,5.68225,1.0952,21.0,129.0,29.0,11.0,70.0,1259.0,5432.0,11.0,13.0,2014.0,2.0,5.0,10.0,10.0,8.0,"[1002, 2060, 1037]",['family']
Greedy Greedy Goblins,184919,485.0,6.3136,5.68223,2.0,6.0,185.0,55.0,29.0,165.0,1053.0,918.0,3.0,15.0,2016.0,2.0,4.0,25.0,35.0,14.0,"[1023, 2013, 1021, 1010, 2661, 1037, 1086, 2002]",[]
Bluff Jubiläumsausgabe,245136,256.0,6.84641,5.68198,1.1,10.0,12.0,1.0,4.0,19.0,453.0,1099.0,10.0,41.0,2018.0,2.0,6.0,30.0,30.0,10.0,"[1023, 2072, 2685]",[]
Test of Fire: Bull Run 1861,98762,330.0,6.52523,5.68219,1.8723,47.0,291.0,63.0,9.0,566.0,745.0,684.0,23.0,23.0,2011.0,2.0,2.0,45.0,45.0,10.0,"[2001, 1048, 2080, 2072, 1019]",['war']
Raging Bulls,228570,299.0,6.70351,5.68218,1.1579,19.0,200.0,1.0,5.0,121.0,373.0,1205.0,2.0,41.0,2017.0,1.0,1.0,20.0,30.0,8.0,"[1089, 1017, 2072, 2039, 2055, 1120, 2661, 1028, 2819]","['abstract', 'family']"
Thunder in the East,209951,124.0,8.62903,5.68209,3.9231,13.0,40.0,12.0,33.0,119.0,541.0,263.0,51.0,51.0,2018.0,2.0,4.0,480.0,720.0,13.0,"[2072, 2026, 2070, 1019, 1049]",['war']
Mali Powstańcy: Warszawa 1944,52568,336.0,6.5714,5.68193,2.069,29.0,214.0,19.0,37.0,133.0,433.0,605.0,17.0,17.0,2009.0,2.0,4.0,30.0,30.0,8.0,"[2072, 2040, 2007, 2078, 2020, 1049]",['family']
Wacky Races: The Board Game,256729,441.0,6.57485,5.68314,1.2857,14.0,52.0,18.0,57.0,315.0,910.0,1352.0,29.0,82.0,2019.0,2.0,6.0,20.0,20.0,14.0,"[2040, 1079, 2011, 1064, 2876, 1031, 2686, 2015]",[]
MammuZ,172073,451.0,6.32023,5.68185,1.2381,21.0,87.0,17.0,8.0,80.0,739.0,2647.0,12.0,91.0,2013.0,3.0,7.0,20.0,20.0,7.0,"[1089, 1023, 1002, 2040, 1045, 2047]",['party']
Global Mogul,143782,222.0,6.9768,5.68119,3.4,25.0,290.0,62.0,15.0,84.0,526.0,461.0,15.0,15.0,2013.0,1.0,4.0,60.0,120.0,14.0,"[2080, 1021, 1088, 2082]",[]
Rise to Power,157912,426.0,6.41034,5.68176,2.3636,33.0,444.0,106.0,10.0,84.0,1115.0,869.0,2.0,58.0,2014.0,2.0,6.0,30.0,45.0,12.0,"[2041, 1002, 1029, 2040, 1016, 2004]",['strategy']
Dungeon Twister: The Card Game,144525,461.0,6.30002,5.68176,2.96,25.0,535.0,175.0,26.0,151.0,1755.0,625.0,33.0,33.0,2013.0,2.0,2.0,15.0,60.0,13.0,"[1002, 1020, 1010, 1046, 2676, 2040, 1059, 2011, 2016, 2015]","['thematic', 'strategy']"
Catacombs Conquest,228553,215.0,7.01223,5.68172,1.6667,3.0,94.0,27.0,38.0,146.0,722.0,552.0,11.0,17.0,2018.0,2.0,4.0,15.0,30.0,14.0,"[1032, 1010, 2860, 2040, 2019]",[]
Uno Flip!,271460,438.0,6.54658,5.68169,1.7,10.0,14.0,3.0,3.0,35.0,1483.0,2751.0,94.0,16.0,2019.0,2.0,10.0,30.0,30.0,7.0,"[1002, 2040, 1098, 2686]",[]
Adventure Time Card Wars: Finn vs. Jake,144728,947.0,6.23682,5.68166,1.7179,39.0,300.0,128.0,20.0,133.0,2491.0,2374.0,27.0,136.0,2014.0,2.0,2.0,30.0,30.0,10.0,"[1002, 2040, 1079, 1064]",['customizable']
Cat Café,279135,332.0,6.67493,5.68159,1.6,5.0,70.0,17.0,25.0,216.0,735.0,1194.0,16.0,27.0,2019.0,2.0,4.0,30.0,30.0,10.0,"[1089, 1017, 2072, 2055, 2661, 2004]",[]
Johari,161965,421.0,6.34869,5.68158,2.2273,22.0,407.0,96.0,20.0,108.0,1171.0,723.0,3.0,14.0,2014.0,2.0,4.0,60.0,90.0,10.0,"[1021, 2004, 2020]",[]
Dungeoneer: Den of the Wererats,11161,480.0,6.3076,5.68061,2.1064,47.0,122.0,66.0,46.0,101.0,1275.0,278.0,11.0,11.0,2004.0,2.0,2.0,30.0,30.0,12.0,"[2001, 1022, 1002, 1017, 2072, 1020, 1010, 2040, 2011, 2015]",['thematic']
Unmatched: Buffy the Vampire Slayer,315060,121.0,8.35711,5.68268,2.0,5.0,14.0,2.0,87.0,342.0,610.0,243.0,66.0,31.0,2020.0,2.0,4.0,20.0,40.0,14.0,"[2046, 1002, 1010, 1046, 2040, 1047, 1064, 2015]",[]
The Secret of Monte Cristo,90190,614.0,6.15003,5.6812,2.375,40.0,551.0,82.0,19.0,101.0,1112.0,1034.0,15.0,15.0,2011.0,2.0,4.0,60.0,60.0,8.0,"[2001, 2080, 1020, 1093, 2079]",[]
Souvlaki Wars,66437,421.0,6.46549,5.68118,1.5455,33.0,203.0,40.0,13.0,48.0,524.0,845.0,3.0,51.0,2011.0,2.0,4.0,30.0,30.0,10.0,"[2041, 1002, 2040, 1079]","['party', 'family']"
Age of Towers,214989,340.0,6.60958,5.68111,2.0,10.0,109.0,58.0,11.0,127.0,896.0,731.0,51.0,51.0,2018.0,1.0,4.0,45.0,75.0,14.0,"[2046, 1035, 2081, 2819, 2686, 1086, 2082]",[]
Owner's Choice,27298,597.0,6.17881,5.68111,1.75,72.0,463.0,93.0,12.0,67.0,699.0,1279.0,2.0,90.0,2006.0,2.0,5.0,45.0,45.0,10.0,"[2072, 1021, 2005]","['strategy', 'family']"
The Great Battles of Alexander,5233,225.0,7.00163,5.68109,3.4857,35.0,89.0,32.0,6.0,22.0,600.0,121.0,7.0,70.0,1991.0,2.0,2.0,240.0,240.0,12.0,"[1050, 2072, 2026, 2947, 2855, 2822, 2070, 1019, 2974]",['war']
Speed Cups²,158100,273.0,6.83505,5.68108,1.0,7.0,23.0,5.0,4.0,24.0,622.0,472.0,3.0,40.0,2014.0,2.0,2.0,10.0,10.0,6.0,"[1032, 1041, 2048, 1037]","[""children's"", 'party']"
Millions of Dollars,193213,349.0,6.5084,5.68013,2.0,9.0,92.0,36.0,61.0,345.0,626.0,679.0,6.0,12.0,2016.0,3.0,8.0,25.0,25.0,10.0,"[1023, 1039, 1033, 1026, 2028, 2015, 2017]",[]
Brandon the Brave,148767,381.0,6.43052,5.68101,1.0833,12.0,114.0,18.0,21.0,84.0,837.0,2355.0,18.0,71.0,2013.0,1.0,4.0,10.0,10.0,5.0,"[1041, 1010, 2002]","[""children's""]"
Pocket Detective,275589,225.0,7.032,5.68098,1.625,8.0,22.0,11.0,13.0,88.0,437.0,324.0,9.0,11.0,2019.0,1.0,6.0,45.0,60.0,10.0,"[2023, 1039, 2027]",[]
Lucky's Misadventures,231450,181.0,7.24287,5.68095,2.3333,6.0,75.0,18.0,39.0,138.0,458.0,441.0,1.0,28.0,2018.0,2.0,4.0,45.0,60.0,10.0,"[1022, 1002, 2664, 2040, 2004, 2020, 2686]",[]
Dwar7s Winter,241334,292.0,6.96606,5.68094,2.7,10.0,93.0,47.0,11.0,89.0,1028.0,548.0,3.0,303.0,2018.0,1.0,4.0,30.0,45.0,13.0,"[2001, 1022, 2080, 2664, 1010, 2040, 1047]",['family']
World at War: The Untold Stories,41934,131.0,8.04279,5.68093,2.8077,26.0,73.0,13.0,38.0,84.0,362.0,234.0,46.0,46.0,2010.0,2.0,2.0,60.0,60.0,0.0,"[2057, 2072, 2026, 1069, 1019]",['war']
Cinco Linko,208808,339.0,6.57879,5.68086,1.1667,12.0,72.0,8.0,1.0,64.0,826.0,2794.0,2.0,12.0,2016.0,2.0,4.0,5.0,15.0,8.0,"[1009, 2002]",['abstract']
Star Trek Customizable Card Game,3852,1039.0,6.09821,5.6811,2.7558,86.0,399.0,197.0,30.0,32.0,1880.0,1409.0,2.0,98.0,1994.0,2.0,2.0,45.0,45.0,10.0,"[1002, 1044, 2040, 1064, 1016, 2004]",['customizable']
The Menace Among Us,274405,171.0,7.41895,5.68067,1.8,5.0,37.0,17.0,46.0,255.0,387.0,780.0,9.0,21.0,2019.0,4.0,8.0,40.0,60.0,14.0,"[1002, 1039, 1016, 2814, 2015]",[]
Viva Pamplona!,366,402.0,6.37197,5.68066,1.38,50.0,171.0,11.0,71.0,104.0,345.0,1296.0,10.0,10.0,1992.0,2.0,6.0,45.0,45.0,8.0,"[2072, 1031, 2035]",['family']
Victory: World War II,87,415.0,6.36895,5.68054,2.5962,52.0,278.0,76.0,19.0,56.0,819.0,333.0,13.0,13.0,1998.0,2.0,4.0,120.0,120.0,12.0,"[2072, 2026, 2016, 1019, 1049]",['war']
"Warhammer 40,000: Battle for Macragge",14403,358.0,6.62807,5.68054,3.0,34.0,93.0,18.0,13.0,48.0,804.0,536.0,29.0,29.0,2004.0,2.0,2.0,60.0,120.0,12.0,"[2072, 1047, 2011, 1016, 2015]",['war']
Schnapsen,11582,233.0,7.00215,5.68054,2.08,25.0,117.0,0.0,5.0,46.0,227.0,1526.0,23.0,20.0,1715.0,2.0,2.0,20.0,20.0,8.0,"[1002, 2047, 2009]",['abstract']
Legendary Forests,225214,265.0,6.82069,5.67995,1.375,8.0,47.0,9.0,29.0,186.0,544.0,1423.0,21.0,16.0,2017.0,2.0,5.0,15.0,20.0,8.0,"[2999, 1082, 1028, 2002]",[]
Old Town,5222,391.0,6.39489,5.68032,2.2619,42.0,213.0,24.0,34.0,86.0,505.0,608.0,5.0,52.0,2000.0,1.0,4.0,45.0,45.0,10.0,"[1055, 1039, 2040, 2002]",['strategy']
Würfelland,244994,368.0,6.43917,5.68023,1.0,9.0,52.0,20.0,10.0,60.0,641.0,2990.0,36.0,41.0,2018.0,2.0,4.0,20.0,20.0,8.0,"[1017, 2072]",[]
The Game: Quick & Easy,296512,211.0,7.01506,5.68221,1.125,8.0,32.0,5.0,23.0,127.0,569.0,2298.0,58.0,13.0,2020.0,2.0,5.0,8.0,10.0,10.0,"[1002, 2023, 2040, 1098]",[]
Vampire: The Masquerade – Heritage,257674,177.0,7.89431,5.68275,2.5,6.0,79.0,9.0,55.0,579.0,727.0,378.0,127.0,148.0,2020.0,2.0,4.0,45.0,90.0,14.0,"[1010, 1024, 2824, 2846]",['thematic']
Zong Shi,110286,333.0,6.50471,5.68016,2.5517,29.0,439.0,52.0,19.0,108.0,643.0,509.0,23.0,23.0,2012.0,3.0,5.0,60.0,90.0,13.0,"[1035, 2004, 2082]",[]
Trek 12,303672,133.0,8.11165,5.68268,1.8,5.0,12.0,1.0,9.0,123.0,334.0,1551.0,95.0,19.0,2020.0,1.0,50.0,15.0,30.0,8.0,"[1022, 2956, 1017, 2072, 2846, 2055, 1038]",[]
Democracy under Siege,90568,159.0,7.47551,5.68078,3.5556,18.0,137.0,13.0,79.0,266.0,390.0,265.0,41.0,41.0,2011.0,2.0,3.0,150.0,240.0,12.0,"[2001, 2080, 2018, 1001, 1120, 2070, 1019, 1049]","['war', 'strategy']"
Silberzwerg,562,404.0,6.41264,5.67994,2.5128,39.0,171.0,44.0,22.0,42.0,623.0,319.0,6.0,60.0,2000.0,2.0,4.0,60.0,60.0,10.0,"[1021, 2004, 2020]",[]
Waters of Nereus,234578,151.0,7.61408,5.67994,2.25,8.0,59.0,18.0,27.0,107.0,382.0,428.0,1.0,43.0,2019.0,2.0,4.0,45.0,60.0,14.0,"[2046, 1010, 1008, 2020]",[]
The Tea Dragon Society Card Game,236709,573.0,6.29979,5.67991,1.4667,15.0,122.0,34.0,32.0,231.0,1461.0,1298.0,8.0,103.0,2018.0,2.0,4.0,30.0,60.0,10.0,"[1089, 2041, 1002, 2664, 1093, 2661]",[]
Germantown,43526,160.0,7.47386,5.67982,3.0,17.0,115.0,20.0,25.0,59.0,788.0,165.0,15.0,15.0,2010.0,2.0,2.0,180.0,180.0,0.0,"[2726, 1075, 2026, 1019]",['war']
Polis,303551,103.0,8.66699,5.68199,3.7895,19.0,17.0,2.0,45.0,384.0,388.0,183.0,37.0,41.0,2020.0,2.0,2.0,60.0,120.0,12.0,"[1050, 2080, 2046, 2072, 1021, 1046, 2070, 2079, 2874, 1019]",[]
27th Passenger: A Hunt on Rails,158837,252.0,6.8179,5.67978,2.0,11.0,218.0,20.0,22.0,116.0,366.0,450.0,36.0,36.0,2014.0,3.0,6.0,45.0,45.0,10.0,"[1002, 1039, 2040, 2055, 1030, 2685, 2020]",['party']
Saint Seiya: Deckbuilding,259537,255.0,7.08423,5.6797,2.375,8.0,10.0,3.0,0.0,40.0,485.0,911.0,10.0,31.0,2018.0,2.0,5.0,40.0,60.0,14.0,"[1002, 1116, 2664, 1082, 1101]",[]
Dungeoneer: Realm of the Ice Witch,19187,467.0,6.31767,5.67966,2.05,40.0,90.0,51.0,39.0,107.0,1155.0,257.0,1.0,19.0,2005.0,2.0,4.0,60.0,60.0,12.0,"[1022, 1002, 2072, 1020, 1010, 2040, 2011, 2015]",['thematic']
Trendy,1412,515.0,6.21158,5.67958,1.0952,63.0,180.0,18.0,28.0,66.0,557.0,2587.0,5.0,50.0,2000.0,2.0,5.0,20.0,20.0,8.0,"[1002, 2004]",['family']
Timeline: Polska,203655,308.0,6.66117,5.67957,1.25,4.0,37.0,5.0,4.0,37.0,508.0,1431.0,13.0,10.0,2016.0,2.0,8.0,15.0,15.0,8.0,"[1002, 1094, 2002, 1027]",[]
Wizards Wanted,217531,287.0,6.7437,5.67953,2.0,5.0,113.0,44.0,16.0,125.0,979.0,482.0,3.0,20.0,2017.0,2.0,4.0,60.0,60.0,10.0,"[1021, 1010, 2078, 2004]",[]
Ivor the Engine,153238,352.0,6.43986,5.67952,1.9545,22.0,237.0,45.0,11.0,56.0,727.0,806.0,1.0,34.0,2014.0,3.0,5.0,60.0,60.0,8.0,"[2046, 2040, 1064, 2007, 1034]",['family']
Ninja Dice,136587,956.0,6.02444,5.67947,1.3333,39.0,254.0,94.0,13.0,162.0,2340.0,1985.0,519.0,519.0,2013.0,2.0,5.0,30.0,30.0,9.0,"[1017, 2072, 1030, 2661]",['party']
Ghost Blitz: Spooky Doo,197760,281.0,6.80036,5.6794,1.4286,7.0,18.0,6.0,11.0,41.0,613.0,935.0,12.0,10.0,2016.0,2.0,8.0,20.0,20.0,8.0,"[1032, 1002, 1041, 2060, 1037]",[]
The Sanctuary: Endangered Species,230315,263.0,6.7438,5.67935,3.25,12.0,167.0,17.0,46.0,228.0,328.0,583.0,1.0,31.0,2017.0,2.0,4.0,30.0,60.0,10.0,"[1089, 1084, 2975, 2082]",['strategy']
Artificium,166372,842.0,6.05044,5.67923,2.0541,37.0,466.0,124.0,9.0,134.0,1367.0,1754.0,2.0,25.0,2014.0,2.0,6.0,20.0,50.0,8.0,"[2041, 1002, 1088, 1035, 2020, 2008]",['strategy']
The Desert Fox: Rommel's Campaign for North Africa April 1941-December 1942,8325,184.0,7.22245,5.67909,3.3103,29.0,92.0,24.0,16.0,49.0,803.0,49.0,23.0,23.0,1981.0,2.0,2.0,120.0,120.0,12.0,"[2072, 2676, 2026, 2947, 2855, 2822, 2070, 1019, 1049, 2974]",['war']
Sugar Gliders,112192,300.0,6.64806,5.67908,2.0909,11.0,94.0,14.0,20.0,102.0,508.0,1109.0,2.0,13.0,2012.0,2.0,4.0,30.0,30.0,8.0,"[1009, 1089, 2676]","['abstract', 'family']"
Dawn Patrol: Role Playing Game of WW I Air Combat,4014,317.0,6.82886,5.67897,2.4595,37.0,197.0,43.0,21.0,67.0,753.0,979.0,6.0,43.0,1982.0,2.0,52.0,60.0,60.0,12.0,"[2650, 2072, 2676, 2028, 2070, 2020, 2940, 2015, 1019, 1065]",['war']
Fifth Avenue,9342,930.0,5.98828,5.67885,2.6476,105.0,795.0,115.0,52.0,137.0,1779.0,1060.0,11.0,11.0,2004.0,2.0,4.0,60.0,100.0,12.0,"[2080, 2012, 1029]",['strategy']
Stay Away!,158392,862.0,6.14169,5.67892,1.2059,34.0,146.0,42.0,8.0,130.0,1533.0,2076.0,8.0,37.0,2014.0,4.0,12.0,15.0,60.0,12.0,"[1023, 2041, 1002, 2023, 1039, 1024, 1030, 2685, 2028, 2027, 2019]",['party']
Fifth Avenue,9342,930.0,5.98828,5.67885,2.6476,105.0,795.0,115.0,52.0,137.0,1779.0,1060.0,11.0,11.0,2004.0,2.0,4.0,60.0,100.0,12.0,"[2080, 2012, 1029]",['strategy']
Unlock!: Escape Adventures – Temple of Ra,230430,331.0,6.50919,5.6788,3.8333,12.0,24.0,10.0,111.0,193.0,473.0,415.0,4.0,12.0,2017.0,1.0,6.0,60.0,60.0,0.0,"[1002, 2023, 1020, 1120, 1028, 1037, 2027]",[]
This Guilty Land,250488,147.0,7.63214,5.67877,3.3571,14.0,63.0,4.0,88.0,215.0,386.0,420.0,7.0,15.0,2018.0,2.0,2.0,45.0,45.0,0.0,"[1048, 2080, 2018, 2040, 1001]",['strategy']
Dice Fishing: Roll and Catch,239826,335.0,6.48815,5.67875,1.25,4.0,102.0,19.0,43.0,133.0,368.0,1649.0,1.0,14.0,2016.0,2.0,5.0,15.0,20.0,8.0,"[1089, 2012, 1017, 2072]",[]
Zombiaki,15474,731.0,6.14696,5.67868,1.6143,70.0,99.0,29.0,13.0,63.0,976.0,1402.0,16.0,16.0,2003.0,2.0,2.0,15.0,15.0,8.0,"[2041, 1002, 1046, 2040, 1079, 2481]",['thematic']
Seven7s,172662,504.0,6.23209,5.67864,1.45,20.0,159.0,39.0,11.0,82.0,1077.0,1481.0,5.0,17.0,2015.0,2.0,4.0,20.0,20.0,7.0,"[1002, 2040]",[]
Floor Plan,275469,242.0,6.84218,5.67861,1.8333,6.0,77.0,13.0,78.0,432.0,824.0,1319.0,81.0,48.0,2020.0,1.0,100.0,20.0,40.0,8.0,"[1017, 2072, 1120, 1028, 2020, 2819]",[]
Jena 20,34747,266.0,6.76015,5.67859,1.8824,51.0,179.0,37.0,11.0,37.0,913.0,423.0,8.0,80.0,2008.0,2.0,2.0,50.0,50.0,0.0,"[2026, 1051, 1019]",['war']
Rory's Story Cubes: Prehistoria,142558,286.0,6.69434,5.67858,1.0,6.0,20.0,12.0,12.0,54.0,1229.0,451.0,7.0,71.0,2013.0,1.0,12.0,15.0,15.0,8.0,"[2023, 1017, 2072, 2060, 2027]",[]
Die Siedler von Catan: Junior,27766,460.0,6.32393,5.67854,1.5484,31.0,80.0,21.0,14.0,69.0,901.0,1287.0,3.0,62.0,2007.0,3.0,4.0,30.0,30.0,6.0,"[1041, 2072, 2040, 2047, 1026, 2081, 1090, 2008]","[""children's""]"
Letnisko,126000,296.0,6.6848,5.67853,2.1905,21.0,220.0,16.0,17.0,69.0,407.0,698.0,25.0,25.0,2013.0,2.0,5.0,45.0,45.0,8.0,"[1002, 1021, 2082]",[]
