Name,id,usersrated,average,baverage,avgweight,numweights,numgeeklists,numtrading,numwanting,numwish,numowned,numplays,numplays_month,numfans,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime,minage,categories,types
Tycoon,267,663.0,6.78501,5.88217,2.6456,79.0,406.0,85.0,22.0,65.0,1027.0,688.0,1.0,20.0,1998.0,2.0,4.0,90.0,90.0,10.0,"[2080, 1021, 2078]",['strategy']
Impact: Battle of Elements,246228,764.0,6.69473,5.88267,1.0345,29.0,60.0,26.0,31.0,160.0,1362.0,12712.0,134.0,25.0,2018.0,2.0,5.0,15.0,15.0,8.0,"[1017, 2072, 2685]",['party']
Firefly Adventures: Brigands and Browncoats,231991,574.0,7.09985,5.88206,2.75,12.0,247.0,47.0,65.0,373.0,2196.0,1015.0,4.0,125.0,2018.0,1.0,5.0,90.0,120.0,14.0,"[2023, 1047, 1064, 2028, 1016, 2663, 2015]",['thematic']
Kingdom Defenders,193512,344.0,7.77404,5.88264,3.125,24.0,38.0,5.0,22.0,201.0,424.0,842.0,1.0,83.0,2018.0,2.0,4.0,60.0,90.0,12.0,"[1010, 1035, 2011, 2004, 2082]",['strategy']
Antics!,80642,533.0,6.94863,5.88178,2.6667,51.0,362.0,21.0,87.0,274.0,569.0,855.0,26.0,26.0,2010.0,3.0,4.0,60.0,60.0,10.0,"[2001, 1089, 1020, 2081, 2007, 2002, 1011, 2015]",['strategy']
Axis Empires: Totaler Krieg!,32989,253.0,8.37949,5.88178,4.3261,46.0,226.0,16.0,60.0,239.0,717.0,662.0,3.0,97.0,2011.0,1.0,3.0,3600.0,3600.0,12.0,"[2018, 2072, 2026, 1019, 1049]",['war']
Key Largo,18289,841.0,6.59964,5.88147,2.0448,67.0,544.0,87.0,51.0,200.0,1320.0,1314.0,19.0,19.0,2005.0,3.0,5.0,30.0,40.0,8.0,"[2689, 2013, 1008, 2004, 2020]",['family']
Lanterns Dice: Lights in the Sky,274090,550.0,6.98455,5.88137,2.0,3.0,110.0,31.0,50.0,318.0,1519.0,2183.0,25.0,28.0,2019.0,2.0,4.0,30.0,45.0,10.0,"[1017, 2072, 2055, 2048]",[]
Advanced Third Reich,283,730.0,6.88633,5.88136,4.5289,121.0,280.0,94.0,31.0,86.0,1568.0,358.0,76.0,76.0,1992.0,2.0,6.0,2480.0,2480.0,12.0,"[2072, 2676, 2026, 2822, 2070, 2849, 1019, 1049]",['war']
Reds! The Russian Civil War 1918-1921,2998,457.0,7.27949,5.88133,3.0714,70.0,249.0,51.0,42.0,177.0,1332.0,354.0,57.0,57.0,2001.0,1.0,2.0,360.0,360.0,12.0,"[2057, 1102, 2026, 1019]",['war']
Funkoverse Strategy Game: Harry Potter 100,292032,571.0,7.02893,5.88232,2.25,12.0,78.0,89.0,17.0,93.0,2760.0,1271.0,36.0,22.0,2019.0,2.0,4.0,20.0,60.0,10.0,"[2001, 2072, 1046, 2676, 1047, 2015]",[]
Star Trek Deck Building Game: The Next Generation,98242,1155.0,6.48723,5.88078,2.4783,69.0,771.0,142.0,50.0,192.0,2323.0,2592.0,1.0,134.0,2011.0,2.0,5.0,60.0,90.0,13.0,"[1022, 2041, 1002, 2023, 2664, 1020, 1064, 1016, 1113, 2019]","['customizable', 'thematic']"
11 nimmt!,63706,1455.0,6.29562,5.88077,1.2143,112.0,293.0,46.0,30.0,124.0,2179.0,7163.0,16.0,12.0,2010.0,2.0,7.0,30.0,30.0,8.0,"[1002, 2040]",['family']
Fireball Island,1768,1527.0,6.44371,5.88073,1.3577,123.0,755.0,45.0,159.0,463.0,1723.0,2904.0,1.0,193.0,1986.0,2.0,4.0,45.0,45.0,7.0,"[1032, 1022, 1041, 2040, 1031, 2035]","[""children's""]"
Saga,101865,310.0,7.97045,5.88071,2.3929,28.0,111.0,6.0,19.0,89.0,598.0,1509.0,1.0,91.0,2011.0,2.0,4.0,90.0,150.0,0.0,"[1117, 2072, 2975, 1035, 1047, 2963, 2015, 1019]",['war']
Evolution: The Origin of Species,71021,1888.0,6.28395,5.88056,2.0741,108.0,472.0,77.0,33.0,217.0,2457.0,3254.0,8.0,100.0,2010.0,2.0,4.0,30.0,60.0,12.0,"[1089, 1002, 1017, 2072, 2040]",['family']
Ankh'or,271530,546.0,7.01842,5.88266,1.8235,17.0,46.0,18.0,55.0,293.0,1111.0,1823.0,26.0,30.0,2019.0,2.0,4.0,30.0,30.0,8.0,"[1089, 2041, 1082, 2048, 2004, 2002]",['family']
Battle Masters,700,2162.0,6.2753,5.88039,1.8671,173.0,897.0,216.0,86.0,246.0,4001.0,1715.0,2.0,188.0,1992.0,2.0,2.0,60.0,60.0,9.0,"[2057, 2072, 2856, 1010, 1046, 2676, 2026, 1047, 2985, 2079, 2015, 1019]",['war']
Luchador! Mexican Wrestling Dice,143075,1117.0,6.4577,5.88039,1.2192,73.0,502.0,90.0,60.0,225.0,1945.0,4113.0,1.0,93.0,2013.0,2.0,6.0,15.0,15.0,8.0,"[1032, 1017, 2072, 2661, 1038, 2019]",['party']
Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,64826,725.0,6.69685,5.88023,2.6557,61.0,1118.0,213.0,49.0,200.0,1947.0,1215.0,1.0,40.0,2010.0,3.0,4.0,90.0,120.0,13.0,"[2080, 2072, 1046, 1064, 2078, 1016]","['thematic', 'strategy']"
Rise of the Luftwaffe,1372,518.0,7.04074,5.88016,2.127,63.0,249.0,47.0,38.0,92.0,976.0,1077.0,26.0,26.0,1993.0,2.0,8.0,20.0,20.0,12.0,"[2650, 2018, 2041, 1002, 2040, 2822, 1019, 1049]",['war']
DOG,2633,1347.0,6.36696,5.88019,1.4565,92.0,307.0,35.0,23.0,116.0,1886.0,8227.0,60.0,32.0,1997.0,2.0,6.0,45.0,45.0,9.0,"[1002, 2040, 2947, 1031, 2686, 2019]",['family']
Lost Legacy: Second Chronicle – Vorpal Sword & Whitegold Spire,173319,633.0,6.80991,5.88009,1.2917,24.0,174.0,87.0,20.0,72.0,1931.0,2172.0,1.0,10.0,2015.0,2.0,6.0,10.0,10.0,14.0,"[1023, 1002, 1039, 2040, 2047, 2685]",['family']
Attack on Titan: Deck-Building Game,194230,618.0,6.98077,5.88001,2.2353,17.0,233.0,68.0,52.0,252.0,1397.0,1491.0,12.0,73.0,2016.0,1.0,5.0,60.0,90.0,15.0,"[1002, 2023, 2664, 1010, 1064]",[]
Noch mal so gut!,285894,406.0,7.37052,5.88219,1.8333,12.0,56.0,7.0,36.0,188.0,1026.0,3938.0,167.0,91.0,2019.0,1.0,6.0,20.0,20.0,8.0,"[1017, 2072]",[]
Pacific Typhoon,20079,777.0,6.6482,5.87982,2.0169,118.0,537.0,62.0,54.0,136.0,1230.0,1943.0,1.0,20.0,2008.0,3.0,7.0,120.0,120.0,10.0,"[2041, 1002, 2072, 2040, 1008, 2019, 2009, 1019, 1049]","['war', 'thematic']"
Pocket Battles: Celts vs. Romans,42898,1234.0,6.39824,5.87966,1.8473,131.0,567.0,161.0,63.0,259.0,2730.0,2059.0,114.0,114.0,2009.0,2.0,2.0,30.0,30.0,8.0,"[1050, 2046, 2072, 1019]",['war']
Time's Up! Family,88126,506.0,7.02997,5.87922,1.0909,11.0,57.0,14.0,6.0,51.0,1220.0,2031.0,18.0,50.0,2010.0,4.0,12.0,30.0,30.0,8.0,"[2073, 2893, 1045, 2047, 1030, 2019]",[]
Merchants,32114,823.0,6.59028,5.87908,1.7308,104.0,343.0,60.0,26.0,102.0,1196.0,2176.0,18.0,18.0,2007.0,2.0,4.0,30.0,30.0,12.0,"[1002, 1021, 2040, 1008, 1070, 2004, 2005, 2008]",['strategy']
Deckscape: The Fate of London,230498,1467.0,6.28195,5.87932,2.1364,22.0,241.0,115.0,43.0,185.0,2691.0,1817.0,9.0,18.0,2017.0,1.0,6.0,60.0,60.0,12.0,"[1002, 2023, 1028, 1037, 2819]",['thematic']
VektoRace,256839,348.0,8.10719,5.87864,2.1538,13.0,28.0,8.0,17.0,94.0,563.0,597.0,7.0,70.0,2018.0,2.0,4.0,30.0,120.0,12.0,"[2689, 2949, 2963, 2876, 1031, 2070, 1038]",[]
Lobotomy,173805,582.0,7.26234,5.87855,3.4167,24.0,216.0,40.0,84.0,518.0,1440.0,841.0,487.0,487.0,2017.0,1.0,5.0,60.0,180.0,14.0,"[2001, 1022, 2023, 2072, 1020, 1046, 1024, 1047, 2011, 2027, 2015]",['thematic']
Techno Bowl: Arcade Football Unplugged,194923,266.0,8.58773,5.87844,2.7222,18.0,114.0,13.0,105.0,295.0,522.0,746.0,13.0,131.0,2017.0,2.0,2.0,45.0,90.0,14.0,"[2689, 2072, 2676, 2040, 2020, 1038, 1101]",[]
Subatomic: An Atom Building Game,207910,533.0,7.05941,5.87843,2.0,13.0,142.0,38.0,56.0,315.0,1877.0,1253.0,4.0,70.0,2018.0,2.0,4.0,40.0,60.0,10.0,"[2001, 1002, 2664, 1021, 1094, 2040, 1088, 1104, 2661]","['thematic', 'strategy', 'family']"
Cubist,147431,633.0,6.79442,5.87746,1.9211,38.0,347.0,35.0,70.0,260.0,1030.0,2455.0,4.0,37.0,2014.0,2.0,4.0,30.0,45.0,7.0,"[1017, 2072, 1094, 2040, 2048, 2060, 1028]",['family']
Dungeons & Dragons Miniatures,7929,1059.0,6.54464,5.8773,2.5667,120.0,498.0,62.0,62.0,76.0,1680.0,2398.0,63.0,63.0,2003.0,2.0,2.0,60.0,60.0,12.0,"[1022, 1044, 2072, 1010, 1046, 1047, 2028]",['customizable']
2GM Tactics,173536,495.0,7.62362,5.87704,2.6486,37.0,63.0,22.0,23.0,107.0,920.0,696.0,1.0,616.0,2015.0,1.0,4.0,30.0,120.0,12.0,"[2001, 2018, 1002, 3004, 2072, 2676, 2079, 1019, 1049]",['war']
The Battle for Normandy,32838,320.0,7.93453,5.87673,3.7333,60.0,262.0,25.0,70.0,237.0,999.0,397.0,127.0,127.0,2009.0,2.0,8.0,240.0,240.0,0.0,"[2072, 2026, 2947, 2070, 1019, 1049]",['war']
Barbarossa,550,1404.0,6.33043,5.87663,1.5429,140.0,604.0,123.0,36.0,160.0,2436.0,1585.0,3.0,13.0,1988.0,3.0,4.0,60.0,60.0,12.0,"[2014, 1039, 1010, 1079, 1030, 2035, 2866, 1025]","['party', 'family']"
The Red Dragon Inn: Battle for Greyport,193668,533.0,7.15976,5.87645,2.7778,9.0,162.0,40.0,49.0,250.0,1467.0,1235.0,5.0,132.0,2016.0,2.0,5.0,40.0,100.0,12.0,"[1002, 2023, 2664, 2072, 1010]",['strategy']
Family Business,170,3961.0,6.07889,5.87663,1.3228,378.0,1685.0,331.0,35.0,277.0,5912.0,8158.0,5.0,94.0,1982.0,2.0,6.0,30.0,30.0,8.0,"[1002, 2040, 1033, 2685, 2686]","['thematic', 'family']"
Articulate!,6541,1144.0,6.53351,5.876,1.2807,57.0,124.0,31.0,4.0,76.0,1986.0,2545.0,2.0,25.0,1992.0,4.0,8.0,60.0,60.0,12.0,"[1030, 2019, 1025]",['party']
Nevsky: Teutons and Rus in Collision 1240-1242,249590,270.0,8.29522,5.87746,3.6667,33.0,158.0,14.0,97.0,422.0,1112.0,637.0,9.0,85.0,2019.0,1.0,2.0,60.0,360.0,14.0,"[2072, 2850, 1035, 2863, 2947, 2078, 2070, 1019]",['war']
Axis & Allies: Battle of the Bulge,22457,783.0,6.74264,5.87583,2.6452,93.0,469.0,72.0,46.0,174.0,1810.0,697.0,54.0,54.0,2006.0,2.0,2.0,180.0,180.0,12.0,"[2046, 2072, 1019, 1049]",['war']
Struggle for Catan,91534,2366.0,6.16903,5.87575,1.6713,143.0,732.0,259.0,18.0,113.0,5779.0,4432.0,8.0,49.0,2011.0,2.0,4.0,30.0,30.0,10.0,"[1002, 1029, 2040, 2008]",['family']
The Faceless,238164,772.0,6.84919,5.87562,2.2667,15.0,133.0,40.0,56.0,354.0,1657.0,1506.0,3.0,331.0,2018.0,2.0,4.0,30.0,45.0,14.0,"[1022, 2023, 2040, 1024, 1047, 2008, 2015]",[]
Santo Domingo,218995,728.0,6.68967,5.87562,1.7333,15.0,130.0,44.0,38.0,225.0,1365.0,2306.0,8.0,16.0,2017.0,2.0,6.0,20.0,30.0,8.0,"[2839, 1023, 1002, 2013, 1021, 2040, 2020]",[]
Way of the Panda,204575,577.0,6.92789,5.87562,3.4375,32.0,259.0,93.0,37.0,318.0,1593.0,962.0,6.0,46.0,2018.0,2.0,4.0,60.0,90.0,14.0,"[1089, 1010, 1047, 2082]",['strategy']
DC Comics Dice Masters: World's Finest,182770,365.0,7.47751,5.87556,2.0,2.0,77.0,50.0,15.0,64.0,1032.0,881.0,22.0,22.0,2016.0,2.0,2.0,60.0,60.0,14.0,"[1044, 1116, 2664, 1017, 2072, 1046, 2015]",[]
Full Thrust,3893,437.0,7.28823,5.87541,2.5625,64.0,158.0,7.0,17.0,103.0,743.0,471.0,93.0,93.0,1992.0,2.0,6.0,120.0,120.0,12.0,"[2689, 2072, 1047, 1016, 2020, 2015, 1019]","['war', 'thematic']"
Riichi Mahjong,108018,289.0,8.32872,5.87528,3.2632,19.0,50.0,2.0,5.0,45.0,321.0,4789.0,12.0,60.0,0.0,4.0,4.0,60.0,120.0,8.0,"[1009, 2014, 2040, 2004]","['abstract', 'family']"
Pay Dirt,125050,673.0,6.75366,5.87515,2.5652,46.0,643.0,79.0,75.0,321.0,1169.0,1277.0,2.0,116.0,2014.0,2.0,5.0,90.0,90.0,13.0,"[2012, 2041, 1084, 2850, 1088, 2082]",['strategy']
BattleCON: Trials of Indines,204728,258.0,8.32364,5.87514,3.5,8.0,57.0,14.0,38.0,110.0,925.0,618.0,38.0,38.0,2016.0,2.0,2.0,10.0,45.0,8.0,"[2080, 1023, 1002, 1039, 1046, 2040, 2020, 2015, 1101]",[]
Seven Dragons,98085,1697.0,6.28332,5.87534,1.3158,95.0,324.0,70.0,34.0,205.0,3073.0,6939.0,17.0,56.0,2011.0,2.0,5.0,10.0,30.0,6.0,"[1009, 1002, 1010, 2040, 2002]",['family']
Burma: The Campaign in Northern Burma,1585,315.0,7.86436,5.87471,4.0192,52.0,240.0,30.0,62.0,153.0,1213.0,267.0,47.0,47.0,1999.0,2.0,2.0,120.0,120.0,12.0,"[2072, 2026, 1019, 1049]",['war']
World at War: Blood and Bridges,35035,377.0,7.6071,5.87466,2.7536,69.0,180.0,31.0,39.0,138.0,858.0,619.0,1.0,75.0,2008.0,2.0,2.0,90.0,90.0,0.0,"[2057, 2072, 2026, 1069, 1019]",['war']
Stonewall Jackson's Way,4211,361.0,7.55535,5.87452,3.3654,52.0,262.0,28.0,31.0,94.0,1084.0,250.0,29.0,29.0,1992.0,1.0,2.0,180.0,180.0,12.0,"[1048, 2072, 2026, 2710, 1019]",['war']
Elfenroads,180325,508.0,7.06128,5.87449,2.2143,14.0,255.0,30.0,62.0,276.0,1475.0,896.0,1.0,34.0,2015.0,2.0,6.0,45.0,90.0,13.0,"[2041, 1010, 2040, 2081, 2078, 1097]","['strategy', 'family']"
Drakon (Fourth Edition),171630,907.0,6.57879,5.87433,1.4828,29.0,181.0,56.0,24.0,224.0,1755.0,2320.0,7.0,47.0,2015.0,2.0,6.0,20.0,60.0,14.0,"[1010, 2676, 1059, 1047, 2011, 2081, 1031, 2002, 2015]","['thematic', 'family']"
Kaosball: The Fantasy Sport of Total Domination,139992,733.0,6.68892,5.87426,2.5294,34.0,600.0,180.0,40.0,263.0,1920.0,1320.0,1.0,152.0,2014.0,2.0,4.0,30.0,60.0,14.0,"[2080, 2012, 2040, 1047, 1038, 2019, 2015]",[]
The Game of 49,159492,1104.0,6.41159,5.87406,1.6452,31.0,610.0,158.0,33.0,180.0,2033.0,3352.0,4.0,42.0,2014.0,2.0,5.0,45.0,45.0,10.0,"[2080, 2012, 1021, 2048, 2060]",['family']
10 Minute Heist: The Wizard's Tower,194789,989.0,6.48782,5.87369,1.1818,22.0,221.0,94.0,36.0,246.0,2011.0,3016.0,18.0,60.0,2017.0,2.0,5.0,10.0,10.0,14.0,"[2041, 1002, 1010, 2011, 2004]",[]
Kings of Israel,142084,416.0,7.3488,5.87341,2.3871,31.0,210.0,28.0,76.0,299.0,837.0,1128.0,6.0,70.0,2014.0,2.0,4.0,45.0,45.0,14.0,"[2001, 1050, 2023, 2040, 2078, 1115, 2004, 2015]","['strategy', 'family']"
Nightfall: The Coldest War,113927,405.0,7.27343,5.87338,2.7826,23.0,249.0,79.0,23.0,90.0,1320.0,438.0,1.0,34.0,2012.0,2.0,5.0,45.0,45.0,12.0,"[2041, 1002, 2664, 1010, 1046, 2040, 1024, 2481]",['strategy']
Fast Forward: FORTRESS,231665,1254.0,6.34203,5.8731,1.32,25.0,328.0,110.0,37.0,267.0,2180.0,12437.0,14.0,14.0,2017.0,2.0,4.0,15.0,15.0,10.0,"[1023, 1002, 1010, 1046, 2040, 1079, 1104, 2661, 2004, 2686]",['family']
Rory's Story Cubes: Voyages,115233,856.0,6.58295,5.87281,1.027,37.0,75.0,38.0,18.0,89.0,3074.0,1788.0,3.0,26.0,2011.0,1.0,12.0,20.0,20.0,8.0,"[1041, 2023, 1017, 2072, 1094, 1079, 1030, 2060, 1028, 2027]",['family']
Tarot,4505,709.0,6.81244,5.8738,2.4524,42.0,297.0,10.0,6.0,53.0,1367.0,3306.0,45.0,34.0,1425.0,2.0,8.0,30.0,30.0,12.0,"[2012, 1023, 1002, 1119, 1120, 2019, 2009]","['abstract', 'strategy']"
City of Gears,131682,762.0,6.68803,5.8731,2.6522,23.0,324.0,107.0,54.0,321.0,1891.0,1528.0,8.0,89.0,2012.0,2.0,4.0,45.0,60.0,8.0,"[2080, 1029, 1017, 2072, 2011, 2686, 2082]",[]
Monopoly Gamer,230408,1540.0,6.42018,5.87189,1.1935,31.0,190.0,66.0,20.0,124.0,3855.0,4700.0,20.0,66.0,2017.0,2.0,4.0,45.0,60.0,8.0,"[1021, 2035, 2004, 2005, 2686, 2015, 1101]",['family']
Penguin Party,56933,1046.0,6.4482,5.8724,1.1447,76.0,203.0,22.0,36.0,123.0,1490.0,5869.0,6.0,19.0,2008.0,2.0,6.0,15.0,15.0,6.0,"[1089, 1002, 1041, 2040]",['family']
Cursed Court,226213,436.0,7.21252,5.8723,1.5,4.0,94.0,29.0,84.0,278.0,663.0,1420.0,7.0,15.0,2017.0,2.0,6.0,30.0,60.0,14.0,"[2014, 1039, 1001]",[]
Pax Britannica: The Colonial Era 1880 to the Great War,1209,749.0,6.74299,5.87252,3.8515,101.0,413.0,72.0,37.0,128.0,1496.0,401.0,59.0,59.0,1985.0,4.0,7.0,300.0,300.0,12.0,"[2072, 2947, 1026, 2078, 1001, 2710, 2070, 2017, 1019]","['war', 'strategy']"
Vengeance,205477,546.0,7.17012,5.87181,2.7778,18.0,253.0,56.0,73.0,419.0,1452.0,955.0,10.0,231.0,2018.0,1.0,4.0,30.0,120.0,14.0,"[2046, 2041, 1017, 2072, 1046, 1033, 1047, 2011, 1028, 2004, 2027, 2015]",[]
"Thirty Years War: Europe in Agony, 1618-1648",2748,641.0,6.87757,5.8709,3.1262,103.0,267.0,23.0,78.0,173.0,1345.0,562.0,59.0,59.0,2001.0,2.0,2.0,360.0,360.0,14.0,"[2018, 2072, 2725, 2078, 2070, 1019]",['war']
Jerusalem,63632,752.0,6.71691,5.87185,2.9067,75.0,581.0,70.0,33.0,121.0,1108.0,915.0,1.0,36.0,2010.0,2.0,4.0,90.0,90.0,12.0,"[2080, 2012, 2041, 1035, 2082]",['strategy']
Volldampf,1338,578.0,6.8515,5.87128,2.8889,54.0,306.0,37.0,56.0,137.0,705.0,584.0,1.0,60.0,2001.0,2.0,6.0,90.0,90.0,12.0,"[2012, 2007, 2002, 1034]",['strategy']
Laser Chess,91034,731.0,6.72586,5.87115,2.6842,38.0,561.0,110.0,23.0,187.0,1800.0,2089.0,5.0,46.0,2011.0,2.0,2.0,30.0,30.0,8.0,"[1009, 1072, 2676, 2940]",['abstract']
The Burning Blue,17394,341.0,7.67121,5.87088,4.0538,93.0,333.0,32.0,66.0,209.0,1143.0,310.0,48.0,48.0,2006.0,2.0,2.0,300.0,300.0,12.0,"[2650, 2072, 2026, 2070, 1019, 1049]",['war']
Terrors of London,225910,488.0,7.22298,5.87086,2.3846,13.0,96.0,41.0,37.0,413.0,1525.0,1404.0,102.0,151.0,2019.0,2.0,2.0,20.0,40.0,14.0,"[1002, 2664, 1046, 2040, 1024, 2015, 2481]",[]
Gonzaga,57163,830.0,6.58526,5.87081,2.4699,83.0,720.0,103.0,24.0,133.0,1089.0,1937.0,29.0,29.0,2009.0,2.0,4.0,30.0,60.0,8.0,"[2726, 2080, 1029, 2040, 2081, 1070, 2020, 2002]","['strategy', 'family']"
Nottingham,21754,1470.0,6.25945,5.87075,1.6023,171.0,941.0,186.0,32.0,108.0,2232.0,3529.0,1.0,20.0,2006.0,3.0,7.0,30.0,30.0,10.0,"[2012, 1002, 2040, 2004]",['family']
Penny Press,148205,884.0,6.5333,5.87069,2.2,35.0,640.0,127.0,52.0,295.0,1410.0,1917.0,5.0,77.0,2015.0,2.0,5.0,45.0,60.0,13.0,"[2080, 2012, 1088, 2082]","['thematic', 'family']"
B-17 Flying Fortress Leader,188164,317.0,8.16713,5.87065,3.25,20.0,116.0,23.0,97.0,368.0,1105.0,601.0,3.0,103.0,2017.0,1.0,1.0,30.0,120.0,12.0,"[2650, 2041, 2057, 2026, 2070, 1019, 1049]",['war']
Call of Cthulhu: Collectible Card Game,8817,675.0,6.86222,5.87063,2.5484,93.0,216.0,78.0,34.0,85.0,1007.0,1891.0,38.0,38.0,2004.0,2.0,2.0,30.0,30.0,12.0,"[2041, 1002, 1044, 2040, 1024, 1093]",['customizable']
Axis & Allies:  Guadalcanal,29259,653.0,6.89544,5.87009,2.5846,65.0,273.0,61.0,53.0,168.0,1527.0,609.0,70.0,70.0,2007.0,2.0,2.0,120.0,120.0,10.0,"[2046, 2072, 1019, 1049]",['war']
