Name,id,usersrated,average,baverage,avgweight,numweights,numgeeklists,numtrading,numwanting,numwish,numowned,numplays,numplays_month,numfans,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime,minage,categories,types
Coldwater Crown,200934,786.0,7.39006,6.09845,2.2424,33.0,307.0,36.0,121.0,409.0,1409.0,2624.0,5.0,97.0,2017.0,1.0,4.0,40.0,90.0,13.0,"[1008, 2004, 2082]",['strategy']
Warfighter: The WWII Tactical Combat Card Game,196496,627.0,7.86283,6.09808,3.125,32.0,236.0,44.0,112.0,409.0,1707.0,1876.0,23.0,134.0,2016.0,1.0,6.0,30.0,90.0,0.0,"[2001, 2018, 1002, 2023, 2072, 2040, 2819, 1019, 1049]",['war']
Exit: The Game – The Haunted Roller Coaster,269968,776.0,7.31237,6.09792,2.0,14.0,51.0,14.0,63.0,254.0,1747.0,1239.0,33.0,90.0,2019.0,1.0,4.0,45.0,90.0,10.0,"[2023, 1039]",[]
Big Trouble in Little China: The Game,204286,707.0,7.70929,6.09781,2.931,29.0,233.0,15.0,197.0,817.0,1741.0,1109.0,1.0,227.0,2018.0,1.0,4.0,60.0,120.0,14.0,"[2001, 1022, 1116, 2023, 1017, 2072, 1010, 1046, 1047, 1064, 2078, 2028, 2027, 2079, 2015]",['thematic']
Full Metal Planète,20,715.0,7.4978,6.0975,3.1639,61.0,407.0,24.0,163.0,316.0,955.0,458.0,1.0,55.0,1988.0,2.0,4.0,90.0,90.0,12.0,"[2001, 2072, 2026, 1047, 1016]",['strategy']
Shear Panic,18866,3674.0,6.36899,6.09745,2.2231,399.0,1998.0,304.0,84.0,361.0,5327.0,6049.0,4.0,60.0,2005.0,2.0,4.0,45.0,45.0,10.0,"[1089, 2072, 2676, 2040, 2048]",['family']
Witch of Salem,38506,1814.0,6.64657,6.09718,2.4897,145.0,827.0,100.0,167.0,711.0,2560.0,4453.0,1.0,118.0,2008.0,2.0,4.0,60.0,60.0,10.0,"[2839, 2893, 2023, 2072, 1010, 1024, 1093, 2004]","['thematic', 'strategy']"
Miyabi,285533,656.0,7.53864,6.09716,1.9286,14.0,136.0,13.0,161.0,721.0,1088.0,2670.0,70.0,40.0,2019.0,2.0,4.0,45.0,45.0,8.0,"[1009, 2041, 2048, 1028, 2004, 2002]",['family']
Merchants of Amsterdam,531,1553.0,6.71272,6.0971,2.6319,182.0,1072.0,203.0,40.0,158.0,2310.0,1599.0,5.0,17.0,2000.0,3.0,5.0,60.0,60.0,10.0,"[2080, 2012, 2930, 2924, 1021, 1037, 1070, 2002]",['strategy']
Circus Maximus,244,1578.0,6.74018,6.09671,2.6485,165.0,885.0,143.0,90.0,245.0,2869.0,1535.0,82.0,82.0,1979.0,2.0,8.0,120.0,120.0,12.0,"[2001, 2689, 1050, 2014, 2072, 1046, 2676, 2026, 2055, 2685, 2661, 1031, 2822, 2015, 1019]","['thematic', 'strategy']"
Mondo,91523,2447.0,6.50746,6.09646,1.8077,130.0,795.0,144.0,105.0,408.0,2919.0,7110.0,6.0,61.0,2011.0,1.0,4.0,20.0,30.0,8.0,"[1089, 1084, 2048, 1028, 1037, 2002]",['family']
Animals on Board,191572,1889.0,6.57876,6.09621,1.5172,29.0,621.0,158.0,53.0,270.0,2627.0,7229.0,12.0,27.0,2016.0,2.0,4.0,15.0,30.0,8.0,"[1089, 2906, 2004]",['family']
World of Warcraft Trading Card Game,19643,1862.0,6.70055,6.09618,2.5731,171.0,803.0,249.0,22.0,88.0,3024.0,8133.0,1.0,113.0,2006.0,2.0,2.0,20.0,20.0,12.0,"[1002, 1044, 1010, 2040, 2015, 1101]",['customizable']
Super Fantasy Brawl,194517,522.0,8.3364,6.09543,2.1364,22.0,78.0,14.0,63.0,397.0,1167.0,1519.0,81.0,234.0,2020.0,2.0,4.0,30.0,40.0,14.0,"[2073, 2080, 2046, 1010, 2676, 2040, 1047, 2019, 2015, 1019]","['war', 'strategy']"
Lost Legacy: Flying Garden,158340,1538.0,6.70316,6.09511,1.3387,62.0,246.0,180.0,17.0,110.0,3605.0,4736.0,5.0,29.0,2014.0,2.0,4.0,10.0,10.0,10.0,"[1023, 1002, 1039, 2040, 2047, 2685]",[]
Catan: Portable Edition,3972,1473.0,6.76086,6.09511,2.2535,142.0,745.0,131.0,26.0,92.0,3335.0,1352.0,17.0,17.0,2002.0,3.0,4.0,90.0,90.0,10.0,"[1029, 1015, 2072, 2040, 2011, 1026, 2081, 2008]","['strategy', 'family']"
Bohnanza: The Duel,205867,1127.0,6.94053,6.09494,2.0606,33.0,282.0,70.0,80.0,272.0,2528.0,3922.0,29.0,29.0,2016.0,2.0,2.0,45.0,45.0,12.0,"[1002, 1013, 2040, 2048, 2004, 2008]",['family']
Grifters,168054,1358.0,6.8039,6.0946,1.8,30.0,424.0,167.0,34.0,273.0,3037.0,3182.0,2.0,112.0,2015.0,2.0,4.0,30.0,30.0,14.0,"[1002, 2664, 2040, 1033, 2004, 2686]",['thematic']
Noctiluca,269752,907.0,7.13854,6.09446,1.3784,37.0,163.0,22.0,120.0,651.0,1696.0,4136.0,97.0,63.0,2019.0,1.0,4.0,30.0,30.0,8.0,"[1009, 2041, 2912, 1017, 2984, 2004, 2082]",['abstract']
The Awful Green Things From Outer Space,162,2533.0,6.51519,6.09419,1.8705,278.0,1191.0,195.0,77.0,298.0,4519.0,2052.0,166.0,166.0,1979.0,2.0,2.0,60.0,90.0,12.0,"[2046, 2072, 2947, 1016, 2070, 1019]",['thematic']
Now Boarding,231567,905.0,7.11646,6.09417,2.2105,19.0,237.0,52.0,174.0,703.0,2239.0,2537.0,10.0,45.0,2018.0,2.0,5.0,30.0,60.0,10.0,"[2650, 2023, 2007, 1037, 2020, 1011, 2015]",['family']
Kupferkessel Co.,2533,1095.0,6.91061,6.09381,1.6667,132.0,466.0,41.0,103.0,272.0,1354.0,3654.0,19.0,19.0,2001.0,2.0,2.0,30.0,30.0,8.0,"[1002, 1010, 2047, 2011, 2004]","['strategy', 'family']"
Mississippi Queen,256,3823.0,6.34425,6.09379,1.6933,388.0,1762.0,310.0,129.0,392.0,5641.0,4916.0,5.0,52.0,1997.0,3.0,5.0,45.0,45.0,10.0,"[2676, 2959, 2011, 1008, 2007, 2876, 1031, 1011]",['family']
Paris,282954,722.0,7.41422,6.09362,2.7222,36.0,175.0,21.0,216.0,1152.0,1873.0,1619.0,168.0,100.0,2020.0,2.0,4.0,90.0,90.0,12.0,"[2080, 1029, 1021, 2710, 2004, 2002]","['strategy', 'family']"
7 Ages,3870,1015.0,7.07439,6.09287,3.9436,195.0,850.0,54.0,124.0,443.0,1415.0,1595.0,1.0,100.0,2004.0,2.0,7.0,480.0,480.0,14.0,"[2046, 1015, 2070, 2015, 1019]",['strategy']
Flying Colors,8730,708.0,7.49745,6.09285,3.0198,101.0,471.0,64.0,93.0,372.0,2195.0,954.0,124.0,124.0,2005.0,1.0,4.0,240.0,240.0,12.0,"[2726, 1075, 2072, 2676, 2026, 1051, 1008, 2070, 1019]",['war']
Ubongo Extreme,31479,1290.0,6.79761,6.09133,1.871,93.0,503.0,55.0,53.0,180.0,1762.0,3147.0,3.0,15.0,2007.0,2.0,4.0,30.0,30.0,8.0,"[2048, 1028, 1037]","['abstract', 'family']"
On the Underground: London/Berlin,281152,684.0,7.42141,6.09033,2.4706,17.0,200.0,14.0,150.0,646.0,1560.0,2106.0,15.0,56.0,2019.0,2.0,5.0,45.0,60.0,14.0,"[2001, 2689, 2081, 2078, 1034, 1011]",['strategy']
Industrial Waste,2476,1492.0,6.69833,6.09029,2.6276,145.0,713.0,71.0,96.0,241.0,1364.0,4015.0,48.0,25.0,2001.0,2.0,4.0,60.0,60.0,12.0,"[2012, 2041, 1021, 1084, 2040, 1088]",['strategy']
Micropolis,239840,1222.0,6.86021,6.08848,1.6818,22.0,202.0,62.0,81.0,543.0,1994.0,4943.0,33.0,48.0,2018.0,2.0,6.0,30.0,30.0,8.0,"[1089, 2041, 2004, 1086, 2002]",['family']
Keltis: Das Kartenspiel,40832,1558.0,6.69333,6.08822,1.4957,117.0,416.0,69.0,37.0,146.0,2460.0,6773.0,17.0,31.0,2009.0,2.0,4.0,20.0,20.0,8.0,"[1002, 2040, 1098, 2004]",['family']
A Game of Thrones: Catan – Brotherhood of the Watch,229218,1028.0,7.1668,6.0878,2.5,16.0,293.0,96.0,48.0,418.0,3367.0,1740.0,30.0,65.0,2017.0,3.0,4.0,60.0,75.0,14.0,"[1015, 2072, 2040, 2011, 1026, 2081, 1093, 2008]",[]
Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,173200,1879.0,6.69186,6.08764,1.5789,38.0,215.0,129.0,60.0,368.0,5021.0,1917.0,2.0,97.0,2015.0,2.0,6.0,30.0,45.0,15.0,"[2072, 1010, 1046, 2040, 1079, 2686]",['party']
Deckscape: Heist in Venice,245045,1239.0,6.80395,6.0876,1.8,20.0,170.0,90.0,55.0,194.0,2455.0,1604.0,12.0,14.0,2018.0,1.0,6.0,30.0,90.0,12.0,"[1002, 2023, 2047, 1028, 1037, 2015]",['thematic']
Spicy,299169,870.0,7.31136,6.08757,1.6962,79.0,75.0,8.0,64.0,500.0,1803.0,4749.0,262.0,59.0,2020.0,2.0,6.0,15.0,20.0,10.0,"[1089, 1023, 1002, 2040]",[]
10 Days in Europe,5867,1870.0,6.59689,6.08727,1.341,173.0,899.0,84.0,82.0,293.0,2259.0,12228.0,29.0,29.0,2002.0,2.0,4.0,20.0,30.0,10.0,"[1094, 2040, 2081, 1097]",['family']
Dreamscape,231038,714.0,7.61941,6.08683,3.1304,46.0,164.0,15.0,79.0,524.0,1346.0,1839.0,21.0,156.0,2019.0,1.0,4.0,60.0,90.0,10.0,"[2001, 1010, 2048, 2078, 2004, 2826]",['strategy']
Machiavelli,286,1027.0,7.09137,6.08609,3.219,105.0,488.0,93.0,79.0,252.0,2033.0,536.0,56.0,56.0,1977.0,4.0,8.0,480.0,480.0,12.0,"[2046, 1023, 1026, 2685, 1001, 1070, 2020, 2015, 1019]",['strategy']
Blitz Bowl,247104,543.0,7.98426,6.08606,2.1875,16.0,77.0,31.0,83.0,381.0,1230.0,1673.0,14.0,104.0,2018.0,2.0,2.0,30.0,60.0,8.0,"[2072, 1010, 1046, 2676, 1047, 1038, 2015]",['strategy']
Doppelkopf,9364,681.0,7.50126,6.08579,2.9077,65.0,114.0,3.0,13.0,60.0,814.0,6456.0,52.0,36.0,1895.0,3.0,6.0,120.0,120.0,7.0,"[2012, 1002, 2019, 2009]",['family']
Megaland,251293,1455.0,6.76106,6.08547,1.9,40.0,335.0,177.0,50.0,318.0,3579.0,4345.0,25.0,68.0,2018.0,2.0,5.0,20.0,20.0,8.0,"[1010, 2661, 1101]",[]
TAMSK,108,1353.0,6.77553,6.08525,2.3013,156.0,644.0,48.0,203.0,533.0,2036.0,3299.0,6.0,24.0,1998.0,2.0,2.0,20.0,20.0,8.0,"[1009, 2834, 2043, 2676, 1037]",['abstract']
The Game: Extreme,209325,1010.0,7.00039,6.08492,1.3913,23.0,123.0,24.0,26.0,173.0,2234.0,6778.0,37.0,22.0,2016.0,1.0,5.0,20.0,30.0,8.0,"[1002, 2023, 2040, 1098]",[]
Zombie Dice,62871,16050.0,6.21419,6.08472,1.1003,798.0,2095.0,488.0,64.0,893.0,30384.0,76584.0,201.0,636.0,2010.0,2.0,99.0,10.0,20.0,10.0,"[1017, 2072, 1024, 1079, 1030, 2661, 2870, 2481]",['party']
Enchanters,198138,957.0,7.11598,6.08458,1.875,32.0,146.0,57.0,52.0,235.0,1986.0,2378.0,96.0,143.0,2016.0,2.0,4.0,30.0,60.0,14.0,"[2041, 1002, 1010, 1046, 2004]",['family']
Storm over Arnhem,1423,866.0,7.19455,6.08456,2.935,123.0,483.0,70.0,63.0,168.0,2033.0,524.0,1.0,73.0,1981.0,2.0,2.0,300.0,300.0,12.0,"[2046, 2021, 2072, 2947, 2070, 1019, 1049]",['war']
Core Space,240271,618.0,8.94299,6.08454,3.0,18.0,139.0,9.0,107.0,544.0,1065.0,727.0,22.0,323.0,2019.0,1.0,6.0,45.0,180.0,14.0,"[2023, 2072, 2856, 1047, 2011, 2028, 2822, 1016, 2820, 2897]",['thematic']
Telestrations After Dark,173761,1056.0,7.05685,6.08445,1.0,18.0,174.0,57.0,19.0,167.0,2805.0,3027.0,24.0,18.0,2015.0,4.0,8.0,20.0,30.0,17.0,"[1079, 2039, 1118, 2055, 1030, 1037]",[]
Pharaon,282414,673.0,7.49989,6.0843,2.6765,34.0,113.0,14.0,145.0,562.0,1045.0,2160.0,34.0,56.0,2019.0,1.0,5.0,30.0,75.0,12.0,"[1050, 1021, 2011, 2819, 2015, 2897, 2082]",['strategy']
Tesla vs. Edison: War of Currents,132544,1450.0,6.7141,6.08421,3.233,103.0,721.0,151.0,82.0,434.0,3316.0,2555.0,6.0,147.0,2015.0,2.0,5.0,90.0,90.0,14.0,"[2001, 1023, 1002, 2013, 1021, 1094, 2040, 1088, 2910, 2081, 2005, 2015]",['strategy']
Monopoly Deal Card Game,40398,8592.0,6.28625,6.08409,1.334,494.0,1450.0,380.0,30.0,233.0,16670.0,36225.0,166.0,261.0,2008.0,2.0,5.0,15.0,15.0,8.0,"[1002, 1021, 2040, 2004, 2686]",['family']
Mountains of Madness,214293,2213.0,6.56103,6.08397,2.0938,32.0,491.0,129.0,113.0,1154.0,4341.0,4033.0,13.0,103.0,2017.0,3.0,5.0,60.0,90.0,12.0,"[2893, 2023, 2072, 2676, 2040, 1024, 1093, 1037, 2028]",['party']
Clue: The Great Museum Caper,1484,1455.0,6.75204,6.08362,1.9291,127.0,1184.0,139.0,112.0,389.0,2589.0,2528.0,11.0,79.0,1991.0,2.0,7.0,30.0,30.0,10.0,"[1041, 1039, 2967, 2016, 2940, 2019]",['family']
Koryŏ,140535,1689.0,6.66365,6.08314,1.8636,88.0,514.0,130.0,28.0,239.0,2526.0,6420.0,11.0,48.0,2013.0,2.0,4.0,10.0,20.0,13.0,"[1002, 2004, 2020]",['strategy']
The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,127127,1392.0,6.801,6.08245,2.1143,70.0,606.0,126.0,35.0,188.0,2554.0,4432.0,10.0,110.0,2013.0,2.0,5.0,30.0,30.0,15.0,"[1002, 2664, 1010, 1064, 1093]",['thematic']
Era of Tribes,196354,573.0,8.08585,6.08242,4.2466,73.0,134.0,17.0,85.0,591.0,1075.0,860.0,9.0,361.0,2019.0,1.0,4.0,60.0,180.0,14.0,"[1050, 2080, 2046, 1015, 2072, 1084, 1035, 2079, 1019, 2082]",['strategy']
Viva Topo!,8195,1228.0,6.84352,6.08151,1.0874,103.0,423.0,48.0,89.0,327.0,1987.0,6226.0,9.0,27.0,2002.0,2.0,4.0,20.0,30.0,4.0,"[1089, 1041, 1017, 2661, 2876, 2035, 2939]","[""children's""]"
GoodCritters,255615,838.0,7.15899,6.08147,1.35,20.0,139.0,69.0,90.0,587.0,1783.0,1796.0,19.0,34.0,2018.0,4.0,8.0,30.0,45.0,12.0,"[1089, 1023, 2913, 1026, 1030, 2020, 2017]",['party']
Montana,233955,1348.0,6.77023,6.08052,2.2727,33.0,497.0,100.0,101.0,425.0,2181.0,3782.0,19.0,82.0,2017.0,2.0,4.0,45.0,45.0,10.0,"[1055, 2012, 1029, 2004, 1086, 2082]","['strategy', 'family']"
Blood Bowl (Second Edition),2288,1343.0,6.82555,6.08039,2.8421,95.0,201.0,53.0,15.0,52.0,2053.0,1416.0,65.0,65.0,1988.0,2.0,2.0,180.0,180.0,14.0,"[2072, 1010, 1046, 2676, 1038, 2015]",['thematic']
Commissioned,171479,756.0,7.32856,6.08012,2.7647,34.0,274.0,55.0,128.0,600.0,1658.0,1528.0,117.0,117.0,2016.0,2.0,6.0,60.0,60.0,13.0,"[1050, 2046, 2023, 2664, 1094, 1115, 2004, 2015]",['thematic']
Phoenicia,28620,1865.0,6.55757,6.07987,2.9331,239.0,1659.0,205.0,41.0,259.0,2063.0,4762.0,2.0,33.0,2007.0,2.0,5.0,90.0,90.0,12.0,"[1050, 2012, 1015, 1021]",['strategy']
Byzantium,19348,1215.0,6.80775,6.07973,3.4663,208.0,946.0,118.0,82.0,290.0,1946.0,1508.0,30.0,30.0,2005.0,2.0,4.0,120.0,180.0,13.0,"[2080, 2072, 1035, 2078, 1001, 1019, 2082]",['strategy']
Prehistory,234948,731.0,7.34115,6.07944,3.9701,67.0,279.0,55.0,71.0,486.0,1545.0,1608.0,12.0,102.0,2018.0,2.0,4.0,60.0,120.0,12.0,"[2080, 1015, 1020, 2011, 1036, 2004, 2002, 2082]",['strategy']
Kingmaker,987,2860.0,6.50427,6.07944,3.0691,333.0,1818.0,312.0,73.0,288.0,5425.0,2066.0,1.0,167.0,1974.0,2.0,7.0,240.0,240.0,12.0,"[2046, 1102, 2072, 2850, 1035, 2947, 1001, 2070, 2017, 1019]","['war', 'strategy']"
Colony,192934,1734.0,6.62919,6.07941,2.3214,28.0,1062.0,184.0,88.0,642.0,2666.0,5207.0,11.0,81.0,2016.0,1.0,4.0,45.0,60.0,13.0,"[1002, 2664, 1017, 2072, 1016, 2008]",['strategy']
Ascension: Dreamscape,185123,596.0,7.6513,6.07902,2.3125,16.0,62.0,33.0,46.0,194.0,1206.0,5625.0,12.0,30.0,2015.0,1.0,4.0,30.0,60.0,13.0,"[2041, 1002, 2664, 1010, 2040]",[]
VivaJava: The Coffee Game,103660,1089.0,6.87483,6.07863,2.5181,83.0,774.0,106.0,110.0,419.0,1790.0,2079.0,2.0,91.0,2012.0,3.0,8.0,90.0,90.0,13.0,"[1023, 2013, 1021, 2047, 1026, 2020, 2008, 2079, 2015, 2082]",['strategy']
Liberty Roads,39188,495.0,8.0963,6.0783,3.2308,65.0,341.0,16.0,113.0,400.0,1346.0,582.0,4.0,111.0,2009.0,1.0,2.0,90.0,1200.0,0.0,"[2072, 2026, 2070, 1019, 1049]",['war']
The Builders: Antiquity,161226,1357.0,6.74947,6.07806,1.918,61.0,263.0,97.0,39.0,206.0,2871.0,3817.0,33.0,36.0,2015.0,2.0,4.0,30.0,30.0,10.0,"[2001, 1050, 2041, 1029, 2004]",['family']
Zug um Zug: Deutschland,119637,631.0,7.58612,6.07799,1.88,25.0,85.0,7.0,47.0,156.0,1207.0,2132.0,33.0,28.0,2012.0,2.0,5.0,30.0,60.0,8.0,"[2883, 2040, 2081, 2004, 1034, 1097]",['family']
One Night Ultimate Alien,204431,995.0,7.03624,6.07775,1.8696,23.0,193.0,80.0,25.0,219.0,3377.0,5210.0,6.0,35.0,2017.0,4.0,10.0,10.0,10.0,8.0,"[1023, 1002, 1039, 2891, 1024, 1030, 2028, 2814, 2015, 2017]",['party']
The Fury of Dracula,936,1167.0,6.92018,6.07758,2.5955,89.0,612.0,85.0,89.0,187.0,1773.0,715.0,3.0,52.0,1987.0,2.0,4.0,180.0,180.0,12.0,"[1022, 1039, 1046, 2967, 1024, 1093, 2078, 2016, 2019, 2015]",['thematic']
Limes,153623,1110.0,6.87707,6.07722,1.8478,46.0,964.0,50.0,158.0,522.0,1836.0,14715.0,87.0,59.0,2014.0,1.0,2.0,20.0,20.0,8.0,"[1002, 1029, 2048, 1028, 2002]",['family']
Priests of Ra,59753,1187.0,6.82264,6.07678,2.25,96.0,625.0,88.0,60.0,181.0,1662.0,2499.0,31.0,31.0,2009.0,2.0,5.0,60.0,60.0,12.0,"[1050, 2012, 1082, 2661, 2004]",['strategy']
Tannhäuser,25261,3092.0,6.48088,6.07676,2.73,300.0,1638.0,349.0,173.0,1039.0,5806.0,3230.0,10.0,309.0,2007.0,2.0,10.0,60.0,120.0,11.0,"[2072, 1010, 1046, 1024, 2975, 1047, 2078, 1016, 1081, 2015, 1019, 1065]",['thematic']
Heroes Wanted,153097,1494.0,6.78506,6.07652,2.6076,79.0,887.0,202.0,76.0,522.0,2795.0,2965.0,2.0,605.0,2014.0,1.0,5.0,45.0,45.0,13.0,"[2839, 1022, 1116, 2072, 1046, 2676, 2040, 2007, 2819, 2015]","['thematic', 'strategy']"
DreadBall: The Futuristic Sports Game,129731,806.0,7.3313,6.0762,2.8659,82.0,382.0,98.0,35.0,199.0,1756.0,2417.0,3.0,344.0,2012.0,2.0,2.0,90.0,90.0,14.0,"[2072, 2676, 1047, 1016, 1038, 2015]",['strategy']
Völuspá,128554,1511.0,6.67886,6.07618,1.9143,70.0,534.0,88.0,66.0,349.0,1951.0,5261.0,6.0,50.0,2012.0,2.0,5.0,45.0,45.0,10.0,"[1009, 2040, 1082, 2002]","['abstract', 'family']"
Pavlov's House,219101,512.0,8.07303,6.07598,2.6176,34.0,181.0,21.0,203.0,873.0,1492.0,1202.0,37.0,121.0,2018.0,1.0,3.0,60.0,75.0,12.0,"[2001, 2018, 2023, 2072, 2070, 2819, 1019, 1049]",['war']
Merchants of the Middle Ages,348,1323.0,6.74632,6.07543,3.0132,152.0,1260.0,205.0,129.0,355.0,2351.0,1333.0,26.0,26.0,1999.0,2.0,4.0,120.0,120.0,10.0,"[2013, 1021, 1035, 1026, 2007, 1011, 2015]",['strategy']
"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",38786,479.0,8.01769,6.07528,2.9747,79.0,487.0,24.0,81.0,413.0,1165.0,924.0,116.0,116.0,2012.0,2.0,2.0,20.0,720.0,12.0,"[2072, 2026, 2947, 2070, 1019, 1049]",['war']
Monza,4209,1793.0,6.5975,6.07476,1.0619,97.0,451.0,47.0,80.0,308.0,3206.0,14481.0,107.0,40.0,2000.0,2.0,6.0,10.0,10.0,5.0,"[1041, 1017, 2072, 2876, 1031, 2035, 1038, 2939]","[""children's""]"
Giganten,59,1374.0,6.70981,6.07467,2.5735,136.0,588.0,134.0,37.0,135.0,1895.0,1244.0,14.0,14.0,1999.0,3.0,4.0,90.0,90.0,10.0,"[2012, 2013, 1021, 1020, 1088]",['strategy']
Sleeping Queens,17053,3106.0,6.45978,6.07446,1.0581,155.0,771.0,104.0,50.0,305.0,7060.0,28312.0,302.0,86.0,2005.0,2.0,5.0,20.0,20.0,8.0,"[1023, 1002, 1041, 1039, 1094, 1010, 2040, 1104, 2047, 1045, 1082, 1098, 2004, 2686]","[""children's"", 'family']"
Tsukuyumi: Full Moon Down,185538,578.0,8.18986,6.07426,3.7,40.0,92.0,23.0,121.0,710.0,941.0,683.0,6.0,262.0,2018.0,3.0,5.0,90.0,150.0,14.0,"[2080, 2018, 2041, 1010, 1046, 2011, 1082, 1016, 2015]",['strategy']
The Palace of Mad King Ludwig,223278,1068.0,6.93069,6.07414,2.7692,13.0,421.0,66.0,97.0,576.0,2142.0,2461.0,9.0,36.0,2017.0,2.0,4.0,75.0,75.0,13.0,"[2710, 2002]",['strategy']
Metro X,248861,747.0,7.24171,6.07406,1.875,8.0,175.0,33.0,117.0,548.0,1572.0,5657.0,302.0,32.0,2018.0,1.0,99.0,20.0,20.0,8.0,"[2999, 2081, 1098, 2055, 1028, 2819, 1034]",[]
