Name,id,usersrated,average,baverage,avgweight,numweights,numgeeklists,numtrading,numwanting,numwish,numowned,numplays,numplays_month,numfans,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime,minage,categories,types
Geometric Art,286215,66.0,7.13712,5.56122,1.75,4.0,16.0,4.0,16.0,93.0,92.0,153.0,2.0,90.0,2019.0,3.0,5.0,10.0,30.0,7.0,"[2014, 1017, 2072, 1079, 2039, 1030]",[]
Chez Cthulhu,56342,368.0,5.90007,5.5612,1.625,24.0,180.0,73.0,10.0,58.0,1146.0,413.0,20.0,20.0,2010.0,2.0,5.0,45.0,60.0,12.0,"[1002, 2004, 2686]",['party']
Downsize,197067,140.0,6.47714,5.56119,1.3333,6.0,38.0,15.0,2.0,11.0,318.0,457.0,14.0,14.0,2016.0,2.0,6.0,10.0,40.0,10.0,"[2041, 1002, 1021, 2040]",[]
Palace,20528,203.0,6.05862,5.56115,1.1111,18.0,48.0,0.0,2.0,8.0,139.0,2951.0,35.0,90.0,0.0,2.0,6.0,20.0,20.0,8.0,"[1002, 2040, 2685, 2821]",['family']
White Bear & Red Moon,10884,65.0,7.41538,5.56114,3.2,10.0,42.0,8.0,31.0,46.0,162.0,35.0,10.0,10.0,1975.0,1.0,3.0,90.0,90.0,0.0,"[2046, 2057, 2072, 1010, 2026, 2015, 1019]",['war']
Edenia,192346,136.0,6.31022,5.56113,1.75,4.0,73.0,12.0,4.0,44.0,250.0,371.0,1.0,70.0,2016.0,2.0,4.0,30.0,30.0,8.0,"[1031, 1113, 2002]",[]
1940,6918,115.0,6.43478,5.56102,2.381,21.0,45.0,10.0,9.0,18.0,345.0,53.0,11.0,11.0,1980.0,2.0,2.0,120.0,120.0,12.0,"[2072, 2676, 2026, 2855, 2070, 1019, 1049]",['war']
Legends,193121,109.0,6.42543,5.56102,2.0,4.0,74.0,9.0,4.0,29.0,215.0,236.0,1.0,21.0,2016.0,2.0,4.0,40.0,60.0,9.0,"[2078, 2004, 2663, 1097]",[]
Storming the Reich: D-Day to the Ruhr,68816,62.0,7.26431,5.56098,3.0714,14.0,44.0,10.0,11.0,47.0,332.0,60.0,10.0,10.0,2010.0,2.0,2.0,400.0,400.0,0.0,"[2072, 2026, 1019, 1049]",['war']
Minion Hunter,679,198.0,6.19889,5.56098,1.8824,17.0,168.0,25.0,40.0,92.0,323.0,212.0,12.0,12.0,1992.0,1.0,6.0,60.0,60.0,12.0,"[2001, 2023, 1024, 1016, 2015]",[]
Atak Zombie,170344,212.0,6.15972,5.56097,2.6923,13.0,62.0,6.0,1.0,22.0,254.0,214.0,12.0,12.0,2014.0,2.0,4.0,60.0,60.0,12.0,"[2041, 1046, 2685, 2082, 2481]",[]
Conan Collectible Card Game,23387,109.0,7.03211,5.56091,2.72,25.0,68.0,17.0,26.0,45.0,172.0,231.0,26.0,26.0,2006.0,2.0,9.0,30.0,30.0,12.0,"[1022, 1002, 1044, 1010, 1046, 1082]",['customizable']
Square Mile,2334,111.0,6.56351,5.56089,2.1538,13.0,127.0,11.0,34.0,63.0,241.0,102.0,6.0,60.0,1962.0,2.0,4.0,60.0,60.0,12.0,"[2012, 1029, 1021, 2011]",[]
Roar: King of the Pride,237229,136.0,6.41586,5.56088,2.0,3.0,72.0,18.0,40.0,200.0,319.0,180.0,2.0,18.0,2018.0,3.0,6.0,60.0,90.0,14.0,"[1089, 2080, 1094, 1086, 2082]",[]
The X-Files: Circle of Truth,245206,85.0,6.60353,5.56087,1.0,3.0,20.0,8.0,14.0,44.0,350.0,256.0,11.0,11.0,2018.0,2.0,2.0,0.0,0.0,0.0,"[2041, 1002, 2981, 1064, 1016, 1086, 2002]",[]
Up And Down,16149,142.0,6.22894,5.56086,1.7692,13.0,38.0,7.0,1.0,11.0,257.0,373.0,1.0,10.0,2005.0,2.0,6.0,20.0,20.0,5.0,"[1089, 1041, 1045, 2047]","[""children's""]"
The Sinking of the Titanic,2249,256.0,6.1209,5.56085,1.3333,30.0,190.0,21.0,33.0,72.0,464.0,326.0,36.0,36.0,1975.0,2.0,4.0,60.0,60.0,8.0,"[1041, 2960, 1008, 2035]","[""children's""]"
The Conquerors: Alexander the Great,13224,187.0,6.12545,5.56083,2.8387,31.0,220.0,45.0,10.0,63.0,703.0,167.0,15.0,15.0,2006.0,2.0,2.0,240.0,240.0,12.0,"[1050, 2072, 2078, 2015, 1019]",['war']
Squire for Hire: Mystic Runes,299908,52.0,7.35949,5.56081,1.7143,7.0,19.0,4.0,4.0,33.0,276.0,221.0,2.0,18.0,2020.0,1.0,2.0,15.0,25.0,12.0,"[1010, 2981, 2004, 2819, 2002]",['family']
Color Brain: Disney Edition,277017,151.0,6.23106,5.56079,1.0,2.0,14.0,10.0,5.0,16.0,506.0,741.0,29.0,20.0,2019.0,2.0,20.0,20.0,20.0,6.0,"[1030, 2020, 1027, 2017]",[]
HeroCard Orc Wars,29126,148.0,6.24696,5.56078,2.3889,18.0,203.0,40.0,6.0,39.0,403.0,196.0,9.0,90.0,2007.0,2.0,2.0,90.0,90.0,13.0,"[1002, 1010, 2011]",[]
Trenchzone,68387,68.0,7.41324,5.56076,2.0,14.0,48.0,8.0,18.0,53.0,110.0,164.0,22.0,22.0,2010.0,2.0,2.0,60.0,60.0,14.0,"[2046, 2018, 2041, 2072, 1019, 1065]",['war']
Shenandoah: Jackson's Valley Campaign,26697,70.0,7.00825,5.56075,2.5556,9.0,108.0,12.0,26.0,51.0,230.0,103.0,14.0,14.0,2011.0,2.0,2.0,120.0,180.0,12.0,"[1048, 2072, 2016, 1019]",['war']
Sponsio,204577,122.0,6.53451,5.56075,2.0,2.0,66.0,20.0,4.0,37.0,252.0,177.0,1.0,30.0,2016.0,3.0,4.0,30.0,45.0,10.0,"[2014, 1002, 2040, 2009]",[]
Into The Echoside,195508,60.0,7.755,5.56072,2.0,3.0,12.0,0.0,7.0,39.0,97.0,139.0,1.0,14.0,2016.0,2.0,4.0,30.0,60.0,13.0,"[1002, 2664, 1024]",[]
Splatter SHOOT,209714,86.0,7.3457,5.56071,2.0,1.0,40.0,3.0,11.0,54.0,229.0,92.0,1.0,22.0,2016.0,2.0,4.0,15.0,60.0,12.0,"[1032, 2046, 1002, 2023, 1046, 1079, 1047, 1030, 2661, 2070, 2686, 1019]",[]
1985: Deadly Northern Lights,294594,35.0,9.00571,5.5607,4.625,8.0,17.0,2.0,17.0,59.0,148.0,6.0,24.0,24.0,2020.0,2.0,4.0,180.0,5000.0,0.0,"[2650, 2072, 2676, 2026, 1069, 2947, 1008, 2855, 2822, 2070, 1019, 2974]",['war']
Ligny & Wavre 1815: The Empire's Last Victories,210428,34.0,8.32353,5.5607,4.0,2.0,0.0,1.0,12.0,33.0,158.0,19.0,8.0,80.0,2016.0,2.0,2.0,0.0,0.0,0.0,"[2057, 2072, 2026, 1051, 2070, 1019]",['war']
Sea Evil,262198,37.0,8.5297,5.56068,3.1667,6.0,20.0,1.0,8.0,33.0,193.0,48.0,18.0,18.0,2018.0,2.0,11.0,15.0,120.0,17.0,"[1050, 2857, 2026, 1024, 1118, 1082, 2055, 2070, 2015, 1019]",[]
Boochie,38680,86.0,6.6407,5.56067,1.0,7.0,20.0,1.0,4.0,17.0,134.0,231.0,0.0,0.0,2008.0,2.0,4.0,15.0,15.0,8.0,[1032],[]
For The Win,114871,484.0,5.76099,5.56067,1.8387,31.0,929.0,185.0,7.0,37.0,1223.0,1459.0,30.0,30.0,2012.0,2.0,2.0,10.0,10.0,8.0,"[1009, 2001, 2048, 2964, 2002]",['abstract']
Danger 13,27363,202.0,6.02149,5.56063,1.2308,26.0,105.0,12.0,6.0,24.0,266.0,920.0,2.0,20.0,2007.0,2.0,5.0,30.0,30.0,8.0,[1002],[]
Stonehenge,183,129.0,6.31783,5.56062,1.8571,14.0,75.0,13.0,15.0,33.0,277.0,297.0,1.0,40.0,1994.0,2.0,2.0,15.0,15.0,10.0,"[1009, 2080]",['abstract']
Road to Infamy,177053,74.0,7.16649,5.56062,2.0,4.0,60.0,15.0,0.0,28.0,200.0,108.0,45.0,45.0,2016.0,2.0,4.0,30.0,45.0,12.0,"[2080, 2012, 1002, 2040, 1033, 2020, 2686, 2009]",[]
Eco-Links,260269,89.0,6.75275,5.5606,0.0,0.0,21.0,1.0,7.0,58.0,97.0,276.0,4.0,42.0,2018.0,2.0,4.0,20.0,20.0,7.0,"[1089, 1084, 2048, 1037, 2002]",[]
Tembo,217447,152.0,6.20592,5.56059,1.5,4.0,28.0,10.0,4.0,43.0,336.0,544.0,7.0,71.0,2017.0,2.0,4.0,20.0,20.0,8.0,"[1089, 1002]",[]
Sturm Nach Osten,3901,82.0,6.93122,5.56058,2.8333,12.0,32.0,11.0,5.0,17.0,298.0,19.0,11.0,11.0,1980.0,1.0,2.0,360.0,360.0,12.0,"[2072, 2026, 1019, 1049, 2974]",['war']
Sergeants Miniatures Game: Red Devils,136606,43.0,7.88837,5.56055,3.25,4.0,31.0,6.0,17.0,24.0,144.0,59.0,25.0,25.0,2013.0,2.0,6.0,0.0,0.0,10.0,"[2018, 1047, 2011, 1019, 1049]",['war']
San Guo Sha: Kingdom Wars,145344,66.0,7.29091,5.56053,2.0,4.0,2.0,2.0,2.0,9.0,91.0,195.0,4.0,40.0,2012.0,2.0,12.0,30.0,30.0,8.0,"[1050, 1002, 1102, 2040, 1093, 1030, 2019, 2015]",[]
111: Alarm dla Warszawy,113656,113.0,6.3885,5.56053,1.6,15.0,102.0,10.0,6.0,26.0,228.0,206.0,8.0,80.0,2013.0,2.0,2.0,15.0,15.0,10.0,"[2650, 2072, 2676, 2026, 2070, 1019, 1049]",['war']
Zark City,35003,86.0,6.5436,5.56052,2.3077,13.0,57.0,0.0,0.0,12.0,112.0,450.0,12.0,80.0,2008.0,2.0,5.0,30.0,30.0,0.0,"[1009, 2080, 2021, 1002, 2011, 1086, 2002]",['abstract']
Im Zeichen des Kreuzes,1300,285.0,5.90593,5.56049,2.2188,32.0,151.0,46.0,29.0,56.0,533.0,184.0,2.0,20.0,2001.0,2.0,5.0,90.0,90.0,10.0,"[2046, 2990, 1035, 1097]",[]
Turf Horse Racing,383,106.0,6.44245,5.56048,1.8,15.0,31.0,10.0,8.0,19.0,146.0,102.0,1.0,30.0,1995.0,3.0,6.0,60.0,60.0,10.0,"[1089, 2014, 1017, 2072, 1031]",['family']
Humans!!!,33040,705.0,5.80811,5.56047,1.9592,49.0,354.0,119.0,14.0,107.0,1894.0,429.0,1.0,35.0,2008.0,2.0,6.0,60.0,60.0,0.0,"[1046, 2040, 1024, 1079, 2002, 2015, 2481]",['thematic']
Alien Menace,99976,92.0,6.49565,5.56047,1.8,5.0,47.0,5.0,3.0,18.0,191.0,198.0,9.0,90.0,2011.0,2.0,2.0,30.0,30.0,12.0,"[1032, 2012, 1002, 2040, 2011, 1016, 2002]",[]
1914: Glory's End,4359,126.0,6.33214,5.56047,2.5556,18.0,28.0,23.0,4.0,16.0,489.0,63.0,8.0,80.0,1994.0,2.0,2.0,180.0,180.0,12.0,"[2072, 2026, 2070, 1019, 1065]",['war']
Rayguns and Rocketships,164147,130.0,6.79714,5.56043,2.2,5.0,109.0,36.0,21.0,132.0,482.0,135.0,88.0,88.0,2017.0,2.0,4.0,90.0,90.0,12.0,"[2001, 2689, 2664, 1017, 2072, 1046, 1047, 2835, 2661, 1016, 2015]",[]
La Grande Armée: The Campaigns of Napoleon in Central Europe,9077,94.0,6.74308,5.56043,2.8333,18.0,31.0,17.0,11.0,33.0,329.0,72.0,8.0,80.0,1972.0,1.0,2.0,150.0,150.0,12.0,"[2072, 2026, 1051, 2855, 1019]",['war']
Mini FITS,67910,284.0,5.88444,5.56042,1.2333,30.0,182.0,38.0,8.0,20.0,467.0,869.0,1.0,0.0,2010.0,1.0,4.0,15.0,15.0,8.0,"[1009, 2048, 1028]",['family']
¡Arriba España!,10234,111.0,6.50351,5.5604,2.7895,19.0,98.0,31.0,17.0,49.0,494.0,67.0,12.0,12.0,1997.0,2.0,4.0,120.0,120.0,12.0,"[2046, 1102, 1120, 2070, 1019]",['war']
Władca Areny,126550,87.0,6.88851,5.56038,3.4545,11.0,42.0,3.0,2.0,14.0,111.0,84.0,10.0,10.0,2012.0,2.0,2.0,60.0,60.0,14.0,"[2001, 2072, 1010, 1046, 2676, 2011, 2028, 2020, 2015]",[]
Ghost for Sale,30287,244.0,5.95607,5.56035,2.0667,15.0,154.0,22.0,11.0,43.0,398.0,260.0,5.0,50.0,2007.0,3.0,5.0,40.0,40.0,8.0,"[2012, 1002]",[]
Electronic Labyrinth,103883,123.0,6.35488,5.56034,1.8,10.0,91.0,16.0,7.0,18.0,318.0,255.0,1.0,71.0,2011.0,2.0,4.0,45.0,60.0,8.0,"[1072, 1010, 1059, 2011, 2081, 2060, 2007, 2004]",['family']
Zock 'n' Roll,191067,145.0,6.22048,5.56034,1.0,4.0,28.0,9.0,5.0,26.0,244.0,627.0,8.0,10.0,2016.0,3.0,6.0,30.0,30.0,8.0,"[1017, 2072]",[]
Vikings: Raid & Conquer,205419,73.0,7.3778,5.56034,2.0,1.0,37.0,13.0,7.0,25.0,161.0,126.0,15.0,15.0,2016.0,2.0,5.0,60.0,0.0,13.0,"[1002, 2023, 2664, 1064, 1026]",[]
Ocean Labyrinth,176193,89.0,6.7664,5.56033,1.1667,6.0,20.0,6.0,6.0,28.0,219.0,338.0,4.0,80.0,2015.0,2.0,4.0,20.0,30.0,7.0,"[1089, 1059, 2011, 1008, 2081, 2078, 2002]",[]
Whitewater,93563,227.0,5.9711,5.56032,1.5385,13.0,279.0,64.0,16.0,83.0,571.0,333.0,15.0,15.0,2012.0,2.0,6.0,45.0,60.0,8.0,"[2001, 2014, 2072, 1031, 2019]",[]
Hoax,139,216.0,5.98032,5.56027,1.375,16.0,130.0,30.0,24.0,59.0,395.0,369.0,6.0,61.0,1981.0,3.0,12.0,45.0,45.0,10.0,"[1023, 1039, 3002, 1010, 2891, 1035, 2017]","['strategy', 'party']"
Relicblade: Adventure Battle Game,189123,48.0,8.63937,5.56024,2.0,2.0,43.0,2.0,9.0,48.0,109.0,93.0,27.0,27.0,2015.0,2.0,4.0,30.0,60.0,10.0,"[2001, 1022, 2664, 2072, 1010, 1035, 1047, 2661, 1019]",[]
Mosquito Show,292917,60.0,7.25222,5.56024,1.5,4.0,8.0,0.0,10.0,93.0,156.0,398.0,31.0,91.0,2020.0,2.0,2.0,10.0,20.0,8.0,"[1009, 1089, 2676, 2004]",[]
Ni-Ju,194976,52.0,7.55192,5.56024,3.0,2.0,21.0,0.0,12.0,55.0,88.0,175.0,18.0,81.0,2016.0,2.0,2.0,15.0,45.0,10.0,"[1009, 2048, 2002]",['abstract']
"War in the Pacific: The Campaign Against Imperial Japan, 1941-45",9650,82.0,7.07317,5.56022,4.7692,13.0,113.0,12.0,29.0,63.0,336.0,7.0,17.0,17.0,1978.0,1.0,6.0,360.0,360.0,12.0,"[2072, 2026, 1008, 2070, 1019, 1049]",['war']
The Royal Game of Ur,1602,544.0,5.89664,5.56022,1.3077,39.0,257.0,49.0,18.0,161.0,1145.0,4339.0,6.0,32.0,2600.0,2.0,2.0,30.0,30.0,10.0,"[1009, 1017, 2072, 2035, 2940, 2861]",['abstract']
Trivial Pursuit: Classic Edition,248702,227.0,6.02809,5.56021,1.0,5.0,7.0,6.0,0.0,16.0,613.0,349.0,38.0,10.0,2016.0,2.0,6.0,45.0,90.0,16.0,"[1030, 2035, 2004, 1027]",[]
The Broadway Game,477,122.0,6.44795,5.56021,2.3077,13.0,134.0,22.0,8.0,13.0,233.0,263.0,7.0,70.0,1981.0,2.0,6.0,120.0,120.0,12.0,"[1021, 1064, 2035, 2005]",[]
Operation Market Garden: Descent Into Hell,6813,96.0,6.69156,5.56016,3.0385,26.0,40.0,17.0,16.0,30.0,342.0,62.0,8.0,80.0,1985.0,2.0,2.0,120.0,120.0,12.0,"[2072, 2850, 2676, 2026, 2967, 2947, 2855, 2016, 2070, 1019, 1049, 2974]",['war']
Kendo,2965,176.0,6.05568,5.56016,2.3529,17.0,67.0,24.0,7.0,20.0,477.0,225.0,3.0,30.0,1976.0,2.0,4.0,30.0,30.0,10.0,"[1009, 1046, 1035, 2078]",['abstract']
Meeple Party,252484,63.0,7.27778,5.56016,2.0,1.0,21.0,11.0,8.0,42.0,196.0,152.0,12.0,12.0,2019.0,1.0,5.0,30.0,45.0,13.0,"[2023, 2011, 1030]",[]
Cosmocracy,203408,73.0,6.96945,5.56015,1.6667,3.0,12.0,12.0,0.0,21.0,219.0,73.0,1.0,70.0,2016.0,3.0,8.0,20.0,45.0,13.0,"[2073, 1079, 1030, 1001, 1016, 2027, 2017]",[]
I Am Spartacus!,6045,123.0,6.44472,5.56014,2.5,16.0,65.0,22.0,6.0,17.0,537.0,47.0,8.0,80.0,1992.0,2.0,2.0,180.0,180.0,12.0,"[1050, 2046, 2070, 1019]",['war']
Just in Time,136089,84.0,6.64464,5.56013,2.3333,3.0,37.0,4.0,10.0,19.0,110.0,166.0,0.0,2.0,2013.0,2.0,4.0,40.0,40.0,8.0,"[2048, 1028, 1037]",[]
"Kursk, South Flank: A Panzer Grenadier Game",39426,44.0,7.76364,5.56012,3.0,2.0,19.0,2.0,12.0,36.0,160.0,38.0,9.0,90.0,2012.0,2.0,2.0,60.0,60.0,0.0,"[2026, 1019, 1049]",['war']
Free Trader,36659,181.0,6.11354,5.56009,1.5625,16.0,204.0,9.0,4.0,127.0,305.0,532.0,32.0,32.0,2008.0,1.0,1.0,45.0,45.0,0.0,"[1046, 2007, 1120, 1016, 1113, 2002, 2008]",[]
The Great War in the Near East,11978,83.0,6.77568,5.56008,3.25,12.0,19.0,20.0,5.0,24.0,381.0,23.0,5.0,50.0,1996.0,2.0,2.0,360.0,360.0,12.0,"[2026, 1019, 1065]",['war']
Fubi,5065,92.0,6.69891,5.56008,1.0769,13.0,30.0,3.0,18.0,47.0,78.0,410.0,1.0,10.0,2001.0,2.0,2.0,20.0,20.0,6.0,"[1032, 1038]",[]
Guerra De Mitos II,147168,70.0,7.709,5.56007,2.2,5.0,3.0,7.0,0.0,6.0,103.0,25.0,14.0,14.0,2013.0,2.0,6.0,20.0,20.0,10.0,"[1002, 2664, 1082]",['customizable']
Menu Masters,201307,154.0,6.31266,5.56007,1.5,4.0,81.0,28.0,10.0,46.0,512.0,312.0,1.0,61.0,2016.0,2.0,5.0,20.0,40.0,8.0,"[1002, 2004, 2082]",[]
Schildi Schildkröte,18881,109.0,6.37229,5.56005,1.1429,14.0,66.0,9.0,24.0,43.0,196.0,469.0,0.0,0.0,2004.0,2.0,4.0,5.0,5.0,4.0,"[1032, 1089, 1023, 1041, 1017, 1031, 1038]","[""children's""]"
Cherokee,97093,252.0,5.92345,5.56003,1.8333,12.0,76.0,34.0,3.0,30.0,362.0,411.0,10.0,10.0,2011.0,2.0,4.0,30.0,30.0,10.0,"[1055, 1002, 1046, 2040]",[]
Kaliko,4178,88.0,6.6033,5.56002,2.3,10.0,177.0,15.0,13.0,43.0,210.0,280.0,7.0,70.0,1968.0,1.0,4.0,90.0,90.0,8.0,"[1009, 2048, 2002]",['abstract']
RoadKill,1578,291.0,5.89296,5.56002,2.3947,38.0,234.0,52.0,28.0,48.0,689.0,318.0,19.0,19.0,1993.0,2.0,10.0,90.0,90.0,12.0,"[2018, 1002, 1046, 2040, 2011, 1031, 2954, 1016]","['thematic', 'strategy']"
Strike A Pose,155314,98.0,6.46258,5.55999,1.25,4.0,68.0,11.0,1.0,20.0,214.0,230.0,2.0,21.0,2014.0,3.0,14.0,50.0,50.0,10.0,"[1032, 1030, 2017]",[]
National Economy Mecenat,229527,69.0,6.95362,5.55996,2.5,2.0,0.0,2.0,2.0,6.0,139.0,98.0,1.0,30.0,2017.0,1.0,4.0,30.0,45.0,12.0,"[1002, 1029, 1021, 2040, 2082]",[]
Outlaws: Last Man Standing,204504,165.0,6.29435,5.55995,1.8333,6.0,49.0,20.0,8.0,54.0,380.0,639.0,2.0,25.0,2018.0,2.0,2.0,15.0,20.0,10.0,"[1055, 1023, 1039]",[]
LED: Lógica – Estrategia – Deducción,149927,56.0,7.42768,5.55995,2.0,4.0,24.0,0.0,1.0,9.0,75.0,67.0,6.0,60.0,2013.0,2.0,4.0,45.0,45.0,10.0,"[1009, 1023, 2040, 2002]",[]
Schachen,103752,52.0,7.38077,5.55993,2.2222,9.0,70.0,3.0,3.0,28.0,102.0,110.0,5.0,50.0,2011.0,2.0,2.0,30.0,30.0,6.0,"[1009, 2676, 2040, 2002]",[]
Lasalle,63951,64.0,7.27656,5.55992,2.6364,11.0,22.0,0.0,6.0,13.0,119.0,67.0,17.0,17.0,2009.0,2.0,6.0,120.0,180.0,12.0,"[1117, 2072, 2949, 1047, 1051, 2070, 1019]",['war']
Black Sea Black Death,5752,59.0,7.23898,5.55989,3.9091,11.0,18.0,10.0,20.0,39.0,223.0,12.0,6.0,60.0,1982.0,2.0,4.0,360.0,360.0,12.0,"[2072, 2026, 2070, 1019, 1049]",['war']
Congo: Adventures in the Heart of Africa,208340,41.0,8.66341,5.55988,0.0,0.0,38.0,0.0,1.0,4.0,80.0,64.0,10.0,10.0,2016.0,2.0,4.0,60.0,240.0,10.0,"[1022, 2072, 1020, 1047]",[]
Battleground Fantasy Warfare: Orc Army,49400,61.0,7.15246,5.55987,3.0,5.0,38.0,31.0,10.0,12.0,371.0,31.0,1.0,10.0,2005.0,2.0,2.0,60.0,60.0,12.0,"[1002, 1017, 1010, 2079, 1019]",['war']
