Name,id,usersrated,average,baverage,avgweight,numweights,numgeeklists,numtrading,numwanting,numwish,numowned,numplays,numplays_month,numfans,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime,minage,categories,types
Word Slam Midnight,255678,77.0,7.24416,5.57876,1.0,1.0,4.0,3.0,5.0,29.0,216.0,138.0,1.0,1.0,2018.0,3.0,99.0,45.0,45.0,18.0,"[1030, 1025]",[]
HEXplore It: The Sands of Shurax,285972,61.0,8.51885,5.58226,4.0833,12.0,31.0,7.0,35.0,130.0,457.0,43.0,9.0,147.0,2020.0,1.0,6.0,60.0,180.0,14.0,"[1022, 1052, 2023, 1017, 2072, 1020, 1010, 2676, 2011, 2661, 2028, 2027, 2015]",[]
Spells of Doom,158535,108.0,6.86389,5.57873,3.1429,7.0,120.0,21.0,14.0,78.0,233.0,98.0,35.0,35.0,2014.0,2.0,4.0,60.0,60.0,0.0,"[2080, 2046, 2072, 1010, 1046, 2040, 1047, 2015]",[]
Dice Age: The Hunt,232216,114.0,6.94079,5.57872,1.625,8.0,35.0,2.0,48.0,141.0,146.0,228.0,2.0,12.0,2017.0,2.0,4.0,30.0,30.0,8.0,"[1089, 2080, 1017, 2072, 1036, 2004]",[]
Escape from the Asylum,281514,179.0,6.45707,5.57872,2.8,5.0,25.0,9.0,24.0,163.0,403.0,1123.0,32.0,60.0,2019.0,1.0,6.0,60.0,60.0,12.0,"[2023, 1039, 1024, 2145, 1028]",[]
Starfire II,2888,138.0,6.60036,5.5787,2.6923,13.0,32.0,10.0,11.0,18.0,339.0,61.0,4.0,40.0,1980.0,2.0,3.0,30.0,30.0,10.0,"[2021, 2026, 2011, 1016, 2015, 1019]",['war']
Panzer Grenadier: Airborne – Introductory Edition,24321,169.0,6.36956,5.57869,2.7381,42.0,132.0,34.0,8.0,18.0,460.0,200.0,5.0,50.0,2006.0,2.0,2.0,60.0,60.0,12.0,"[2072, 2026, 1019, 1049]",['war']
Shibumi,135270,60.0,7.83833,5.57866,2.8333,6.0,43.0,4.0,12.0,70.0,109.0,177.0,12.0,12.0,2011.0,1.0,8.0,15.0,15.0,6.0,"[1009, 2014, 2043, 1119, 2040, 2081, 2048, 2060, 1028]",['abstract']
Team UP!,235511,152.0,6.40526,5.57865,1.3333,3.0,37.0,6.0,16.0,86.0,226.0,594.0,2.0,83.0,2018.0,1.0,4.0,20.0,30.0,7.0,"[1009, 2689, 2023, 1088, 2661, 2002, 1011]",[]
Clay-O-Rama,9300,136.0,6.58088,5.57854,1.25,20.0,57.0,1.0,2.0,25.0,144.0,107.0,11.0,11.0,1987.0,2.0,12.0,30.0,30.0,6.0,"[1032, 1046, 1079, 1030, 2015]",[]
Second World War at Sea: Eastern Fleet,5702,83.0,7.11928,5.57853,2.6923,13.0,55.0,14.0,7.0,26.0,433.0,52.0,14.0,14.0,2001.0,2.0,2.0,120.0,120.0,12.0,"[2026, 1008, 1019, 1049]",['war']
Little Round Top: The South's Best Chance at Gettysburg,1694,180.0,6.32944,5.57852,2.7407,27.0,183.0,49.0,13.0,28.0,662.0,58.0,7.0,70.0,1979.0,2.0,2.0,150.0,150.0,12.0,"[1048, 2072, 2676, 2026, 2070, 1019]",['war']
Newtown,114530,80.0,7.2745,5.57849,2.9167,12.0,82.0,7.0,18.0,37.0,516.0,98.0,11.0,11.0,2013.0,2.0,2.0,150.0,150.0,12.0,"[1075, 2072, 2026, 2079, 1019]",['war']
Fatal Alliances: The Great War,62291,77.0,8.16234,5.57846,4.0833,12.0,59.0,2.0,37.0,120.0,344.0,65.0,30.0,30.0,2016.0,2.0,6.0,240.0,1200.0,12.0,"[2046, 2072, 2026, 2078, 2070, 1019, 1065]",['war']
Get Off My Land!,193248,164.0,6.5,5.57844,2.7143,7.0,87.0,33.0,14.0,81.0,517.0,377.0,1.0,156.0,2017.0,2.0,4.0,30.0,60.0,14.0,"[2001, 2080, 1013]",[]
Viceroys,2538,174.0,6.36351,5.57844,3.2963,27.0,181.0,46.0,20.0,52.0,527.0,79.0,14.0,14.0,1986.0,1.0,7.0,240.0,240.0,12.0,"[1020, 2676, 1026, 1070, 2015, 1019]","['war', 'strategy']"
Racetrack,18481,159.0,6.3478,5.57844,1.4516,31.0,71.0,0.0,2.0,46.0,104.0,306.0,17.0,17.0,0.0,2.0,8.0,15.0,15.0,10.0,"[1009, 2039, 2055, 1031]",[]
Dragon Quest,1543,232.0,6.24526,5.5784,2.5882,17.0,212.0,52.0,21.0,73.0,799.0,178.0,40.0,40.0,1992.0,2.0,6.0,60.0,60.0,10.0,"[1022, 2018, 1020, 1010, 2676, 1047, 2028, 2015]",['thematic']
Rummikub Twist,237792,77.0,7.41429,5.57839,2.0,4.0,1.0,2.0,0.0,9.0,193.0,466.0,5.0,70.0,2016.0,2.0,4.0,20.0,45.0,8.0,"[1009, 2040, 1098, 2048, 2004]",[]
Bug Hunter Sniper!,5940,92.0,6.89783,5.57837,3.1667,6.0,47.0,16.0,11.0,35.0,314.0,11.0,11.0,11.0,1988.0,2.0,3.0,90.0,90.0,12.0,"[2072, 2850, 2676, 2026, 2975, 2011, 2947, 2855, 2822, 1016, 1019]",['war']
Star Fleet Battles (Commander's Edition),158098,68.0,7.69444,5.57835,4.2,5.0,18.0,13.0,1.0,8.0,216.0,9.0,11.0,11.0,1983.0,2.0,2.0,180.0,180.0,12.0,"[2072, 2676, 2026, 2947, 1064, 1016, 2070, 1113, 2015, 1019]",['war']
Dead & Breakfast,246355,84.0,7.26738,5.57834,2.0,1.0,17.0,3.0,6.0,26.0,173.0,271.0,1.0,11.0,2018.0,2.0,4.0,20.0,40.0,6.0,"[2081, 2048, 1028, 2004, 2002]",[]
Ostroleka 26 maja 1831,188124,81.0,8.95062,5.5783,4.1818,11.0,12.0,0.0,2.0,11.0,102.0,62.0,25.0,25.0,2015.0,2.0,4.0,180.0,600.0,16.0,"[2072, 2026, 1051, 2710, 2079, 1019]",['war']
Avec Infini Regret,161820,67.0,7.62239,5.57829,3.5,12.0,42.0,1.0,13.0,40.0,240.0,73.0,16.0,16.0,2014.0,2.0,2.0,120.0,240.0,0.0,"[2072, 2026, 2725, 2070, 1019]",['war']
Drive on Stalingrad: Battle for Southern Russia Game,5480,163.0,6.43558,5.57818,3.4091,22.0,54.0,20.0,14.0,31.0,487.0,57.0,10.0,10.0,1977.0,2.0,2.0,1200.0,1200.0,12.0,"[2072, 2676, 2026, 2947, 2855, 2822, 2070, 2828, 1019, 1049, 2974]",['war']
Lusitania,228409,110.0,7.4605,5.57817,1.5,4.0,9.0,3.0,2.0,20.0,195.0,416.0,23.0,15.0,2017.0,2.0,4.0,10.0,20.0,8.0,"[1050, 2041, 1002, 1015, 2040, 2004]",[]
18GB: The Railways of Great Britain,245532,53.0,7.83445,5.57811,4.0,1.0,14.0,1.0,25.0,64.0,81.0,122.0,2.0,20.0,2018.0,2.0,6.0,120.0,300.0,12.0,"[1021, 2081, 2005, 2002, 1034]",[]
Ravage: Dungeons of Plunder,182510,72.0,7.61667,5.57809,2.0,3.0,64.0,10.0,13.0,92.0,247.0,153.0,43.0,43.0,2018.0,1.0,5.0,30.0,90.0,14.0,"[1022, 2046, 2041, 2023, 2072, 1020, 1010, 1046, 2676, 2011, 2028, 2686, 2015]",[]
Time's Up! Party Edition,230262,68.0,7.49612,5.57808,1.0,2.0,6.0,1.0,2.0,19.0,179.0,260.0,12.0,40.0,2004.0,4.0,12.0,45.0,90.0,12.0,"[2073, 1079, 2047, 1030, 2019]",[]
Outburst Remix!,14525,134.0,6.51194,5.57802,1.1429,7.0,45.0,19.0,1.0,10.0,368.0,190.0,1.0,10.0,2004.0,4.0,10.0,30.0,30.0,18.0,"[1045, 2047, 1030, 1025]",[]
Flames of War: Open Fire!,130997,71.0,7.45211,5.57795,3.75,4.0,25.0,8.0,8.0,20.0,258.0,114.0,17.0,17.0,2012.0,2.0,2.0,120.0,120.0,12.0,"[2046, 2072, 1046, 1047, 1019, 1049]",[]
Realm of Wonder,162580,453.0,6.00998,5.57793,2.1905,21.0,216.0,39.0,15.0,165.0,848.0,559.0,38.0,38.0,2014.0,2.0,6.0,45.0,45.0,10.0,"[1022, 2080, 2046, 2012, 1017, 1020, 1010, 1046, 2686]",[]
Green Box of Games,206591,65.0,7.66889,5.57792,2.0,1.0,78.0,8.0,8.0,45.0,243.0,467.0,3.0,24.0,2016.0,1.0,10.0,5.0,120.0,5.0,"[1002, 1119]",[]
Dakota,59960,390.0,5.91526,5.5779,2.6087,46.0,613.0,100.0,16.0,93.0,851.0,549.0,24.0,24.0,2010.0,3.0,5.0,90.0,90.0,10.0,"[1055, 2080, 2082]",['strategy']
Origins of World War II,2975,421.0,5.96392,5.57786,2.1167,60.0,420.0,96.0,12.0,67.0,1225.0,262.0,20.0,20.0,1971.0,2.0,5.0,60.0,60.0,12.0,"[2916, 2080, 2012, 2072, 1026, 2915, 1001, 2855, 2015, 1019, 1049]","['war', 'strategy']"
Shiloh: April Glory,19902,79.0,7.08409,5.57782,2.5714,14.0,147.0,14.0,24.0,47.0,264.0,86.0,9.0,90.0,2010.0,2.0,2.0,180.0,180.0,12.0,"[1048, 2046, 2021, 1017, 2072, 2016, 1019]",['war']
Dark Nebula,2388,174.0,6.37126,5.57781,2.3214,28.0,68.0,15.0,28.0,64.0,495.0,52.0,16.0,16.0,1980.0,2.0,2.0,90.0,90.0,12.0,"[2072, 1021, 2850, 1020, 2676, 2026, 2011, 2078, 1016, 2070, 2897, 1019]",['war']
18Dixie with 18MS and 18GA,183212,56.0,7.62607,5.5778,3.5,2.0,38.0,1.0,43.0,78.0,74.0,215.0,0.0,0.0,2015.0,2.0,6.0,120.0,150.0,12.0,"[1021, 2081, 2005, 2002, 1034, 1011]",[]
Tasty Humans,262310,84.0,7.0889,5.5778,2.0,2.0,32.0,9.0,12.0,80.0,230.0,252.0,2.0,179.0,2020.0,1.0,4.0,30.0,60.0,10.0,"[2041, 1010, 2060, 1028, 2002, 2015]",[]
Booty,173648,116.0,6.77586,5.57778,2.5714,7.0,87.0,20.0,3.0,24.0,272.0,273.0,1.0,11.0,2015.0,3.0,6.0,60.0,60.0,10.0,"[1002, 2906, 1090]","['strategy', 'family']"
Armchair Cricket,9177,152.0,6.58125,5.57774,1.9091,22.0,62.0,11.0,1.0,16.0,292.0,104.0,6.0,60.0,1981.0,2.0,4.0,60.0,60.0,8.0,"[1002, 1038, 2009]",[]
A Fool's Fortune,133671,232.0,6.13004,5.57771,2.5,14.0,210.0,66.0,8.0,44.0,653.0,1025.0,2.0,21.0,2012.0,2.0,3.0,45.0,45.0,13.0,"[1002, 2040, 2004]",[]
The Bears and the Bees,257372,128.0,6.58617,5.57769,1.6,5.0,27.0,12.0,6.0,40.0,367.0,583.0,17.0,50.0,2018.0,2.0,5.0,30.0,30.0,8.0,"[1089, 1002, 2040, 2048, 1028, 2686]",[]
"Great War at Sea: 1904-1905, The Russo-Japanese War",4916,139.0,6.58058,5.57766,2.44,25.0,59.0,17.0,13.0,38.0,476.0,63.0,10.0,10.0,1999.0,2.0,4.0,30.0,30.0,12.0,"[2072, 2026, 1008, 2710, 1019]",['war']
Invasion 1066: The Battle of Hastings,157449,71.0,7.27958,5.57765,2.3333,9.0,52.0,8.0,12.0,44.0,285.0,88.0,10.0,10.0,2014.0,2.0,2.0,140.0,140.0,12.0,"[2026, 1035, 1019]",['war']
For Glory,227212,59.0,8.5071,5.57762,2.0,4.0,10.0,1.0,12.0,72.0,120.0,84.0,11.0,28.0,2020.0,2.0,2.0,60.0,90.0,14.0,"[1050, 2080, 1002, 2857, 2664, 1021, 1046, 2837, 2070]",[]
Hacker,1250,429.0,5.90767,5.57761,2.2414,29.0,220.0,50.0,16.0,34.0,922.0,160.0,16.0,16.0,1992.0,2.0,6.0,120.0,120.0,14.0,"[1002, 1001]",['thematic']
The African Campaign: Designer Signature Edition,233016,74.0,7.25458,5.5776,2.4444,9.0,19.0,8.0,11.0,60.0,303.0,51.0,1.0,15.0,2017.0,1.0,2.0,120.0,180.0,12.0,"[2072, 2850, 2026, 2855, 2070, 1019, 1049, 2974]",['war']
¡Cobardes!,223360,215.0,6.19815,5.57758,1.25,8.0,9.0,7.0,0.0,12.0,369.0,852.0,15.0,15.0,2017.0,2.0,2.0,5.0,15.0,10.0,"[1002, 2040, 1035, 2020, 2015]",[]
Election,835,95.0,6.83684,5.57757,2.625,8.0,55.0,4.0,24.0,43.0,146.0,84.0,9.0,90.0,1972.0,3.0,6.0,120.0,120.0,12.0,[1001],[]
Bridgette,2758,127.0,6.51268,5.57755,2.6667,9.0,106.0,25.0,5.0,37.0,323.0,149.0,6.0,60.0,1970.0,2.0,2.0,45.0,45.0,10.0,"[2012, 1002, 2009]",[]
Ubongo Junior,118568,114.0,6.66549,5.57755,1.5,6.0,18.0,6.0,7.0,30.0,305.0,529.0,6.0,21.0,2012.0,2.0,4.0,20.0,20.0,5.0,"[1028, 1037]",[]
1941: Operation Barbarossa,6916,125.0,6.6628,5.57754,2.1579,19.0,56.0,8.0,13.0,22.0,341.0,62.0,14.0,14.0,1981.0,2.0,2.0,120.0,120.0,12.0,"[2072, 2676, 2026, 2855, 2070, 1019, 1049]",['war']
Dark Rituals: Malleus Maleficarum,256964,83.0,8.00361,5.5775,3.0,2.0,26.0,9.0,15.0,125.0,423.0,193.0,18.0,390.0,2020.0,2.0,5.0,60.0,90.0,14.0,"[2001, 2046, 2072, 1010, 1046, 1024, 1035, 1047, 2011, 2822, 2019, 2897]",[]
Raid on Taihoku,223096,125.0,6.6588,5.57749,2.4,5.0,83.0,6.0,30.0,143.0,194.0,154.0,11.0,11.0,2017.0,2.0,4.0,40.0,60.0,10.0,"[2001, 2046, 2023, 2028, 2015]",[]
Gato Leader,126026,88.0,7.14773,5.57747,2.5,2.0,88.0,13.0,32.0,143.0,453.0,94.0,23.0,23.0,2016.0,1.0,1.0,60.0,60.0,12.0,"[2046, 2072, 1008, 2070, 1019, 1049]",['war']
Cornish Smuggler,142451,516.0,5.93909,5.57747,3.1957,46.0,597.0,69.0,21.0,162.0,877.0,591.0,88.0,88.0,2013.0,2.0,5.0,120.0,120.0,13.0,"[2001, 2021, 2664, 1021, 1008, 2081, 2007, 2078, 2070, 1011, 1097]","['thematic', 'strategy']"
Leningrad '41,212401,48.0,8.04583,5.57747,2.625,8.0,44.0,10.0,13.0,52.0,250.0,55.0,15.0,15.0,2017.0,1.0,2.0,30.0,120.0,10.0,"[2080, 2046, 2072, 2016, 1019, 1049]",['war']
Cranium,891,8522.0,5.67763,5.5774,1.4321,574.0,1223.0,550.0,13.0,139.0,15750.0,7162.0,9.0,106.0,1998.0,4.0,16.0,60.0,60.0,13.0,"[2073, 2039, 2055, 1030, 1028, 2035, 2038, 2019, 1027, 1025]",['party']
Numbers League: Adventures in Addiplication,27609,240.0,6.07258,5.57745,1.375,16.0,180.0,27.0,16.0,83.0,480.0,671.0,8.0,80.0,2007.0,2.0,4.0,30.0,30.0,8.0,"[1002, 1041, 1116, 1094, 1104, 1120, 2004]","[""children's"", 'family']"
Brothers,246812,154.0,6.47615,5.57744,1.0,5.0,39.0,9.0,6.0,60.0,241.0,531.0,1.0,81.0,2018.0,2.0,4.0,10.0,15.0,8.0,"[1009, 2043, 2011, 2002]",[]
LOTS: A Competitive Tower Building Game,269403,76.0,7.61502,5.57743,1.3333,6.0,16.0,4.0,11.0,48.0,160.0,275.0,5.0,22.0,2020.0,1.0,4.0,20.0,30.0,10.0,"[1009, 1032, 2048, 1028, 2988, 1101]",[]
Volleyball High,260168,76.0,7.24474,5.57734,2.4,5.0,31.0,9.0,7.0,46.0,223.0,173.0,2.0,11.0,2019.0,2.0,4.0,15.0,25.0,10.0,"[1002, 2040, 2661, 2070, 1038, 2019, 2015]",[]
Planecrafters,222424,112.0,6.73036,5.57734,1.4,5.0,32.0,13.0,11.0,60.0,255.0,215.0,1.0,33.0,2019.0,2.0,4.0,30.0,60.0,10.0,"[2650, 1002, 2040, 1016, 2004]",[]
Guadalcanal: Semper Fi Series,7177,114.0,6.63947,5.5773,2.5238,21.0,95.0,16.0,12.0,23.0,428.0,48.0,6.0,60.0,2003.0,2.0,2.0,360.0,360.0,12.0,"[2072, 2026, 2016, 2070, 1019, 1049]",['war']
By Golly!,3507,282.0,6.00809,5.57727,1.0385,26.0,125.0,44.0,10.0,34.0,678.0,1305.0,2.0,10.0,2001.0,2.0,6.0,15.0,15.0,5.0,"[1089, 1002, 1041, 1045, 2047, 2004]","[""children's""]"
Carreau,224794,75.0,7.134,5.57726,1.3333,3.0,48.0,1.0,23.0,59.0,96.0,465.0,2.0,60.0,2018.0,2.0,4.0,20.0,30.0,8.0,"[1032, 2689]",[]
Orc-lympics,245950,137.0,6.4938,5.57724,1.3333,3.0,50.0,12.0,6.0,37.0,238.0,346.0,2.0,71.0,2018.0,2.0,5.0,10.0,20.0,8.0,"[2012, 2041, 1002, 1010, 2040]",[]
Rune Wars,114800,84.0,7.27143,5.57723,4.0,1.0,11.0,10.0,8.0,50.0,340.0,71.0,2.0,20.0,2012.0,2.0,2.0,40.0,40.0,12.0,"[2041, 1002, 1010, 2040]",[]
Gettysburg: Lee's Greatest Gamble,6046,124.0,6.66452,5.57723,2.7826,23.0,47.0,16.0,11.0,30.0,535.0,61.0,11.0,11.0,1992.0,2.0,2.0,180.0,180.0,12.0,"[1048, 1102, 2026, 2710, 2070, 1019]",['war']
Personal Preference,4881,172.0,6.56221,5.57719,1.0,14.0,85.0,15.0,11.0,23.0,283.0,311.0,5.0,50.0,1987.0,2.0,16.0,40.0,40.0,0.0,"[2014, 1030]",[]
Nur Peanuts!,1312,241.0,6.10145,5.57719,1.6818,22.0,79.0,7.0,18.0,41.0,228.0,392.0,2.0,20.0,2001.0,2.0,6.0,45.0,45.0,8.0,"[1021, 2035]",[]
Et Toque!,104736,94.0,6.85894,5.57718,1.5,8.0,20.0,4.0,4.0,20.0,150.0,301.0,2.0,20.0,2011.0,3.0,6.0,30.0,30.0,8.0,"[1030, 2017]",[]
Hellweg westfalicus,166276,139.0,6.4518,5.57714,2.5,8.0,167.0,14.0,10.0,36.0,219.0,186.0,5.0,50.0,2014.0,2.0,4.0,30.0,60.0,10.0,[1035],[]
Qwixx On Board,287691,75.0,7.09242,5.57708,0.0,0.0,13.0,3.0,7.0,44.0,188.0,442.0,3.0,31.0,2019.0,2.0,4.0,20.0,20.0,8.0,[2072],[]
Malifaux Rules Manual,97332,54.0,8.0713,5.57708,3.75,4.0,7.0,4.0,2.0,13.0,161.0,36.0,10.0,10.0,2011.0,2.0,2.0,90.0,120.0,14.0,"[1117, 2040, 1024, 1047, 2015, 1019]",[]
Super Fantasy: Night of the Badly Dead,165719,93.0,6.91043,5.57706,2.6,5.0,106.0,19.0,25.0,81.0,306.0,118.0,25.0,25.0,2014.0,1.0,6.0,90.0,90.0,8.0,"[2023, 2072, 1010, 2011, 2015]",[]
Spice Merchant,130242,152.0,6.37507,5.57705,1.2,5.0,48.0,4.0,6.0,36.0,274.0,561.0,6.0,61.0,2012.0,3.0,4.0,15.0,15.0,8.0,"[2014, 1002, 2013, 1021, 2040, 2016]",[]
Kraken Attack!,293309,81.0,7.26173,5.57703,1.3333,6.0,11.0,1.0,12.0,98.0,218.0,363.0,16.0,81.0,2020.0,1.0,4.0,25.0,25.0,7.0,"[2023, 1008, 1090, 2819]",[]
Europa 1945-2030,295,325.0,5.95846,5.57693,2.6279,43.0,215.0,59.0,3.0,26.0,552.0,184.0,4.0,40.0,1998.0,3.0,6.0,120.0,120.0,12.0,"[1026, 1001, 2017]",['strategy']
Prime Time,166640,304.0,5.95666,5.57687,3.3333,24.0,435.0,75.0,6.0,68.0,646.0,434.0,1.0,25.0,2015.0,2.0,4.0,90.0,120.0,13.0,"[2080, 2012, 1021, 2040, 1064]",['strategy']
Faces,17705,281.0,6.00875,5.57687,1.1111,18.0,353.0,39.0,37.0,169.0,454.0,645.0,1.0,12.0,2003.0,3.0,8.0,30.0,30.0,10.0,[1030],['party']
Forbidden City,246316,167.0,6.4015,5.57687,1.8571,7.0,59.0,14.0,18.0,105.0,249.0,525.0,10.0,10.0,2018.0,2.0,4.0,30.0,30.0,8.0,"[2080, 1086, 2002]",['family']
"Matanikau: Battles on the Matanikau River, Guadalcanal, 1942",5768,104.0,6.70529,5.57686,3.3846,13.0,38.0,33.0,8.0,25.0,487.0,21.0,2.0,20.0,1993.0,2.0,2.0,360.0,360.0,15.0,"[2072, 2026, 2070, 1019, 1049]",['war']
Vs System 2PCG: The Defenders,189610,70.0,7.50714,5.57685,2.0,1.0,17.0,21.0,5.0,16.0,445.0,24.0,9.0,90.0,2016.0,2.0,4.0,20.0,60.0,0.0,"[1002, 1116, 1046, 2040, 2015]",[]
World in War: Combined Arms 1939-1945,13981,143.0,6.56608,5.57685,2.04,25.0,215.0,24.0,30.0,78.0,222.0,156.0,10.0,10.0,2004.0,2.0,4.0,120.0,120.0,12.0,"[2046, 1047, 2003, 2070, 2019, 1019, 1049]",['war']
"Easy Come, Easy Go",10672,358.0,5.92729,5.57681,1.02,50.0,183.0,26.0,7.0,36.0,393.0,2041.0,0.0,0.0,2004.0,2.0,4.0,30.0,30.0,8.0,"[1017, 2072, 2661]",['family']
Munchkin Christmas Lite,181268,127.0,6.69409,5.57681,1.3333,3.0,21.0,8.0,9.0,43.0,667.0,97.0,1.0,51.0,2015.0,3.0,4.0,60.0,60.0,10.0,"[2041, 1002, 2072, 1010, 1046, 1079, 2686, 2015]",[]
6 Castles,274548,78.0,7.45641,5.5768,2.6667,6.0,31.0,12.0,17.0,146.0,179.0,237.0,13.0,19.0,2019.0,2.0,4.0,30.0,60.0,8.0,"[1035, 1086, 2002]",[]
Kittens in a Blender,115105,1971.0,5.71143,5.57664,1.12,75.0,360.0,117.0,25.0,141.0,4457.0,3970.0,4.0,64.0,2011.0,2.0,4.0,20.0,40.0,8.0,"[1089, 1002, 2040, 1079, 2003]","['party', 'family']"
Rocketmen,283387,83.0,7.22157,5.57646,2.7,10.0,87.0,3.0,87.0,705.0,100.0,186.0,5.0,79.0,2020.0,1.0,4.0,30.0,90.0,14.0,"[2041, 2664, 1021, 2040, 2891, 2876, 1016, 2819, 1113]",[]
Around the World in 80 Days,414,290.0,6.02597,5.57677,1.64,25.0,61.0,36.0,9.0,18.0,542.0,517.0,7.0,70.0,1986.0,2.0,6.0,60.0,60.0,10.0,"[2041, 1093, 2078, 1031]",['family']
Rise and Fall,3403,137.0,6.49015,5.57676,2.375,24.0,85.0,16.0,32.0,54.0,255.0,65.0,10.0,10.0,1989.0,1.0,6.0,180.0,180.0,12.0,"[1050, 2080, 2046, 2015, 1019]",['war']
Ave Cesar,154677,113.0,6.72389,5.57673,2.2857,14.0,48.0,5.0,3.0,17.0,215.0,125.0,13.0,13.0,2013.0,4.0,7.0,60.0,60.0,15.0,"[1050, 1002, 1015, 2040, 2079, 2015]",['strategy']
Circle of Life,184730,108.0,6.76389,5.57671,2.0,3.0,42.0,0.0,6.0,60.0,40.0,332.0,2.0,13.0,2015.0,2.0,2.0,20.0,40.0,10.0,"[1009, 2080, 2026, 2048, 1120]",['abstract']
Far Away,262939,70.0,7.98143,5.57668,3.0,9.0,30.0,9.0,80.0,432.0,309.0,105.0,12.0,33.0,2020.0,2.0,2.0,90.0,150.0,13.0,"[2893, 2023, 1020, 2011, 2028, 2822, 1016, 1113]",[]
GolfProfi,5143,95.0,6.79211,5.57667,2.0,14.0,74.0,9.0,27.0,56.0,152.0,304.0,3.0,30.0,2002.0,1.0,4.0,120.0,120.0,10.0,"[2072, 1038]",[]
Mint Cooperative,282765,155.0,6.39387,5.57638,1.4286,7.0,78.0,24.0,18.0,145.0,1447.0,538.0,118.0,538.0,2020.0,1.0,4.0,15.0,30.0,14.0,"[2046, 1002, 2023, 1017, 2072, 1079, 2015]",[]
Manager,538,131.0,6.45534,5.57664,2.5333,15.0,40.0,10.0,12.0,21.0,203.0,108.0,1.0,10.0,1979.0,3.0,6.0,60.0,60.0,10.0,"[1021, 2020, 2005]",[]
For Honor and Glory: War of 1812 Land and Naval Battles,18652,72.0,7.30833,5.57664,2.0,13.0,108.0,15.0,25.0,62.0,221.0,116.0,3.0,30.0,2005.0,2.0,4.0,30.0,30.0,12.0,"[2001, 2072, 2026, 2011, 1051, 1008, 1019]",['war']
