Name,id,usersrated,average,baverage,avgweight,numweights,numgeeklists,numtrading,numwanting,numwish,numowned,numplays,numplays_month,numfans,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime,minage,categories,types
Power Struggle,55697,2210.0,6.99022,6.37802,3.3443,212.0,1947.0,316.0,56.0,379.0,3234.0,3366.0,76.0,76.0,2009.0,3.0,5.0,105.0,105.0,12.0,"[2080, 2913, 1079, 1026]",['strategy']
Call of Cthulhu: The Card Game,40270,2933.0,6.90867,6.37712,2.894,217.0,1304.0,306.0,101.0,535.0,5258.0,9597.0,402.0,402.0,2008.0,2.0,2.0,30.0,30.0,13.0,"[2041, 1002, 1044, 2664, 1010, 2040, 1024, 1093]","['customizable', 'strategy']"
Oceanos,192860,2864.0,6.87284,6.37613,1.807,57.0,869.0,204.0,135.0,954.0,4922.0,7923.0,20.0,86.0,2016.0,2.0,5.0,30.0,45.0,8.0,"[1089, 2041, 1020, 1008, 2004, 2020]",['family']
Junta,242,5381.0,6.69749,6.37548,2.8648,466.0,2250.0,469.0,118.0,659.0,8504.0,3430.0,1.0,210.0,1978.0,2.0,7.0,240.0,240.0,16.0,"[2046, 1023, 2072, 2040, 1079, 1033, 1026, 1001, 2020, 2008, 2015, 2017, 1019]","['thematic', 'strategy']"
Rise of Empires,30658,2013.0,7.04548,6.37559,3.5475,221.0,1110.0,175.0,111.0,531.0,2935.0,2839.0,67.0,67.0,2009.0,2.0,5.0,180.0,180.0,12.0,"[1050, 2080, 1015, 2079, 2082]",['strategy']
Pickomino,15818,8903.0,6.55665,6.37602,1.148,743.0,1760.0,168.0,142.0,570.0,13179.0,62842.0,210.0,114.0,2005.0,2.0,7.0,20.0,20.0,8.0,"[1089, 1017, 2072, 2661, 2870]",['family']
Puzzle Strike (Third Edition),123607,1727.0,7.22137,6.37559,2.699,103.0,542.0,132.0,159.0,565.0,2225.0,7692.0,34.0,128.0,2012.0,2.0,4.0,20.0,20.0,10.0,"[1002, 2664, 1010, 2040, 2015, 1101]",['strategy']
Museum,204505,1705.0,7.25709,6.37678,2.5435,46.0,415.0,43.0,241.0,1396.0,3290.0,4873.0,60.0,439.0,2019.0,2.0,4.0,30.0,60.0,12.0,"[2041, 1002, 2004, 2008]",['family']
Spyfall 2,193308,2223.0,7.00559,6.37444,1.3333,30.0,273.0,114.0,117.0,794.0,5223.0,7786.0,30.0,47.0,2016.0,3.0,12.0,15.0,15.0,13.0,"[2073, 1023, 1039, 1079, 2047, 1030, 2028, 1081, 2017]",['party']
Scotland Yard,438,14184.0,6.50809,6.37424,1.956,932.0,4638.0,922.0,111.0,943.0,23195.0,21066.0,62.0,314.0,1983.0,3.0,6.0,45.0,45.0,10.0,"[1039, 2967, 2078, 2016, 2019, 1097]",['family']
The Civil War 1861-1865,2081,1157.0,7.70736,6.37339,3.8045,179.0,826.0,105.0,66.0,235.0,2754.0,699.0,1.0,161.0,1983.0,2.0,2.0,120.0,1200.0,12.0,"[1048, 1102, 2072, 2676, 2026, 2947, 2710, 2855, 2822, 2070, 1019]",['war']
The Climbers,34297,2762.0,6.86269,6.37275,1.8252,103.0,908.0,121.0,290.0,963.0,3645.0,10092.0,18.0,85.0,2008.0,2.0,5.0,45.0,45.0,8.0,"[1009, 2011, 1031, 2944, 2002]","['abstract', 'family']"
Beasty Bar,165950,3183.0,6.8186,6.37268,1.4196,112.0,471.0,113.0,79.0,454.0,4667.0,13713.0,51.0,63.0,2014.0,2.0,4.0,20.0,20.0,8.0,"[2689, 1089, 1002, 2040, 1079, 2686]",['family']
City of Iron,123499,1627.0,7.20436,6.37198,3.2373,118.0,766.0,127.0,169.0,813.0,2209.0,2924.0,1.0,152.0,2013.0,2.0,4.0,120.0,120.0,13.0,"[2001, 2080, 2041, 1002, 1029, 1015, 2664, 1021, 1010, 2040, 2015]",['strategy']
Space Crusade,1568,2691.0,7.00966,6.37183,2.2913,230.0,533.0,92.0,175.0,397.0,4543.0,2630.0,1.0,246.0,1990.0,2.0,4.0,120.0,120.0,10.0,"[2072, 2676, 1047, 2011, 1016, 2070, 2015]",['thematic']
Solenia,254018,1812.0,7.1464,6.37161,2.1967,61.0,407.0,68.0,200.0,1183.0,2866.0,5737.0,46.0,123.0,2018.0,1.0,4.0,30.0,45.0,10.0,"[2957, 1002, 1020, 1010, 2040, 2011, 2007, 2819]","['strategy', 'family']"
DOOM: The Board Game,205317,1544.0,7.48223,6.36951,2.9048,42.0,297.0,76.0,131.0,1001.0,3532.0,2360.0,4.0,221.0,2016.0,2.0,5.0,120.0,180.0,14.0,"[2664, 2072, 1046, 2676, 2040, 1047, 2011, 2019, 2015, 1101]","['thematic', 'strategy']"
Arctic Scavengers,41933,2931.0,6.84904,6.36922,2.259,139.0,1026.0,166.0,165.0,1038.0,3478.0,6500.0,2.0,205.0,2009.0,2.0,5.0,45.0,60.0,12.0,"[1023, 2041, 1002, 2664, 1046, 2040]",['strategy']
World in Flames,1499,1330.0,7.59891,6.36806,4.6277,274.0,1240.0,120.0,68.0,388.0,2625.0,1442.0,1.0,223.0,1985.0,2.0,7.0,120.0,6000.0,12.0,"[2046, 2901, 2072, 2676, 2026, 2947, 2965, 1008, 2078, 2070, 1019, 1049]",['war']
Tiny Epic Kingdoms,148951,6991.0,6.60215,6.36774,2.0903,277.0,2546.0,653.0,136.0,1054.0,16890.0,13903.0,25.0,786.0,2014.0,2.0,5.0,30.0,45.0,13.0,"[2080, 2046, 2012, 1023, 1015, 1010, 1046, 2843, 1035, 1120, 2686, 2079, 2015, 2082]",['strategy']
Indigo,116954,2880.0,6.84487,6.36655,1.4706,153.0,691.0,111.0,203.0,862.0,4224.0,10680.0,33.0,84.0,2012.0,2.0,4.0,30.0,30.0,8.0,"[1009, 2081, 2078, 2002]","['abstract', 'family']"
Walnut Grove,103185,2150.0,6.97279,6.36644,2.465,157.0,1238.0,63.0,352.0,999.0,2191.0,7097.0,5.0,79.0,2011.0,1.0,4.0,30.0,60.0,10.0,"[1055, 1013, 2002, 2082]",['strategy']
Successors (Third Edition),26457,1183.0,7.52124,6.36682,3.3125,144.0,788.0,35.0,194.0,812.0,1592.0,1830.0,2.0,144.0,2008.0,2.0,4.0,300.0,300.0,12.0,"[1050, 2080, 2018, 2072, 2007, 2078, 2070, 1019]",['war']
BANG!,3955,26242.0,6.51294,6.36575,1.6361,2102.0,5473.0,1004.0,128.0,1635.0,31747.0,73246.0,167.0,781.0,2002.0,4.0,7.0,20.0,40.0,10.0,"[1055, 1023, 1002, 1039, 1046, 2040, 2891, 2871, 2685, 2686, 2019, 2015]",['party']
Ys,12761,2479.0,6.89875,6.36508,2.9198,324.0,1300.0,203.0,142.0,434.0,3425.0,3769.0,34.0,34.0,2004.0,2.0,4.0,90.0,90.0,12.0,"[2080, 2012, 1023, 2013, 1035]",['strategy']
Black Sonata,231218,1180.0,7.58062,6.36709,2.0732,41.0,434.0,53.0,147.0,737.0,3299.0,4972.0,201.0,207.0,2017.0,1.0,1.0,30.0,30.0,12.0,"[2689, 1039, 2967, 2078, 1120, 2661, 1070, 2819]",['strategy']
NEOM,246663,1345.0,7.38304,6.3649,2.5333,45.0,302.0,56.0,171.0,700.0,1974.0,5634.0,50.0,63.0,2018.0,1.0,5.0,45.0,45.0,10.0,"[2041, 1029, 2883, 2819, 2002]",['strategy']
Hab & Gut,38863,1861.0,7.07488,6.36395,2.1818,165.0,587.0,30.0,242.0,628.0,1611.0,4310.0,2.0,62.0,2008.0,3.0,5.0,45.0,45.0,10.0,"[1021, 2040, 2005]",['strategy']
Himalaya,3800,2113.0,6.99523,6.36336,2.5764,229.0,857.0,74.0,200.0,491.0,2099.0,3410.0,52.0,52.0,2002.0,3.0,4.0,60.0,60.0,8.0,"[2689, 2080, 1021, 1035, 2007, 1001, 2004, 2020]",['strategy']
The Rose King,201,3130.0,6.79817,6.36302,1.9558,226.0,855.0,167.0,112.0,469.0,4973.0,13505.0,25.0,62.0,1992.0,2.0,4.0,30.0,30.0,10.0,"[1009, 2080, 2040, 1035, 2002]",['abstract']
Pueblo,3228,2387.0,6.91993,6.36178,2.2562,203.0,785.0,41.0,299.0,747.0,2374.0,4649.0,6.0,39.0,2002.0,2.0,4.0,60.0,60.0,10.0,"[1009, 2043, 2002]",['abstract']
Backgammon,2397,11557.0,6.5352,6.36172,2.0153,915.0,2022.0,128.0,20.0,222.0,17505.0,83124.0,523.0,294.0,3000.0,2.0,2.0,30.0,30.0,8.0,"[1009, 2847, 2014, 1017, 2072, 2035, 2939]",['abstract']
Battle Cry: 150th Civil War Anniversary Edition,88827,1136.0,7.62051,6.36105,2.0722,97.0,418.0,48.0,106.0,379.0,2146.0,3419.0,4.0,196.0,2010.0,2.0,2.0,45.0,45.0,12.0,"[1048, 2018, 1102, 2072, 2040, 2011, 1019]",['war']
Revolution!,34887,4087.0,6.72285,6.35867,2.0407,246.0,1485.0,189.0,178.0,855.0,4927.0,8053.0,7.0,180.0,2009.0,3.0,4.0,60.0,60.0,13.0,"[2080, 2012, 1023, 1039, 2927, 1001, 2020]","['strategy', 'family']"
Pirate's Cove,2987,7923.0,6.57443,6.35801,2.0063,790.0,2960.0,443.0,253.0,1259.0,10161.0,13034.0,7.0,182.0,2002.0,3.0,5.0,60.0,90.0,8.0,"[1022, 2072, 1046, 2040, 1008, 2007, 1090, 2020]",['family']
On the Underground,24773,2372.0,6.9087,6.35792,2.4361,321.0,1105.0,67.0,168.0,611.0,2066.0,6426.0,1.0,50.0,2006.0,2.0,5.0,60.0,60.0,7.0,"[2081, 1034, 1011]",['strategy']
Risk 2210 A.D.,1829,6665.0,6.69907,6.35736,2.7188,601.0,2649.0,639.0,90.0,512.0,11660.0,4551.0,4.0,362.0,2001.0,2.0,5.0,240.0,240.0,10.0,"[2080, 2046, 2012, 2072, 1016, 1086, 2015, 1019]",['war']
Shogi,2065,1522.0,7.35844,6.35719,3.8169,142.0,571.0,49.0,48.0,398.0,2577.0,3553.0,27.0,126.0,1587.0,2.0,2.0,60.0,60.0,8.0,"[1009, 2676, 2040, 2946, 2940]",['abstract']
Ogre,5206,2662.0,6.94517,6.35686,2.3469,294.0,1924.0,332.0,122.0,533.0,7813.0,3532.0,452.0,452.0,1977.0,1.0,3.0,45.0,45.0,10.0,"[2072, 1046, 2676, 2026, 2947, 2055, 2855, 2822, 1016, 2070, 2015, 2897, 1019]",['war']
Wildcatters,146910,1058.0,7.58778,6.35434,3.8806,67.0,577.0,69.0,162.0,599.0,1890.0,2229.0,3.0,80.0,2013.0,2.0,4.0,120.0,120.0,12.0,"[2080, 1021, 1088, 2081, 2007, 2005, 1011]",['strategy']
Fields of Fire,22877,1057.0,7.7923,6.35483,4.1964,224.0,1055.0,107.0,189.0,853.0,3211.0,2810.0,11.0,308.0,2008.0,1.0,1.0,300.0,300.0,12.0,"[2018, 1091, 2011, 2819, 1109, 1019, 1049]",['war']
The Ancient World,147253,1967.0,7.04499,6.35462,2.7212,104.0,798.0,128.0,202.0,947.0,2972.0,3880.0,2.0,179.0,2014.0,2.0,4.0,90.0,90.0,13.0,"[1050, 2041, 1015, 2072, 1010, 2004, 2082]",['strategy']
Werewords Deluxe Edition,245422,1072.0,7.59415,6.35406,1.2857,14.0,131.0,39.0,62.0,320.0,2604.0,10802.0,32.0,47.0,2018.0,2.0,20.0,10.0,10.0,8.0,"[1039, 2891, 1030, 2814, 2015, 2017, 1025]",['party']
Etherfields,280794,993.0,8.29127,6.35248,3.4533,75.0,188.0,33.0,151.0,1592.0,3123.0,3679.0,439.0,796.0,2020.0,1.0,4.0,90.0,180.0,12.0,"[1022, 2023, 2664, 1020, 1010, 2676, 1047, 2011, 2028, 2819, 2027]",['thematic']
Oregon,31497,3211.0,6.76927,6.35325,2.1497,334.0,1380.0,111.0,150.0,497.0,2971.0,18700.0,23.0,86.0,2007.0,2.0,4.0,45.0,45.0,8.0,"[1055, 2080, 2002]","['strategy', 'family']"
Praga Caput Regni,308765,690.0,8.46736,6.36136,3.6081,74.0,151.0,6.0,378.0,2539.0,1641.0,1986.0,464.0,195.0,2020.0,1.0,4.0,30.0,120.0,12.0,"[2080, 1029, 2875, 2026, 2902, 1035, 1028, 2944, 2002, 2939, 2897]",['strategy']
Coloma,264982,1226.0,7.44332,6.35277,2.9423,52.0,208.0,30.0,247.0,1057.0,1969.0,2663.0,25.0,142.0,2019.0,1.0,6.0,60.0,90.0,13.0,"[1055, 1029, 2875, 2040, 2813, 2020, 2819, 2079, 2015, 2082]",['strategy']
Forge War,146221,1498.0,7.28239,6.35207,3.7658,111.0,1049.0,188.0,143.0,827.0,2858.0,2941.0,4.0,287.0,2015.0,1.0,4.0,60.0,180.0,12.0,"[1022, 1021, 1010, 2676, 1088, 1035, 2011, 2028, 2079, 2082]",['strategy']
"Artifacts, Inc.",168609,2958.0,6.80393,6.35189,2.1607,112.0,929.0,251.0,149.0,797.0,5018.0,6137.0,3.0,149.0,2014.0,2.0,4.0,60.0,60.0,13.0,"[2001, 1022, 2080, 2041, 1002, 2072, 1021, 1020, 2004, 2082, 2935]","['strategy', 'family']"
A House Divided: War Between the States 1861-65,701,1903.0,7.0776,6.35195,2.642,243.0,1311.0,230.0,100.0,386.0,3934.0,2334.0,118.0,118.0,1981.0,2.0,2.0,240.0,240.0,12.0,"[1048, 1102, 2072, 2078, 2710, 2070, 1019]",['war']
Android,39339,3706.0,6.74104,6.35186,3.9654,433.0,2066.0,302.0,173.0,1009.0,6053.0,4276.0,18.0,354.0,2008.0,3.0,5.0,180.0,180.0,13.0,"[2001, 2883, 2040, 1040, 2081, 1016, 2686, 2015]",['thematic']
Exit: The Game – The Mysterious Museum,244918,1469.0,7.25751,6.35141,2.1071,28.0,101.0,25.0,72.0,356.0,3047.0,2038.0,30.0,14.0,2018.0,1.0,4.0,45.0,90.0,10.0,"[2023, 1039]",[]
Project: ELITE,256999,768.0,8.14855,6.35545,2.2941,17.0,156.0,18.0,157.0,871.0,2011.0,2545.0,72.0,157.0,2020.0,1.0,6.0,60.0,60.0,14.0,"[2023, 2072, 2882, 1046, 2676, 2975, 1047, 1037, 2831, 1016, 2015]",['thematic']
Gulo Gulo,6351,2750.0,6.84235,6.35039,1.0813,320.0,1406.0,89.0,310.0,884.0,2858.0,16653.0,22.0,44.0,2003.0,2.0,6.0,15.0,20.0,5.0,"[1032, 1089, 1041, 1079, 2011, 2989]","[""children's""]"
DC Comics Dice Masters: Justice League,138649,1356.0,7.35205,6.35013,2.2121,33.0,250.0,153.0,30.0,167.0,3191.0,4000.0,1.0,108.0,2015.0,2.0,2.0,60.0,60.0,14.0,"[1044, 1116, 2664, 1017, 2072]",['customizable']
Empires in Arms,254,1239.0,7.59184,6.35002,4.4175,206.0,716.0,62.0,82.0,369.0,2120.0,852.0,152.0,152.0,1983.0,2.0,7.0,120.0,12000.0,14.0,"[2046, 2072, 1021, 2947, 1051, 1026, 1001, 2016, 2070, 2015, 2897, 1019]",['war']
Mordheim: City of the Damned,3565,1609.0,7.30749,6.34992,3.0882,136.0,257.0,21.0,69.0,229.0,1953.0,2390.0,150.0,150.0,1999.0,2.0,6.0,60.0,60.0,10.0,"[2072, 1020, 1010, 1046, 1024, 2949, 1047, 2011, 2028, 2015, 1019]","['war', 'thematic']"
Bargain Quest,223740,2161.0,7.02899,6.3497,1.9412,51.0,297.0,115.0,270.0,1546.0,4661.0,4992.0,40.0,177.0,2017.0,2.0,6.0,30.0,60.0,8.0,"[2012, 2041, 1002, 1010, 2040]","['thematic', 'family']"
Legendary Encounters: A Firefly Deck Building Game,195571,1695.0,7.16149,6.34969,2.6333,30.0,624.0,127.0,137.0,810.0,4151.0,5442.0,42.0,127.0,2016.0,1.0,5.0,45.0,90.0,14.0,"[1002, 2023, 2664, 1064, 1016, 2819]",['thematic']
51st State,73369,2841.0,6.8248,6.34906,3.1144,236.0,1865.0,335.0,69.0,579.0,3524.0,7502.0,2.0,198.0,2010.0,2.0,4.0,40.0,90.0,10.0,"[2041, 1002, 1029, 1021, 2040, 1016, 2015]",['strategy']
Pergamon,90040,2290.0,6.91244,6.34921,2.2473,186.0,895.0,110.0,165.0,502.0,2405.0,5990.0,60.0,68.0,2011.0,2.0,4.0,45.0,45.0,10.0,"[1050, 2004, 2002]","['strategy', 'family']"
Welcome Back to the Dungeon,195043,3196.0,6.79464,6.34884,1.3696,46.0,326.0,166.0,86.0,602.0,7254.0,5854.0,32.0,64.0,2016.0,2.0,4.0,30.0,30.0,10.0,"[1023, 1002, 1010, 1046, 2047, 2685, 2661]","['party', 'family']"
PitchCar Mini,14254,2077.0,6.9623,6.34759,1.1467,150.0,592.0,52.0,216.0,438.0,2421.0,10486.0,23.0,42.0,2003.0,2.0,8.0,30.0,30.0,6.0,"[1032, 2860, 2876, 1031]","['party', 'family']"
Samurai Spirit,158900,4322.0,6.67053,6.34684,2.1512,172.0,1632.0,458.0,105.0,938.0,7497.0,14176.0,26.0,190.0,2014.0,1.0,7.0,30.0,30.0,9.0,"[1089, 2023, 1010, 1046, 2661, 2015]",['strategy']
A Study in Emerald (Second Edition),178054,2301.0,6.9352,6.34553,2.9407,118.0,730.0,149.0,245.0,958.0,4062.0,4278.0,4.0,125.0,2015.0,2.0,5.0,60.0,60.0,13.0,"[2080, 2012, 2041, 2664, 2040, 1024, 1040, 1093, 2078, 1001, 1081, 2019, 2481]","['thematic', 'strategy']"
Exit: The Game – The Forbidden Castle,215840,2401.0,6.88918,6.34457,3.2821,39.0,200.0,56.0,58.0,329.0,5357.0,2868.0,21.0,22.0,2017.0,1.0,4.0,45.0,90.0,12.0,"[2023, 1039, 1028, 1037]",['thematic']
The Red Dragon Inn 2,33451,2795.0,6.90611,6.34556,1.802,101.0,320.0,116.0,126.0,533.0,5966.0,3475.0,2.0,108.0,2008.0,2.0,4.0,45.0,45.0,13.0,"[2014, 1002, 1010, 2040, 1079, 1035, 1030, 2685, 2015]","['thematic', 'party']"
Escape the Dark Castle,227456,2160.0,7.63947,6.34547,1.2468,77.0,246.0,29.0,175.0,903.0,3445.0,5389.0,27.0,357.0,2017.0,1.0,4.0,20.0,45.0,14.0,"[1022, 1002, 2023, 1017, 2072, 1010, 1024, 2055, 2661, 2028, 2819, 2027]",['thematic']
Dungeons & Dragons Dice Masters: Battle for Faerûn,160902,1444.0,7.27229,6.34447,2.1864,59.0,573.0,205.0,42.0,207.0,3524.0,4547.0,16.0,205.0,2015.0,2.0,2.0,30.0,60.0,14.0,"[1044, 2664, 1017, 2072, 1010, 1046, 2015]",['customizable']
Bloodborne: The Card Game,195856,2836.0,6.92667,6.34425,2.0755,53.0,407.0,160.0,84.0,727.0,5081.0,5350.0,21.0,161.0,2016.0,3.0,5.0,30.0,45.0,14.0,"[2041, 1002, 2072, 1010, 2040, 1024, 2661, 2004, 2020, 2015, 1101]",['thematic']
Leonardo da Vinci,21920,3363.0,6.75684,6.34418,3.1882,441.0,2709.0,433.0,57.0,390.0,4584.0,5033.0,1.0,48.0,2006.0,2.0,5.0,90.0,90.0,12.0,"[2080, 2040, 1070, 2082]",['strategy']
Space Cadets: Dice Duel,142079,2896.0,6.79599,6.34398,2.08,100.0,1731.0,349.0,194.0,1000.0,4787.0,6367.0,1.0,114.0,2013.0,4.0,8.0,30.0,30.0,12.0,"[2689, 1017, 2072, 1046, 2676, 1030, 1037, 1016, 1113, 2019]",['thematic']
Indian Summer,233678,2933.0,6.81617,6.34338,2.1452,62.0,723.0,152.0,192.0,1066.0,5061.0,11191.0,72.0,107.0,2017.0,1.0,4.0,15.0,60.0,10.0,"[1009, 1089, 1084, 2978, 2048, 1028, 2002]",['family']
The Lord of the Ice Garden,157917,1075.0,7.66985,6.34283,4.0571,105.0,386.0,63.0,86.0,548.0,2047.0,1645.0,3.0,205.0,2014.0,1.0,4.0,90.0,90.0,14.0,"[2001, 2689, 2080, 1010, 1046, 1035, 1082, 1093, 1016, 2079, 2015, 2082]",['strategy']
Dice Settlers,230267,2021.0,7.0071,6.34277,2.9333,60.0,562.0,153.0,163.0,958.0,4093.0,5896.0,45.0,375.0,2018.0,1.0,4.0,45.0,60.0,14.0,"[1055, 2080, 1015, 2664, 1017, 2072, 1020, 2959, 2004, 2819, 1086, 2002]",['strategy']
Kingdoms,119,4633.0,6.63677,6.34216,1.8289,415.0,1537.0,302.0,97.0,458.0,6027.0,10612.0,11.0,82.0,1994.0,2.0,4.0,45.0,45.0,9.0,"[1009, 1010, 1035, 2002]","['abstract', 'strategy']"
Fireteam Zero,149776,1269.0,7.53237,6.3421,2.7692,39.0,511.0,62.0,138.0,761.0,2510.0,3679.0,12.0,494.0,2015.0,1.0,4.0,90.0,90.0,14.0,"[1022, 2023, 2664, 2072, 1010, 1046, 1024, 1047, 2027, 2015, 1049]",['strategy']
Beyond Balderdash,1544,2953.0,6.82978,6.34168,1.4734,207.0,896.0,156.0,35.0,327.0,4557.0,3374.0,2.0,52.0,1993.0,2.0,6.0,45.0,45.0,10.0,"[1023, 2055, 1030, 2017, 1025]",['party']
Timeline: Discoveries,99975,3468.0,6.73878,6.33979,1.1802,111.0,307.0,70.0,107.0,433.0,6807.0,10032.0,22.0,41.0,2011.0,2.0,8.0,15.0,15.0,8.0,"[1002, 1094, 1027]",['family']
Krosmaster: Arena,112138,3420.0,6.79153,6.33989,2.6705,173.0,1423.0,431.0,104.0,661.0,7060.0,7570.0,6.0,334.0,2012.0,2.0,4.0,45.0,60.0,14.0,"[2001, 2041, 1044, 2072, 1010, 1046, 2676, 1047, 2015]",['customizable']
The Great Heartland Hauling Co.,111417,2327.0,6.90474,6.33892,1.8545,110.0,920.0,153.0,148.0,561.0,3822.0,7440.0,6.0,138.0,2013.0,2.0,4.0,30.0,30.0,10.0,"[2040, 2011, 2007, 1011]","['strategy', 'family']"
Axis & Allies,10093,5792.0,6.70096,6.3389,3.2135,609.0,1517.0,375.0,52.0,323.0,7535.0,5282.0,186.0,186.0,2004.0,2.0,5.0,240.0,240.0,12.0,"[2046, 2072, 1021, 2019, 1019, 1049]",['war']
Ascension: Rise of Vigil,138233,1617.0,7.18675,6.3387,2.2754,69.0,341.0,105.0,55.0,229.0,3126.0,11942.0,18.0,81.0,2013.0,2.0,4.0,30.0,30.0,13.0,"[2041, 1002, 2664, 1010, 2040]",['strategy']
Paris: La Cité de la Lumière,276498,1140.0,7.57056,6.34009,2.1515,33.0,102.0,22.0,163.0,871.0,2562.0,3683.0,179.0,71.0,2019.0,2.0,2.0,30.0,30.0,8.0,"[1009, 2838, 2080, 1029, 2984, 1028, 2002]",['abstract']
Mystery of the Abbey,915,7644.0,6.53825,6.33805,2.2037,702.0,2330.0,304.0,371.0,1558.0,9358.0,9983.0,12.0,162.0,1995.0,3.0,6.0,60.0,90.0,8.0,"[2046, 1039, 2072, 2850, 2040, 1035, 1040, 2055, 1115, 2004]",['family']
Claim,233961,2074.0,6.99546,6.33842,1.7317,41.0,296.0,85.0,69.0,563.0,4942.0,12749.0,190.0,58.0,2017.0,2.0,2.0,25.0,25.0,10.0,"[1002, 1010, 2009]",['family']
Transatlantic,163805,1645.0,7.12133,6.33623,3.1489,47.0,934.0,105.0,129.0,779.0,2167.0,3955.0,10.0,121.0,2017.0,2.0,4.0,60.0,120.0,12.0,"[2839, 2664, 1021, 1088, 2011, 1008, 1011]",['strategy']
Middara: Unintentional Malum – Act 1,169427,785.0,8.7092,6.33597,3.8167,60.0,330.0,11.0,247.0,1507.0,1631.0,3254.0,3.0,1288.0,2019.0,1.0,4.0,60.0,60.0,15.0,"[2001, 1022, 2023, 2072, 1020, 1010, 1046, 2676, 2040, 1047, 2011, 2028, 2822, 2819, 2027, 2015]",['thematic']
Unlock!: Secret Adventures – The Adventurers of Oz,245354,1101.0,7.49809,6.33614,2.875,16.0,202.0,91.0,76.0,172.0,1968.0,1481.0,7.0,16.0,2018.0,1.0,6.0,60.0,60.0,10.0,"[1002, 2023, 1020, 1028, 1037, 2027]",[]
König von Siam,29937,2149.0,6.91771,6.33532,2.6977,258.0,984.0,55.0,158.0,507.0,1732.0,5845.0,56.0,61.0,2007.0,2.0,4.0,30.0,30.0,12.0,"[2080, 2018, 2040, 2960, 1001, 2884, 2019, 2830, 2897]",['strategy']
Ticket to Ride: Germany,225244,1066.0,7.64257,6.33502,1.7667,30.0,115.0,17.0,116.0,517.0,2346.0,3098.0,28.0,29.0,2017.0,2.0,5.0,30.0,60.0,8.0,"[2041, 2040, 2081, 2004, 1034, 1011]",['family']
A Victory Lost: Crisis in Ukraine 1942-1943,19622,1021.0,7.68584,6.33527,2.5769,182.0,744.0,37.0,135.0,532.0,1944.0,1329.0,2.0,88.0,2006.0,2.0,2.0,360.0,360.0,12.0,"[2057, 2072, 2676, 2026, 2855, 2070, 1019, 1049, 2974]",['war']
Unlock!: Mystery Adventures – The House on the Hill,230303,1750.0,7.06053,6.33453,1.7619,21.0,447.0,195.0,46.0,143.0,3312.0,2742.0,11.0,18.0,2017.0,1.0,6.0,60.0,60.0,10.0,"[1002, 2023, 1020, 1028, 1037, 2027]","['thematic', 'family']"
The Bottle Imp,619,3248.0,6.73425,6.33381,1.875,256.0,1177.0,164.0,142.0,540.0,4670.0,9638.0,21.0,58.0,1995.0,2.0,4.0,30.0,30.0,10.0,"[1002, 1093, 2823, 2009]","['strategy', 'family']"
1862: Railway Mania in the Eastern Counties,66837,643.0,8.35469,6.33376,4.5333,60.0,438.0,36.0,103.0,337.0,1805.0,2732.0,14.0,66.0,2013.0,1.0,8.0,120.0,300.0,14.0,"[2012, 1021, 2900, 2081, 2911, 2005, 2002, 1034, 2874]",['strategy']
Warfighter: The Tactical Special Forces Card Game,149951,1107.0,7.71281,6.33303,2.7128,94.0,659.0,90.0,139.0,577.0,2349.0,3883.0,12.0,264.0,2014.0,1.0,6.0,30.0,180.0,0.0,"[2001, 2018, 1002, 2023, 2072, 2040, 1069, 2819, 2015, 1019]",['war']
La Cosa Nostra,151771,1024.0,7.70902,6.3323,2.6739,46.0,229.0,57.0,35.0,293.0,2000.0,1651.0,6.0,116.0,2014.0,3.0,5.0,90.0,90.0,16.0,"[1023, 1002, 2072, 2040, 1033, 1026, 2686, 2019]",['thematic']
Evo (Second Edition),107255,2113.0,6.95426,6.33256,2.3704,135.0,498.0,62.0,165.0,561.0,2250.0,3617.0,4.0,73.0,2011.0,2.0,5.0,60.0,60.0,14.0,"[2046, 2012, 1036, 1016, 2015, 2874]","['strategy', 'family']"
GKR: Heavy Hitters,187700,1198.0,7.71957,6.33186,2.775,40.0,189.0,61.0,126.0,618.0,2630.0,1753.0,10.0,259.0,2018.0,1.0,4.0,60.0,120.0,12.0,"[2689, 2080, 2664, 2072, 2676, 2040, 1047, 1069, 1016, 2686, 1019]","['war', 'thematic']"
Imhotep: The Duel,255674,1508.0,7.20181,6.33164,1.88,25.0,224.0,61.0,119.0,650.0,3421.0,5283.0,71.0,47.0,2018.0,2.0,2.0,30.0,30.0,10.0,"[1050, 2080, 2011, 2004, 2082]",['family']
Navajo Wars,102435,790.0,8.02487,6.33184,3.8317,101.0,942.0,69.0,315.0,1005.0,2382.0,2423.0,23.0,189.0,2013.0,1.0,2.0,120.0,120.0,12.0,"[1108, 1055, 2018, 2078, 2710, 2819, 1019]",['war']
Helvetia,103092,1944.0,6.98353,6.33155,3.0559,143.0,869.0,83.0,199.0,628.0,2087.0,3440.0,3.0,75.0,2011.0,2.0,4.0,90.0,90.0,12.0,"[2001, 2080, 1029, 2082]",['strategy']
Star Trek: Attack Wing,139771,1794.0,7.5118,6.33146,2.7023,131.0,694.0,108.0,64.0,332.0,3306.0,6811.0,2.0,665.0,2013.0,2.0,99.0,60.0,60.0,14.0,"[2689, 2650, 1044, 2072, 1047, 1064, 1016, 2020, 2015, 1019]",['war']
