Name,id,usersrated,average,baverage,avgweight,numweights,numgeeklists,numtrading,numwanting,numwish,numowned,numplays,numplays_month,numfans,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime,minage,categories,types
Scott Pilgrim's Precious Little Card Game,223518,380.0,6.25067,5.63273,2.6923,13.0,190.0,63.0,31.0,268.0,1267.0,775.0,122.0,122.0,2017.0,1.0,4.0,45.0,60.0,13.0,"[1116, 2664, 2015]",[]
Cornerstone Essential,86415,205.0,6.62195,5.63273,1.6667,18.0,133.0,5.0,29.0,64.0,264.0,755.0,7.0,70.0,2010.0,2.0,4.0,45.0,45.0,8.0,"[1009, 1032, 2072, 2081, 2019]",[]
Swinging Jivecat Voodoo Lounge,99655,214.0,6.56472,5.63264,2.625,16.0,193.0,45.0,18.0,105.0,613.0,533.0,1.0,170.0,2016.0,2.0,5.0,60.0,60.0,21.0,"[2080, 2040, 1118, 2081, 1098, 2048, 1086]",[]
Arena Maximus,7719,975.0,5.87536,5.63262,1.8235,119.0,726.0,162.0,13.0,81.0,1595.0,1272.0,11.0,11.0,2003.0,2.0,5.0,45.0,60.0,10.0,"[1010, 2040, 1031]",['thematic']
The White Tribe: Rhodesia's War 1966-1980,248928,83.0,8.40602,5.63261,3.1818,11.0,65.0,1.0,61.0,178.0,226.0,104.0,1.0,23.0,2018.0,1.0,1.0,120.0,180.0,12.0,"[2080, 2046, 2057, 1102, 2072, 1021, 1069, 2947, 1001, 2070, 2819, 1019]",['war']
Yokai Septet,251433,125.0,7.27221,5.63259,2.0,4.0,35.0,8.0,20.0,95.0,299.0,329.0,4.0,71.0,2018.0,3.0,4.0,30.0,45.0,10.0,"[1002, 1010, 1082, 2019, 2009]",[]
Cauldron,173759,219.0,6.99817,5.63256,2.4737,19.0,80.0,32.0,9.0,98.0,504.0,367.0,72.0,72.0,2015.0,2.0,5.0,60.0,90.0,11.0,"[2072, 1021, 1010, 2011, 2004, 2686, 2015]","['strategy', 'family']"
Liberation,251442,149.0,7.06208,5.63255,2.3333,6.0,36.0,13.0,22.0,101.0,739.0,472.0,25.0,25.0,2018.0,2.0,2.0,20.0,25.0,13.0,"[1002, 1039, 1020, 2040, 1016, 1113, 2686, 1086, 2015]",[]
Rails of New England,67361,244.0,6.50246,5.63255,3.3226,31.0,375.0,29.0,30.0,101.0,473.0,601.0,2.0,21.0,2011.0,2.0,5.0,180.0,180.0,13.0,"[2041, 1021, 1088, 2081, 1034]","['thematic', 'strategy']"
Foodfighters,178839,224.0,6.61866,5.63254,1.25,12.0,130.0,22.0,12.0,81.0,588.0,748.0,15.0,38.0,2015.0,2.0,2.0,20.0,30.0,8.0,"[1041, 1017, 2072, 2004, 2015]",[]
Fiji,21704,908.0,5.85825,5.63253,1.7596,104.0,514.0,82.0,22.0,90.0,1204.0,1736.0,9.0,90.0,2006.0,2.0,5.0,30.0,30.0,10.0,"[2012, 1079, 2004]",['family']
MERCS: Recon – Counter Threat,154939,231.0,6.71433,5.63251,3.2857,14.0,214.0,75.0,11.0,91.0,944.0,339.0,141.0,141.0,2015.0,1.0,5.0,90.0,90.0,12.0,"[2001, 2023, 2072, 1046, 1047, 1069, 2011, 1016, 2015]",[]
Spires,199908,173.0,6.84595,5.6325,1.6667,3.0,138.0,18.0,21.0,107.0,359.0,530.0,27.0,27.0,2017.0,1.0,4.0,20.0,30.0,10.0,"[1002, 2040, 2004, 2020]",[]
Victus: Barcelona 1714,179547,111.0,7.44366,5.63234,3.5882,17.0,15.0,4.0,4.0,31.0,238.0,168.0,25.0,25.0,2015.0,1.0,4.0,180.0,180.0,12.0,"[2001, 2726, 2046, 2018, 2023, 2040, 1093, 1019]",[]
Dirtside II,5687,145.0,7.25034,5.6323,2.9677,31.0,50.0,8.0,1.0,24.0,335.0,48.0,24.0,24.0,1993.0,2.0,4.0,120.0,120.0,12.0,"[1117, 1047, 1016, 2070, 2079, 1019]",['war']
Hordes: High Command,138105,320.0,6.35406,5.63229,2.6111,18.0,286.0,105.0,10.0,58.0,1177.0,361.0,1.0,40.0,2013.0,2.0,4.0,60.0,90.0,12.0,"[2018, 1002, 2664]",[]
Alexander the Great,12248,530.0,6.05842,5.63228,2.7237,76.0,455.0,128.0,16.0,69.0,1138.0,483.0,6.0,61.0,2005.0,2.0,5.0,75.0,75.0,10.0,"[1050, 2080, 1029]",['strategy']
Triplanetary,3637,167.0,6.99796,5.63228,2.4348,23.0,129.0,23.0,53.0,163.0,597.0,144.0,43.0,43.0,1973.0,2.0,3.0,45.0,45.0,12.0,"[2072, 2026, 1016, 2070, 1019]","['war', 'thematic']"
Nut,195454,221.0,6.54991,5.63224,1.2,5.0,34.0,29.0,14.0,38.0,1209.0,894.0,7.0,70.0,2017.0,2.0,3.0,15.0,15.0,10.0,"[1009, 1089, 1002, 2048, 2004, 2002]",[]
Once Upon a Castle,244333,188.0,6.71747,5.63221,1.5,4.0,30.0,10.0,26.0,160.0,472.0,786.0,10.0,11.0,2018.0,2.0,4.0,20.0,20.0,6.0,"[1017, 2072, 1035, 2055]","[""children's"", 'family']"
"Kasserine: Rommel's Battle for Tunisia, 1943",2298,148.0,7.10676,5.63213,3.4333,30.0,71.0,15.0,27.0,56.0,533.0,96.0,10.0,10.0,2001.0,1.0,2.0,120.0,120.0,12.0,"[2072, 2026, 2070, 1019, 1049]",['war']
Tweeeet,127188,329.0,6.24616,5.6321,1.75,28.0,188.0,17.0,21.0,60.0,394.0,812.0,1.0,81.0,2012.0,2.0,6.0,30.0,30.0,7.0,"[1089, 1041, 1020, 2011, 2019]",[]
"Cannes: Stars, Scripts and Screens",4318,372.0,6.16371,5.63204,2.4828,29.0,376.0,51.0,41.0,65.0,705.0,453.0,6.0,60.0,2002.0,2.0,4.0,90.0,90.0,10.0,"[1021, 2011, 1064, 2081, 2002]",['strategy']
Iron Tide: Panzers in the Ardennes,6495,109.0,7.83349,5.63196,3.1613,31.0,96.0,10.0,31.0,91.0,335.0,128.0,24.0,24.0,2003.0,2.0,4.0,360.0,360.0,12.0,"[2057, 2072, 2026, 2070, 1019, 1049]",['war']
They Come Unseen,177725,204.0,6.79212,5.63195,2.7692,13.0,248.0,49.0,35.0,233.0,720.0,227.0,55.0,55.0,2015.0,2.0,5.0,80.0,180.0,0.0,"[2967, 1069, 1008, 2016, 2940, 2015, 1019]",['war']
Why Did the Chicken...?,10559,396.0,6.14621,5.63194,1.2162,37.0,348.0,51.0,24.0,105.0,538.0,654.0,9.0,90.0,2004.0,4.0,8.0,30.0,60.0,12.0,"[1079, 2055, 1030, 2017]",['party']
Tales & Games: The Pied Piper,189056,274.0,6.41465,5.63193,1.4286,7.0,60.0,28.0,17.0,110.0,900.0,756.0,5.0,11.0,2016.0,2.0,5.0,20.0,20.0,8.0,"[2689, 1041, 2040, 2685, 2686]",[]
Phantom Fury,91010,115.0,7.45652,5.63191,2.913,23.0,118.0,12.0,66.0,174.0,403.0,121.0,38.0,38.0,2011.0,1.0,1.0,240.0,240.0,12.0,"[2046, 2057, 2072, 1069, 1019]",['war']
Battle Beyond Space,18400,300.0,6.30144,5.63186,1.6667,27.0,452.0,51.0,57.0,294.0,540.0,676.0,40.0,40.0,2012.0,3.0,4.0,30.0,60.0,13.0,"[2018, 1016, 2015]","['war', 'thematic']"
Dungeons & Dragons Miniatures Game (Second Edition),37184,216.0,6.71296,5.63182,2.4545,22.0,68.0,11.0,28.0,29.0,466.0,411.0,1.0,28.0,2008.0,2.0,2.0,60.0,60.0,12.0,"[1044, 1017, 2072, 1010, 1046, 1047]",['customizable']
La Bataille d'Orthez,11436,110.0,7.80909,5.63182,3.8235,17.0,34.0,14.0,20.0,41.0,454.0,50.0,9.0,90.0,2000.0,1.0,2.0,180.0,180.0,12.0,"[2026, 1051, 1019]",['war']
Chachapoya,262520,134.0,7.80336,5.63179,1.8182,11.0,6.0,0.0,2.0,38.0,226.0,194.0,2.0,13.0,2019.0,2.0,4.0,30.0,45.0,9.0,"[2920, 1023, 1002, 2040, 2685, 2004]",[]
Minotaur Lords,10908,599.0,5.9665,5.63159,2.08,75.0,497.0,124.0,17.0,83.0,1213.0,1068.0,1.0,15.0,2004.0,2.0,2.0,30.0,30.0,12.0,"[2080, 1002, 1010, 1046, 2040, 2015]",['strategy']
Nut Job,180937,187.0,6.78182,5.63151,1.0,7.0,19.0,5.0,3.0,19.0,341.0,780.0,3.0,40.0,2015.0,2.0,4.0,10.0,15.0,5.0,"[1089, 1002, 1041, 1045, 2047]",[]
Gold am Orinoko,137480,218.0,6.54142,5.63151,1.3333,15.0,76.0,21.0,19.0,65.0,381.0,507.0,2.0,72.0,2013.0,2.0,4.0,20.0,20.0,7.0,"[1041, 2072]","[""children's""]"
Classic Warlord,2574,164.0,7.17542,5.63142,2.2619,42.0,114.0,6.0,32.0,81.0,229.0,268.0,26.0,26.0,2012.0,2.0,7.0,360.0,360.0,12.0,"[2080, 2046, 1069, 1019]",['war']
Beasty Bar 3: Born to Be Wild,286657,131.0,7.13878,5.6314,2.0,3.0,19.0,2.0,18.0,81.0,401.0,281.0,3.0,70.0,2019.0,2.0,4.0,20.0,20.0,8.0,"[1089, 1002, 2040, 2686]",[]
AttrAction,129946,293.0,6.30171,5.63137,1.1667,12.0,117.0,8.0,13.0,48.0,424.0,2128.0,10.0,10.0,2012.0,2.0,5.0,10.0,10.0,14.0,[1032],[]
Drive on Paris,3411,164.0,6.95427,5.63127,2.75,20.0,77.0,16.0,41.0,78.0,471.0,112.0,9.0,90.0,2000.0,2.0,2.0,300.0,300.0,12.0,"[2072, 2026, 1019, 1065]",['war']
Dragon Keepers,175636,198.0,6.77884,5.63126,1.4286,7.0,134.0,27.0,23.0,244.0,644.0,762.0,22.0,86.0,2019.0,1.0,6.0,10.0,40.0,6.0,"[1002, 2023, 1039, 1017, 2072, 1010, 2040, 2661, 2020]",['family']
"Bitter End: Attack to Budapest, 1945",20266,121.0,7.36768,5.63126,3.0,36.0,77.0,13.0,20.0,68.0,394.0,47.0,16.0,16.0,2005.0,1.0,2.0,240.0,240.0,12.0,"[2072, 2026, 2070, 1019, 1049]",['war']
Oshi,23935,472.0,6.1174,5.63124,2.14,50.0,245.0,67.0,18.0,113.0,803.0,1213.0,5.0,18.0,2006.0,2.0,2.0,20.0,20.0,8.0,"[1009, 1082]",['abstract']
Manoeuvre: Distant Lands,106113,80.0,8.10375,5.6312,2.5,4.0,90.0,9.0,33.0,75.0,470.0,98.0,1.0,14.0,2017.0,2.0,2.0,60.0,60.0,10.0,"[2018, 2072, 2676, 2040, 2011, 1051, 2940, 2015, 1019]",['war']
Naval Battles,13728,732.0,5.93727,5.63118,1.8655,119.0,343.0,95.0,15.0,52.0,1364.0,1253.0,19.0,19.0,2004.0,2.0,6.0,30.0,30.0,10.0,"[2018, 1002, 1019, 1049]",['war']
Sultans of Karaya,94365,320.0,6.32984,5.63109,1.7826,23.0,47.0,12.0,3.0,30.0,542.0,964.0,13.0,13.0,2011.0,5.0,15.0,60.0,60.0,12.0,"[1052, 1023, 2685, 2019, 2015]","['party', 'family']"
Festo!,253679,196.0,6.71166,5.63105,2.2,5.0,52.0,19.0,20.0,105.0,366.0,436.0,3.0,18.0,2018.0,2.0,5.0,30.0,60.0,8.0,"[2689, 2080, 1023, 1039, 1010, 2661, 2082]",[]
1st & Roll,260218,124.0,7.32774,5.63102,2.0,2.0,76.0,24.0,19.0,86.0,382.0,352.0,3.0,11.0,2018.0,2.0,4.0,20.0,60.0,14.0,"[2072, 1038]",[]
18NY,116046,91.0,7.75299,5.63097,3.6667,6.0,54.0,0.0,43.0,62.0,94.0,296.0,5.0,50.0,2011.0,2.0,6.0,300.0,300.0,12.0,"[1021, 2081, 2005, 2002, 1034]",[]
"White Death: Velikiye Luki, The Stalingrad of the North",13016,119.0,7.62773,5.63096,3.2105,19.0,55.0,14.0,21.0,43.0,398.0,50.0,17.0,17.0,1979.0,2.0,2.0,240.0,240.0,12.0,"[2072, 2026, 1019, 1049]",['war']
Epic Spell Wars of the Battle Wizards: ANNIHILAGEDDON Deck-Building Game,274128,164.0,7.08887,5.63088,1.8333,6.0,26.0,6.0,26.0,148.0,487.0,390.0,4.0,28.0,2019.0,2.0,5.0,60.0,90.0,15.0,"[1002, 2664, 2040, 2686]",[]
Chachapoya,262520,134.0,7.80336,5.63179,1.8182,11.0,6.0,0.0,2.0,38.0,226.0,194.0,2.0,13.0,2019.0,2.0,4.0,30.0,45.0,9.0,"[2920, 1023, 1002, 2040, 2685, 2004]",[]
"WestFront: The War in Europe, 1943-45",78,185.0,6.82878,5.63073,3.5,34.0,177.0,42.0,11.0,19.0,551.0,37.0,6.0,60.0,1992.0,2.0,2.0,240.0,240.0,12.0,"[2072, 2026, 2016, 1019, 1049]",['war']
Romans Go Home!,140997,564.0,6.01736,5.63068,1.25,24.0,165.0,58.0,5.0,63.0,1159.0,1616.0,1.0,20.0,2013.0,1.0,4.0,15.0,15.0,13.0,"[2689, 1050, 1002]",['family']
Mega Man Pixel Tactics: Proto Man Red,212581,126.0,7.36222,5.63063,2.0,1.0,17.0,13.0,22.0,57.0,693.0,82.0,1.0,11.0,2017.0,2.0,2.0,20.0,45.0,10.0,"[1002, 2040, 2015, 1101]",[]
Austerity,182047,176.0,6.79773,5.63061,2.375,16.0,115.0,2.0,9.0,159.0,333.0,792.0,45.0,45.0,2015.0,1.0,1.0,10.0,20.0,8.0,"[2664, 1021, 1001, 1120, 2819]",[]
